投诉转转平台上海罗松商贸有限公司,待回复,企业 投诉,W***,2019-05-2707:31,5.11号在转转平台购买一部苹果7，手机回来不能使用，联系客服，让寄到上海罗松商贸有限公司给予维修，他们收到手机后不给维修恶意撕毁手机上转转平台的标签不承认将撕毁责任推卸于我，给我的解释是手机受潮，防水标变色，拒赔。平台无法提供保修，建议自行维修，，，也不给退货，为此我要投诉转转平台给予我相应的补偿。,,,
58同城的相关发布者发布企业招聘问题,待回复,企业 求助,W***,2019-05-1309:40,我于2019年5月6号看到58同城的企业招聘信息，是做商务司机的，我所在无锡，但是要按要求去上海面试，2019年5月7日下午13点多去面试的，到了他们所在公司要求交400元人身保险费，要到2019年5月14日上班，但是5天后也就是现在联系他们所在无锡分公司的“文总”却说保险交错了，要到19年6月6号上班，然后在今天要求他们退回我所交的费用，他们给我一个微信号，可能是刚刚注册的，要等7个工作日，我想说58同城的官方难道他们企业发布的信息不经过审核吗？我大概查了一下，好多这种企业在发布一样的信息，工作内容一样所在公司不一样，这样怎样来维护我们找工作的人的合法权益，举报没用，报警警察说问我和面试的工作人员能联系上吗？我说可以，他说叫我等到14号联系不上在选择报警，如果时间长了还能查到他们公司吗？还能查到他们究竟骗了多少人？我希望这样的事情能通过媒体查查这样的公司，这样58同城，真的还可靠吗？怎么样才能维护我们作为一个求职的人的合法权益，我真心希望媒体关注一下，毕竟我个人能力有限，我被骗了无所谓，我只是想让那些在58同城找工作的人一个实事求是，如果真的是正规企业在发布招聘信息的，怎样才能认清那些是骗子，那些才是真正的企业，同样告诉他们企业的发布信息从哪里才能查到他们企业招聘的是否属实，谢谢你们,,,
关于退伍军人信息采集,待回复,政务 求助,D***,2019-05-0909:59,我是一名外地来上海务工的退伍军人，我来自江西上饶，因2018年11月份左右，我接到通知退伍军人要积极配合政府做好信息采集。我在2018年12月15号先后咨询静安区民政局、宝山路街道办事处、最后咨询（此居委会为宝山路街道办管辖）存仁居委会。以上这3个主管信息采集机构均表示可以在存仁委会会登记采集退伍军人信息。次日，我按照要求带上身份证，户口本，退伍证原件到存仁居委会做好了信息采集，且采集信息当日我又一次与居委会确认办理事宜，办理无误才离开。今年5月份，我听说我的几个战友都有挂上退伍军人家庭光荣牌，我家里没有任何动静。我今天去受理我采集的居委会（宝山路街道存仁居委会）了解情况，后居委会查询，他说我的信息没有采集到，无任何记录。现在结果:社区居委会说已经报到街道办事处，他们不知道啥原因，街道办事处说现在已经5月份采集本地户口退伍军人信息，其他外地户口本地务工人员他们不管且严词拒绝任何形式的补录。我的诉求:1.2018年12月份我到居委会登记采集信息符合当时的国家政策要求，去年12月份退伍军人在全国任意居委会都可以登记采集信息，且咨询静安区民政局、宝山路街道办事处、存仁居委会，3级主管机机构允许且同意表示可以登记采集信息，我才办理，现在系统没有关于我的任何采集信息，什么原因。2.系统没有采集，我应该怎么配合主管部门在上海做好异地采集信息。,,,
上海新鑫公寓小区一楼居民公用仓库养了鸽子,待回复,环保 投诉,安***,2019-04-2509:52,小区一楼是居民的公用仓库，每户人家有一个大约3平米的仓库，给大家放放杂物。但是一户三楼的人家在仓库里养了鸽子，不仅仓库味道很大，楼道里也都是鸽屎味。但是因为他是信鸽协会的会员，就拿他没办法，给信鸽协会反映过，他们也不作为。他在三楼也有个鸽棚，鸽子声音大，还会拉屎在窗上。楼下的好像没放飞过。,,,
小区停车问题,待回复,城建 求助,l***,2019-04-2421:35,所在小区是老小区！最近买车了和物业协商停车位！被告知小区地面公用地区的停车位是固定车位需要排队！我要求了解公用区域停车情况和排队业主的情况！以及车位等待时间！物业告知这我无权知晓！我们唯一能做的只能等通知！和我的车也无法进入小区！希望有相关的解决方案！,,,
居改非棋牌室噪音排烟扰民,待回复,治安 投诉,刀***,2019-03-0517:04,尊敬的区委书记您好，我举报的场所位于静安区江杨南路466弄某住户，该房屋属于居民住宅，但户主非法开设棋牌室，以麻将形式进行赌博自娱活动，每天早晨九点到半夜凌晨一点，日夜不休，居民多次报警，民警劝说后仍然继续扰民。该户主以年纪大了为由，称麻将只是自娱自乐，但却在房屋内摆设了四台麻将桌，此举不仅严重扰乱了小区正常物业环境，房屋内乌烟瘴气直接排向室外，并且随意向外投递烟头，麻将声声不断，而且重度影响小区环境污染周围居民正常生活，损人利己，并涉嫌居改非。现在都提倡爱护家园，保护环境。但他们的行为简直就是让人无法忍受，居委会和民警一齐劝说，但他们始终我行我素。恳请书记关注并尽快解决，彻底关闭此违法窝点，还我业主居民的正常生活，谢谢！,,,
富荣大厦群组,待回复,城建 投诉,6***,2019-01-1816:15,领导好，江宁路838号富荣大厦14楼B，群租严重，厨房住一个人，客厅被隔开住了两个人，严重安全隐患，请治理一下,,,
永和路459弄亿润苑卫生安全无保障,待回复,治安 求助,y***,2018-12-1408:11,陆书记您好，亿润苑小区业委会终止续聘凯伟物业，物业拒绝交接离开。近5个月小区卫生无人清理，门卫乱放外面车辆进入，每晚小区生命安全通道被车辆堵满，一旦发生火情，消防车无法入内，后果不堪设想。业委会和业主都已多次将情况反馈给房办和相关部门，但是一直没有改善和解决。谢谢,,,
外地临牌能不能在上海行驶,待回复,交通 投诉,匿***,2018-11-0714:26,皖K6K161注明安徽经江苏至上海区域内行驶。为什么上海交警处罚我？,,,
社保转移时间长,待回复,政务 咨询,罗***,2018-09-1110:31,我问一下区长，我老婆7月9日到了退休年龄，上海社保转回外地，手续齐全申请后要45天以后，以邮寄方式寄回外地，现在都是信息化时代还用老方法时间有点长。老家急需办退休手续。,,,
华融道,待回复,金融 投诉,W***,2018-09-0415:26,华融道怎么了？上海市政府为什么没有反应？这么多天过去了，实控人为什么不出场,,,
华融道跪求关注,待回复,金融 求助,郭***,2018-09-0118:06,安书记，您好！我是一名华融道投资人。华融道是一个具有银行存管账户的投资理财平台；于8月16日宣布清盘，未出具详细的兑付方案。平台清盘导致几千人血本无归，家里有看病的老人，还有小孩；生活困难。跪求政府关注解决！！！,,,
华融道,待回复,金融 投诉,l***,2018-08-3116:13,安书记，您好！我是一名华融道投资人。华融道是一个具有银行存管账户的投资理财平台；于8月16日宣布清盘，未出具详细的兑付方案。平台清盘导致几千人血本无归，家里有看病的老人，还有小孩；生活困难。跪求政府关注解决,,,
飞利浦售后不作为,待回复,企业 投诉,W***,2018-08-2907:51,领导你好，我是一名舟山的客户，在2018年5月29日在京东网上买了一台液晶电视机，在2018年的时候电视机下面出现了屏裂的情况，联系了飞利浦售后，然后飞利浦售后师傅上门来看了，说是人为造成的，不予保修。当我们咨询师傅为什么液晶屏会那么脆弱，飞利浦售后答到飞利浦就是这样的，用小手指触碰也会导致液晶屏碎。我们当然对于这样的结果很不理解，难道飞利浦的电视是纸头做的。后来我们打电话飞利浦官方售后，我们希望飞利浦能出具一张让我们信服的报告，可是飞利浦官方一直在拖延，不肯出具相应的报告。我想咨询飞利浦公司，难道你们那么多年的品牌就是这样的质量。2018年8月27日，飞利浦舟山售后打电话来说可以更换电视，需要从他们那里拿单子到京东调换新的电视机，可是京东不同意调换，又咨询到飞利浦售后，他们矢口否认说过可以调换新机这样的话。我想问问飞利浦，这样出尔反尔的售后也是飞利浦所为。而且给我们出具的单子里并没有工程师的签名，我想问一下飞利浦这么大的公司的工程师连名字都不敢签吗？我在8月5日投诉了上海消费者协会，8月24日打了电话，至今无人和我联系。希望飞利浦给我做出满意的答复。,,,
购物平台联合商家贩卖假货无人管，维权难,待回复,企业 投诉,平***,2018-07-2811:19,在上海海欢尚电子商务有限公司旗下平台闪电降价购买了两双鞋子，品牌分别是耐克，阿迪达斯，收到货后，明显是假货，吊牌都不是耐克和阿迪达斯，26日找平台客服处理，一直推脱找商家核实，一直未有消息，平台卖这么假的鞋子欺骗消费者，随后推脱不处理，侵害消费者权利，有图为证据，请求处理这么无良 的公司企业，请政府处理核查这个平台，维护还消费者一个公道。,,,
上海火车站地下停车每分钟1.2元，合理吗？,待回复,交通 投诉,永***,2018-07-1911:05,昨晚在上海火车站北广场地下停车库，停车10分钟，收收12元，每分钟1.2元，在地下停车库找出口很难，在里面有S弯，耽误时间，望领导体验一下，谢谢！,,,
上海斐讯科技公司诈骗群众财产,待回复,金融 投诉,P***,2018-07-0908:07,上海斐讯科技公司生产的每台产品，都有联璧金融的APP下载。用‘0元购’吸引消费者购买斐讯路由器，诱导消费投资。联璧金融和斐讯科技有不可分割的利用链。消费者的钱现在哪里？,,,
斐讯集团非法集资诈骗,待回复,金融 投诉,W***,2018-07-0415:33,#天价路由##联璧斐讯#2016年，斐讯通过0元购把购买路由器的几乎所有的投资者都带到了一个，违法的没有金融资质的理财平台，联璧金融。2018年6月，联璧金融倒闭，斐讯极力撇清关系，说你们在这个理财平台投资的钱不关我的事，倒闭了要不回也不要来找我。最可恨的是，两年多，这个违法的行为一直被上海市政府和京东电商平台包庇，才有今天斐讯的无法无天，请国家和媒体为人民讨回公道！,,,
上海融腾金融小诸葛逾期不兑付盼尽快处理返还,待回复,金融 求助,徐***,2018-06-2911:18,你好安书记，我是上海融腾金融小诸葛的个人散户投资者，由于受到小诸葛高反的利诱，目前合计投资小诸葛41.5万，自6.13日后小诸葛已经逾期不能兑付，已经到静安区经侦大队递交材料报案，这是全家的血汉钱，小孩快要快开学了，盼望政府尽快处理，返还投资者投资款，谢谢安书记。,,,
何时才能拆除这小区的违章建筑,待回复,城建 投诉,y***,2018-05-3008:52, 静安区委书记安路生，你好：   静安区彭浦新村227-228号，228-231号等底楼多数住户在天井中违章建筑，严重地影响城市形象。   有关部门回复说：已将该处违法搭建物列入街道“无违居村”综合整治计划内，将在无违小区整治过程中统一进行处理。    请问，何时才能拆除这小区的违章建筑？希望有关部门按照“五违四必”精神，尽快依法拆除这些违章建筑。,,,
整治小区弄内“脏乱差”现象,待回复,城建 投诉,y***,2018-02-2816:34,反映静安区阳曲路456号后面弄内存在环境卫生“脏乱差”问题，弄内地上杂物乱堆，绿化带上垃圾多，几个窨井盖缺失（存在着安全隐患），有的窨井返污水，违章建筑没完全部拆除，有的店主私自在后门外墙上乱拉电线插座充电，一辆僵尸车停车弄内绿化带破损严重，排水排污管道老化、经常堵塞等，严重地影响了居民的生活环境和道路的整洁美观。希望相关部门能加强巡查和环境整治力度，有序管理好小区。,,,
天价豪宅变机房 老百姓的合法权益谁来保护,待回复,其他 投诉,重***,2018-01-1217:59,尊敬的领导，您好本人购买了大宁金茂府顶楼，交房时发现电梯一动就会产生低频噪音。后又发现在我家儿童房和客厅的上方，开发商放置了巨大的新风机组设备间，机组重4.6吨，全年每天24小时运行，为整栋楼提供新风。新风机组运行时，会与楼板产生共振，发出的低频噪音通过楼板和窗户，无时无刻的敲打我们的心脏。夏天新风机组的噪音更是如火车在头顶跑过。这种房子根本没法住。我们发现问题立即跟开发商沟通，而8个月过去了，开发商各种推诿，拖字诀用的淋漓尽致，一会儿能修一会不能修，一会儿给换房一会儿不给换。房子无法入住到现在只能空关着。开发商明知新风设备间会产生噪音问题（新风机组由泵组空压机和风机等设备组成，集所有噪音源于一身）故意隐瞒该项不利因素，诱使我们购买了该处房产，从而骗取巨额溢价。开发商肆无忌惮的欺诈谁来管？？？老百姓的合法权益谁来保护？？？以上情况属实，烦请领导察明，早日解决为盼！,,,
投诉上海静安维信小额贷款有限公司,待回复,金融 投诉,宁***,2017-12-0822:47,领导好:         上海静安维信小额贷款有限公司在我本人不知情情况下于2015年12月31日在无认真审核下放货6000元人民币给与我完全不像的另一个人，并将不良征信上传我征信系统，对我本人信用造成恶劣影响，买房买车不能贷款。多次致电协调，我本人也提议前往其公司当面核实贷款合同人是否与我一致，或其公司派相关人员来我地派出所核实，但其态度恶劣蛮横不愿核实，也不将不良征信撤消。特反应区长您，请百忙中过问下该公司此行为是否严重违规违法操作，1:放贷前不认真审核，2，投诉后消极处理。对当事人造成精神以及生活的恶劣影响。难道上海市的小额贷款公司可以在任何本人不在场的情况下签订贷款合同？办理贷款业务？随意将不真实的不良征信上传人民银行？请明查，小老百姓急需清白。,,,
关于河南身份证上海补办问题,待回复,其他 咨询,龙***,2017-06-0308:24,本人是河南人，现在在上海工作，然后现在身份证快到期了，想问一下能不能在上海补办，需要满足什么条件？在哪里补办？希望相关工作人员给予解答，谢谢！,,,
消防通道被私自圈围起来,待回复,城建 投诉,匿***,2017-06-0207:39,静安区京江路2999号801住户私自把消防通道圈围起来占位己用，把我们的生命逃生通道堵起来，我们已投诉区城建半年了，始终就是没有肯定回复何时拆违，消防和承建已经亲临现场看过，确认是非法违建，但相关部门就是迟迟不肯来拆违，若我们住宅发生火灾我们的消防通道围堵这样，我们该往哪里逃生，深感恐慌,,,
静安区阳城路浦联家园违章搭建与违章装修,待回复,城建 投诉,匿***,2017-04-2610:59,尊敬的静安区书记，您好！这里向您反映坐落于贵区管辖范围内，阳城路388弄，浦联家园的违章搭建与违章装修问题。该小区属于2015年新建小区，首先从管理上讲不存在老旧小区管理滞后与历史遗留问题。但是该小区自2015有居民入住以来，一直存在装修过程擅自破坏房屋承重结构，破墙开窗与利用房屋外部结构，擅自搭建封闭与半封闭建筑。有违“无违四必”精神。另，自今年以来，居民也多次向12319网站与热线电话反映该问题，起初还有反馈，内容也都是泛泛而谈，并未实质的行动，区城管推诿给街道城管，街道城管又不作为。在该小区的违章搭建与违章装修中，不难发现不同违章案列中的共性，与物业在其中扮演的“奇怪”角色。让人不得不怀疑在装修公司-物业-城管-“敲墙党”中的利益链。先是居民入户，然后由物业推荐装修公司，介绍过程中多次提到该装修公司能“搞定”许多“一些问题”，然后再由装修公司推荐高额“敲墙党”，擅自敲除房屋承重墙，在走道破墙开窗，利用阳台外部结构搭建“阳光房”。稍有不从，便会由“敲墙党”上门阻扰，停水停电。物业毫无监管，更是为虎作伥。有的违章搭建就在物业办公室正对面，也是不闻不问。希望能由区相关职能部门直接介入调查，还老板姓一个安逸整洁的小区坏境。（照片可能因尺寸过大无法上传，可与我联系取得）,,,
北站新城罗浮路究竟何时动迁,待回复,城建 咨询,匿***,2017-04-1415:05,罗浮路一直说要动迁，究竟何时才能启动？听说2017年启动，有具体时间吗？望领导及时回复。,,,
何时盼来旧房换新颜,待回复,城建 咨询,匿***,2017-04-0415:22,安书记你好，我居住小区普铁新邨自去年三月启动拆落地改告一次征徇工作，并以96%成功完成。至今第二次征徇迟迟没盼来，就因为此小区门房已建好，人员未配备，如果不拆了，那美丽家园工作不应停顿。我们年已古稀，盼的是改革开放旧区改造带来福音，使我们能在晚年住上新房。盼盼盼。,,,
七浦路新金浦市场管理部强制商户交押金,待回复,其他 投诉,匿***,2017-04-0411:05,安书记您好！            我们是在七浦路新金浦市场经营服装的商户，上次向您反映市场管理部采取不给照明电使用，以强制向商户收取押金的事，不知您看到没有，现在市场管理部依旧强制收钱，我们广大商户再次向政府求助，恳请政府出面保护百姓的利益不要受到随意的侵害。                                                                                                      安书记，我们广大商户对于市场管理部这次采取强制手段收取押金是非常的愤怒和无奈。如果现在的市场管理部是一个负责的管理部我们交一些费用可以理解，但是现在的管理部是在利用现有的市场主体在发不义之财，从2008年下半年开始频换更换经营项目，采取玩合同文字游戏钻国家法律漏洞，使用外来无业人员强制频换更换商户，大肆收取一批又一批商户的租金，押金。然而商户离场后，本应退还商户的押金，以及剩余租金。市场管理部找各种理由，借口不给退还，经济纠纷经常发生，上至房东下至商户无不受害，手段恶劣，影响极坏。        安书记，我们不能理解现在一些人利用企业变相圈钱，政府为什么不管呢？百姓的诉求为何得不到政府的回应呢？百姓的利益被随意侵害，我们唯一指望的政府难道只会相互推诿，沉默吗？难道法律真的就是管制百姓，保护企业的不法分子吗？为百姓办事真的是政府口头上说说的吗？。             现在市场管理部由于名声太臭，没有信誉，招不到外商户，圈钱困难，脑筋开始动在剩余不多的老商户，如果现在我们这些商户一家5000块，市场管理部可以收取至少近百万打资金，现在市场管理部连工资都发不出，这些钱怎么还？况且市场既然这么做，也没有打算还给商户。我们现在只有向政府求助，期望政府能维护百姓的合法的利益。让恶意圈钱的行为得到制止。           感谢您百忙中的阅读，期望您的回音！,,,
小区主要通道被建筑垃圾堵了半个月,待回复,环保 投诉,匿***,2017-04-0113:54,小区位置：上海市静安区场中路2041弄4-7作为一个上海老百姓创造美丽家园我们该积极配合，但是本小区将居民主要通道被建筑垃圾足足堵了大半个月无人来管向有关部门反映也是今天拖明天，明天拖后天的！如果谁家出了什么事这条生命通道就被这堆久久不能处理的垃圾给拖延了！请领导为我们老百姓想想！能早日还我们一个真正的美丽家园！,,,
出租车司机自己不知道路，还说没收到钱,待回复,交通 投诉,匿***,2017-01-2009:15,上海强生出租车司机自己手机不开机还说我没数钱！打客服电话打不通,,,
旧区改造，改善民生,待回复,城建 求助,匿***,2017-01-1911:31,尊敬的安书记您好，我是东宝兴路458弄宝山新村的一居民，受新村众居民的委托，来向领导咨询下，我们这个二级旧里的小区何时会拆迁，这里生活环境十分恶劣，脏乱差，房屋结构十分老旧，刮风下雨还漏水，周围的二级旧里几乎都拆光了，就剩下我们这里了，第一次征询在2010年就以百分之95的同意率通过了，至今未有声音，望书记能尽早解决我们的民生问题，万分感谢，万分感谢，万分感谢,,,
西双版纳傣族生活馆骗局,待回复,其他 投诉,匿***,2017-01-1515:45,哪里确实是一家黑店你进去以后会被带到一个房间然后会有个服务员给你讲珍珠，讲完珍珠说给你们请玉石老师，然后等下会进来一个是什么经理来讲，刚进去装结巴，首先他会讲软硬玉，接下来叫你辩别软硬玉。讲完又讲A，B，C货然后又讲手镯，讲完后他会说刚来这边就做经理那些老师不服所以都不愿意讲课完了以后出去参观就是买东西的时候了，讲什么金镶玉是他家的，如果你买了他会带你到他家的vip去看说什么是接待政府官员的去了你就上当了里面的东西低价几百买十几万价格虚高了100倍不信你去鉴定了就知道了，你们如果有被骗的可以投诉旅行社，和购物店，还有他们把投诉的电话摆了不给客人看见下面有图可以自己看,,,
投诉静安区彭浦街道,待回复,城建 求助,匿***,2016-12-0814:49,静安区临汾路670弄2号和3号之间原形中是小区安全过道，后来造违章建筑现在良友超市，它1楼项部和2楼房间一楼，造成我家数次被撬，难道违章建筑可以办房产证，它影响我生活，请求书记帮我解决，还我安静生活。,,,
上海海客服装有限公司欠薪,待回复,就业 求助,h***,2016-12-0709:44,安书记您好，静安区上海海客服装有限公司法人拖欠员工工资数月不发，已于10月中旬遣散员工，并给予书面承若10月底支付清工资，但是目前仍说公司没钱拒不支付。部分员工进行仲裁，但是法人向仲裁承若的期限到后还是不支付，涉及员工人数10人，欠工资金额近50万元，还请安书记百忙之中安排人员调查处理下，不能任由这种老赖逍遥法外。谢谢！盼回复。,,,
上海海客服装有限公司欠员工工资和不按期缴纳公,待回复,就业 求助,匿***,2016-12-0214:38,我是上海海客服装有限公司的员工，公司从去年就拖欠我们工资，目前所欠工资6个多月，计达4万多元。公司未宣布倒闭，但是10月中员工已经全部离职，当时法人姚XX认10月底卖公司办公楼全额支付工资。后来再三推脱说办公楼未过户成功，到目前还未支付工资。公积金也未按期缴纳未办理转出，导致员工进入下家公司无法续缴公积金。遭欠款员工计10余人，有员工进行劳动仲裁，但是已过了法人姚XX若给仲裁判定的支付期限，仍未支付。现不得已寻求政府帮助。恳请政府为百姓做主，维护工资权益。,,,
求诉,待回复,城建 求助,匿***,2016-10-2415:06,安书记：    您好！新静安区阳曲路781弄1号住户，10月7日晚9点多，房顶掉落近5个平方米，掉下的水泥砖块大都有小桌子大小，直接掉落床上。当时一家人正躺在床上看电视，掉下的水泥砖块直直砸入枕头头部位置。幸而家人反映迅速，躲闪及时，并未造成严重后果。但家具电器大都砸坏，且有人受不轻的划伤和砸伤。家人第一时间报市物业服务热线。热线立即派人上门查看，物业与施工方工人也到现场查看，且都拍照留证。物业热线人员要求双方尽快修复房顶并解决问题。    阳景小区近期正进行平改坡工程，房顶塌落前曾在房屋顶层施工。平改坡本是为改善居住环境的利民工程，不希望变成扰民工程。事件发生距今已有半个多月的时间，至今施工方与物业未拿出解决方案且一直相互推诿责任，街道也从未上门查看。上海市从未发生过如此大的房顶塌陷事件，至今施工方负责人也从未露面。    近日，小区房顶施工时，家中又被砸出横跨整个房顶的深深缝隙。    现今，房顶水泥仍不断小块掉落，房内伴有漏水，生活受到极大困难。望安书记解决困难！,,,
申报户口,待回复,其他 求助,匿***,2016-09-2414:52,安书记你好！我是现静安区市民，魏心民。我的问题是:我女儿今年8岁，读小学一年级，因是非婚生子女一直无法报户口，而我本人在上海无产权房，需要申请公共户口。地区派出所我去过好几次，他们都相互推来推去，不予办理。请求政府给予解决或给予解决的办法。不胜感激。,,,
中山北路止园路（西藏北路地铁站）半夜施工,待回复,城建 求助,匿***,2016-09-2015:25,这边道路施工，一周多了，白天不见有人干活，一到半夜就开始了，现在都已经凌晨2点半了，凿路机器一直得得得的凿个不停，实在是没法好好休息，城市建设可以理解，你要是赶工吧好歹白天加把油呀，这总是晚上吵吵算什么呀，希望能够调节下～,,,
坚决依法拆除违规破墙开门,待回复,城建 投诉,y***,2016-07-2815:50,   上海静安 区乌鲁木齐中路26号(属华山医院)违规破墙开门，违规租借给他人无证经营。这一无证违法建筑房严重地影响市中心的市容市貌和上海城市的形象。希望上海上海静安 区有关部门按照《实施》精神，尽快对华山医院外墙未经规划部门审批的违法建筑物予以依法坚决拆除。,,,
共康四村居181号一楼棋牌室扰民,待回复,治安 投诉,匿***,2016-07-0710:45,您好，静安区共康四村181号一楼违法开设棋牌室进行聚众赌博活动，老旧小区隔音效果又不好，入夜后对居民休息产生严重影响，并且相当多的非小区内居民进入小区，相关赌博人员也对小区内治安造成了严重的隐患，居民与相关棋牌室负责人交涉沟通，负责人表示没人能管得了他，态度甚是嚣张，不知其是否有什么背景，依据相关法律法规居民小区内未经的居民同意是不得居改非的，请政府部门还居民一个安静，安全的居住环境，早日取缔相关违法活动，真正做到依法治国,,,
