杨泰路友谊路上的高音喇叭何时取缔,待回复,治安 求助,匿***,2017-04-1614:50,尊敬的范区长，您好  我是住在宝山杨行东方丽都的居民，不知道您能帮到我们吗，是个很棘手的大事，关于高音喇叭每晚在东方丽都小区杨泰路上的公交站头（7号线）每晚在放在唱，我们已经被严重骚扰了很长一段时间了，报警投诉已经不计其数，没有一点效果，，我个人也用了自己方法劝退过三次，可是一拨又一拨的，我不可能每天晚上守候在哪里，哎！！！！！无语了，今天大白天居然也放了！我请求领导将心比心谁住在这个小区愿意每天忍受高音分贝的煎熬，每晚痛苦的看表，希望这帮目无王法的嚣张气焰的扰民者快快离开…，真的我们这个小区居民太可怜了，投诉无门，我想在这里求助求助再求助，恳请政府领导百忙之中过问下这事，让办事的公务员能够真正为老百姓办实事，妥善尽快帮我们解决扰民的事情，还我们百姓清净安宁祥和的夜晚，这小小的请求，让我们很无奈，也想再抱希望能让范区长过问下，求助政府领导出面尽快尽可能的尽快帮百姓解决民生。再次感谢范区长，这个平台就是让百姓求助，政府帮助解决，希望能圆满的解决噪音扰民。再次感谢您。,,,
盛桥严重污染,待回复,环保 投诉,匿***,2017-04-1010:46,区长先生，请关心一下盛桥的污染，几个大烟囱没日没夜冒烟，气管严重受伤害，家里每天都是黑色颗粒！很多居民的心声，严重投诉,,,
共康路夜间烧烤扰民,待回复,环保 求助,匿***,2017-04-0213:53,我是共康五村居民。家临近马路，近来在共康路三泉路路口有一家烧烤摊夜间九点半左右开始营业，通宵达旦，有时还会播放音乐来招揽客人。一方面实在干扰太大，家人入睡都困难。另一方面此类只在夜间开的排挡是否有营业执照，食品安全能否保障？还请重视为盼，不胜感激。,,,
黑摩的占道,待回复,治安 投诉,匿***,2017-03-1616:13,之前12345投诉，回电是宝山区负责人，说这个地方归杨浦区管，所以没有管这个事情。杨浦区回复说管不了。在农工商超市门前有30辆左右大大小小的摩的，如果没有客人就停很多辆，有客人就停10多辆，这些黑车从早上七点左右到晚上11点多都有。1.对已经狭窄的道路造成拥堵。2.摩的司机骚扰清晨或傍晚回家的女性，吹口哨，调戏挑逗的语言表情，对着女性大喊，以是否坐车的名义说许多调戏的话。3.黑车司机拉载乘客的时候摸女性乘客的手，到地点之后加价格，不多加钱就不拉到地方，把乘客中途放下，或者不让人下车，胡搅蛮缠和乘客吵架，尤其对女性和学生。希望上海政府能帮忙处理，别让这些人搅乱这么美好的上海，和我一起居住的朋友，有一次晚上11点回家，这些司机就向朋友吹口哨，还很挑逗的问她，上车走吗，还坏笑，口哨吹了很久，朋友就是穿着很正常的白领。还有个邻居，一次坐黑车，上车之前，说好去江湾体育馆地铁，结果拉到半路，司机一定要加钱，否则就不拉，结果朋友多掏了5块钱。其他女邻居有上班迟到，坐黑车，结果司机就摸她的手，还一直抓住，不让她下车，后来到了女邻居单位，女邻居也不好意思因为这事在单位门前吵架，就忍了，结果给的50块钱那个司机都不找。,,,
农村环保投诉,待回复,环保 投诉,匿***,2017-03-1515:25,月罗公路两傍的村庄及市场每天傍晚都有外来沪人员用小开水爐(个人用的在大菜市场有卖)烧开水，搞的乌烟瘴气，对环境污染可以想像的厉害。外省这种东西都不让用，在上海却岀现这种现像。我感觉现在环保意思这么强的时候政府应该管一管。,,,
请政府给我一个帮助,待回复,教育 求助,匿***,2017-02-1111:45,我是孩子（女孩）的父亲，我也是一名共产党员，我的孩子在上海市宝山区长江路小学上学。1 .孩子的校服裤子一个腿粗，一个腿细。2 .孩子在学校上课的时候请假小便，老师不让，结果我女儿尿裤子了。3 .孩子在学校受伤（被同学把锁骨撞断），我能怎么办？,,,
举报宝山区双城路永清路口“鱼林王”游戏机房,待回复,文娱 投诉,匿***,2016-12-3114:39,该游戏机房赌博机，太坑人了，害的多少人倾家荡产，举报110无结果，希望领导能重视。,,,
关于请求解决殷高西路新二路交通拥挤状况,待回复,交通 求助,匿***,2016-12-2219:26,尊敬的领导您好：我系宝山区四季绿城居民，自今年10月份开始，由于新二路殷高西路的交通信号灯程序进行调整后，至今的每天早上6.45开始排队车辆一直到淞南十村。一般情况，从一二八纪念东路过殷高西路口需要20分钟左右，对于上班朋友是一种磨难，请领导帮帮忙，想想办法解决交通拥挤的状况。谢谢！,,,
沪太路桥每天早上非机动车违法上桥，应持续治理,待回复,交通 建言,k***,2016-12-1614:17,每天早上7点左右的沪太路桥，总有各类非机动车违反禁行标示上桥行驶，使得本就拥堵的沪太路桥堵上加堵，短短几百米的道路有事需要半个小时才能通过。而且这些非机动车在机动车流中到处乱窜加塞，使得交通次序一片混乱。曾经有过一段时间在沪太路桥下桥的地方有交警执勤，许多违章上桥的非机动车会逆向返回，反而有更大的安全隐患。希望宝山区领导重视这一长达数年的交通乱象，和有关部门好好想想该如何长效治理，既还路于正常行驶的机动车，也有效引导非机动车绕道行驶。,,,
举报摆放赌博机,待回复,城建 投诉,匿***,2016-12-1414:34,在宝山真大路与环镇南路交汇处一个新华联超市和鹏发饭店后边，里面摆放有老虎机打鱼机斗龙机等赌博机，以前有举报让拿走的，但是旧的一拿走第二天人家就又接着上，我有几个一起出来打工老乡经不住诱惑，以前玩的小就不说了，现在越玩越大，昨晚有个输了2800有个输了1600，都是老乡，乡下人，赚俩钱不容易，真是不忍心看到他们把辛苦钱砸在哪个上边，过年了听说他们把机器调的很死，望有关部门赶紧整治一下吧，还望有关部门能观察几天，不要让赌博机再坑害更多的人了。,,,
居民区开设非法棋牌室影响居民生活，无法取缔,待回复,治安 求助,快***,2016-12-0110:17,"尊敬的范少军区长：您好，我举报的非法棋牌室位于宝山区韶山路419弄17号1302室，该房屋属居民住宅，但非法开设棋牌室，内设多台麻将机。该棋牌室麻将声，吵闹声，烟味严重扰民，棋牌室一般经营到凌晨1，2点才结束。周围邻居无法休息好，影响到白天工作。对此，我找过物业，物业未进行处理。我找到居委会，居委会表示上门劝说过，让找派出所处理。棋牌室深夜扰民时，我多次打110举报电话，民警有时过来劝说，但民警一离开，棋牌室继续扰民。无奈之下,拨打12345市民热线,拨打3次,都没有进一步答复处理进展.上海市地方条例规定，居民住宅不可以开设棋牌室等经营性场所，但是执法部门不能依法治理，任由发展。恰逢宝山区进行五违整治，请区长关注并解决,谢谢!",,,
沪太支路桥维修,待回复,交通 投诉,匿***,2016-11-2516:51,沪太支路桥自三月份封桥抢修至今，没有任何人在抢修，施工人员不见一个，难道抢修就是这样的吗？沪太路天天堵车，原平路堵车难道跟沪太支路桥抢修封桥没关系，桥到底何时能通是否可以公告啊,,,
环镇南路延长工程，施工结束，但迟迟未开通,待回复,交通 求助,匿***,2016-10-1609:50,区长好，位于普陀区和宝山区交界处的环镇南路，目前向西延长至祁安路的道路施工已经竣工，对于居住在这里只有一个祁安路出口并每天早上堵车的居民来说算是重大利好，但从7月份竣工后迟迟不开通。恳请领导关注民意，尽快协调解决。非常感谢。,,,
飞机扰民,待回复,治安 求助,匿***,2016-09-2313:39,大场镇飞机场扰民，前几个礼拜是晚上飞机10分钟飞一次，飞到晚上十一二点，最近几天是凌晨三四点时10分钟飞一次，这到底在干什么，求解决。,,,
经适房小产证何时发,待回复,企业 投诉,匿***,2016-09-0116:16,我们是六八年战备支内人员，己返沪，13年申清经适房在祁华路300弄，是卖掉老房子购得经适房，户口挂在亲戚家。現己入住新房半年而无产证户口不能迁入，至使亲戚关系日趋紧張。。请问经适房小产证何时发。,,,
宝山区殷高西路多家赌博厅，没人处理,待回复,治安 求助,匿***,2016-07-2713:34,宝山区殷高西路龙耀宾馆正对门，有一赌博厅。报110之后没人处理。去派出所报案，半小时后该店关门，店头上面有个探头。里应外和，赌博厅老板后台很硬，通风报信太及时了，刚报案，就关门了，看到有人进去，就先看探头。熟客在开门，希望能处理一下，我朋友在那个赌博厅输了好多钱，房子都卖了。,,,
宝山区大场镇祁华路地铁站周边环境恶劣,待回复,环保 投诉,哈***,2016-07-1915:35,领导同志：您好！    宝山大场镇祁华路地铁站周边的环境实在恶劣，大场镇是有名的装乱差，只能说无语，本地块四周都是断头路，垃圾成堆，化工厂林立，砼搅拌站成行。对于居民的出现、生活等造成恶劣的影响，祁华路周边目前大量的居民涌入，政府势必需要关心下本地块。,,,
泗塘一村何时改造？,待回复,城建 投诉,匿***,2016-07-0420:24,泗塘一村的房子已严重老化…水管严重漏水。上海作为一个金融大都市，居民的生活条件也是非常最重要的。以前也听过很多传言说改造时间，但每次都是落空的。请地方领导给一个准确的改造时间，以便提前做好准备。,,,
罗店罗新路路面有积水,待回复,交通 投诉,匿***,2016-07-0218:16,罗店罗新路（沪太路——罗溪路之间这段）每逢下雨，不管是下大雨还是下小雨，地面积水较深，给机动车、非机动车、行人出行带来很大不方便，机动车怕熄火，速度较快，车轮两边的积水都飞溅到了非机动车及车主、行人身上，希望该路段从新做好排水设施、或者将路面加高,,,
马路噪音与行道树管理,待回复,城建 投诉,匿***,2016-07-0118:21,区长：你好！       我是06年搬到环镇北路上的居民，环镇北路其实是条横穿居民区的马路，我是沿马路住户，我向你反应的事，马路上的噪音很大，南陈路与环镇北路虽然有块牌子上写着大型车辆不得进入，因为无人看管经常有大型车辆甚至超大型车辆驶入，轰隆隆的噪音非常扰民，马路大修好后望能有专人看管。        还有环镇北路两边的行道树，自我搬来后，就没有看到有绿化部门的人来修剪过，两边的行道树目前长得高低蓬松参差不齐非常难看，不信你们来看看，长得高的已经顶着电线了，这是很危险的，有些树的分叉已经长到我们小区里了，去年我看到有绿化部门来修过，但他们只是将场联路环镇北路口的几棵树修剪一下了事，不知道什么原因？希望今年绿化部门来彻底将环镇北路两边的行道树彻底修剪一下为盼！,,,
