中环家园1388弄业委会改选不断被拖延,待回复,政务 建言,匿***,2019-08-2314:54,普陀区新村路1388弄中环家园的业委会改选，从2018年8月启动(已经比规定的晚启动5个月)至今一年整了，还未进入候选人公告，以及后续的业主大会等额选举！有关部门的工作效率和态度令人不敢恭维：推诿扯皮不作为，完全没有考虑人民群众的感受。要求区领导派专人检查督促万里街道以及房办，改变工作作风、提高工作效率。不要让居民群众一而再再而三地失望了！#业委会#,,,
象园丽都小区，不让安装充电桩,待回复,城建 投诉,S***,2019-07-2216:51,请领导们做做实事，解决老百姓的出行问题，号召国家新能源办的政策，我们买了新能源汽车，小区是实行固定车位制，我们安装电充电桩也不会影响到其他居民的停车问题，但是物业就是不给出局同意安装证明。物业自己楼外却安装着充电桩,,,
真五小区53号旁晚上有人故意砸碎玻璃恶意扰民,待回复,治安 投诉,N***,2019-07-0115:25,周敏浩区长：您好！  上海市普陀区铜川路2059弄（真光五街坊）53号附近，几乎每天晚上19：00--23：45左右，都有人在53号附近猛力故意砸碎玻璃啪嚓嚓和扔大砖头梆梆梆的恐怖威胁声音，配合经过53号楼号丧刮肺式吐痰的痰客们一起恶意扰民，制造恐怖威胁，严重威胁附近居民的生命、财产安全和生活安宁。真光五街坊社区不安全，应该加强管理、加强法治，依法治理社区，保障社区居民生命财产安全和生活安宁。谢谢周敏浩区长。,,,
内环高架下金沙江路口拥堵建议,待回复,交通 建言,周***,2019-06-2109:50,内环高架桥下金沙江路口：行人，非机动车，机动车拥堵严重，由内环快速路下来右转车道与地面右转车道汇入一条道，并且还有右转灯控制。建议：在该路口设置人行天桥，减少行人与机动车抢道行驶的现象，避免拥堵和事故,,,
陆一小区和兰田大楼门口车辆乱停现象越来越严重,待回复,交通 投诉,龙***,2019-06-0516:58,陆一小区和兰田大楼都是普陀区老公房，里面还有兰田中学，这里有个第三方道路管理公司在管理停车收费，但是每天门口车辆乱停，只管收费，停车线都是虚线照理应该是临时收费，但是现在全部包月收费了。把一根道强行两边停车，造成拥挤，影响市民出行和安全，打过多次12345市民热线都无法解决。只担心未来消防车或救护车都无法开进来，希望尽快来解决！,,,
长风二村151号605和507常年扰民未解决,待回复,政务 投诉,a***,2019-05-2516:14,周区长，您好！我是住在普陀区长风二村151号的住户，近两年来有如下两个已严重影响本人生活和睡眠，给本人带来极大精神困扰的问题，两问题都曾十多次反映至12345热线和网络平台，但至今居委会等相关职能部门一直未予有效解决，让人寝食不安，烦请周区长责成、督促给予彻底有效的解决，谢谢！问题一.一年多前开始，151号605室的住户完全不顾影响他人，每天早上五六点从自家南阳台往一楼院顶大量流水且产生很大的噪音和污水，每次流水持续半个小时左右，高空不抛物是市民应遵守的基本素质，可虽经我多次反映，至今605住户仍我行我素坚持不讲理无赖行为，其实此事处理并不困难，请居委会或执法部门反复多次上门劝说605室在花盆下垫盆保证不流水到楼下并不要持续扰民即可。问题二.507室住户在厨房和洗手间之间的北墙上私接排水管，两年多来该排水管反复经常漏水，常年流水流敲打和侵蚀早已将我家新装不久的雨棚毁坏，他家排水管流出的污水天天流到我家雨棚里面，至今仍是，希望居委会物业城管等负责部门劝说507业主将排水管彻底堵漏或者拆除该私接设施并修复好我家已损坏的雨棚。,,,
真光五街坊53号602室农民工喝酒在恶意扰民,待回复,治安 投诉,N***,2019-05-1610:13,周敏浩区长：您好！  上海市普陀区铜川路2059弄53号6X2室陈××家里，经常晚上有农民工喝酒喝得醉醺醺的，把大门打开着，在门口乱叫，恶意扰民，恐怖威胁。到6X2室喝酒喝得醉醺醺的农民工下楼梯回家时，经常在楼道内大叫、大声嚷嚷，恶意扰民，严重威胁53号楼其他居民的生命安全和生活安宁。必须加强防范，加强管理，加强法治。保障53号楼居民的生命、财产安全和生活安宁。谢谢周敏浩区长。,,,
上海斗米兼职网坑骗我410元钱不给。,待回复,三农 投诉,w***,2019-05-1416:50,尊敬的周敏浩区长您好，2019年3月20号在斗米兼职网找了份兼职的工作，干了三天共410元钱，但是至今不给我，我是一个穷人410块钱对我来说不算少，希望您能帮我要回血汗钱，谢谢。,,,
随地小便,待回复,治安 投诉,N***,2019-05-0614:33,周敏浩区长:您好！  上海市普陀区铜川路2059弄(真光五街坊）53号XXX室男性居民陈XX，晚上经常故意在真光五街坊中心花园附近的62号马路边随地小便，不但污染环境、不文明、不道德，而且，大声哗啦啦随地小便，影响真光五街坊62号马路边附近妇女通行。这种故意在公共场所随地小便，恶意侮辱、调戏过路妇女的流氓犯罪行为，必须受到法律严厉制裁，保障妇女的生命安全和人格、尊严不受侵犯。谢谢周敏浩区长。,,,
超市营业员恶意诽谤侮辱顾客,待回复,企业 投诉,N***,2019-05-0610:41,周敏浩区长:您好！  上海市普陀区丹巴路1744号XXX超市(德国独自在华企业)的两个女服务员，其中一个是店长助理(穿蓝色工作衣），另一个是服务员(穿黄色工作衣），她们经常一起工作时恶意诽谤、侮辱顾客。外资企业到中国经商，卖商品，必须遵纪守法，合法经营，如果恶意诽谤、侮辱顾客，必须依法制裁。,,,
真光五街坊53号101室有人晚上楼道内抽烟,待回复,治安 投诉,N***,2019-05-0409:35,周敏浩区长:您好！  上海市普陀区铜川路2059弄(真光五街坊）53号101室居民王X国和602室居民谈XX经常在真光五街坊53号楼道内抽烟，污染空气，污染环境，造成火灾隐患。  真光五街坊53号602室居民谈XX，经常白天和晚上叼一根香烟从6楼走到1楼，然后站在1楼楼梯口楼道内抽烟、抽很久，烟雾缭绕，在大楼内到处弥漫，污染空气、污染环境，严重损害其他居民的健康，造成火灾安全隐患。必须加强防范。  真光五街坊53号101室居民王X国，晚上19点以后经常躲在53号1楼楼梯口楼道内抽烟，躲在53号楼门口铁门信箱后面楼道内的楼梯口黑暗处抽烟，香烟的烟火一闪一闪，很吓人，不但污染空气、污染环境，而且会造成53号的火灾安全隐患，严重威胁居民的健康和生命、财产安全。必须加强防范、加强管理、加强教育、加强监督、加强法治。保护环境、保障居民的健康和生命、财产安全。谢谢周敏浩区长。,,,
宜川二村使用权房屋交易困难重重,待回复,城建 求助,豆***,2019-04-2312:31,宜川二村使用权房屋交易困难，中山物业设障重重，居民为改善居住环境道路举步维艰,,,
真光五街坊53号门口刮肺式地随地吐痰大声咳嗽,待回复,环保 投诉,N***,2019-04-1610:08,周敏浩区长您好！  上海市普陀区铜川路2059弄真光五街坊小区内，特别是53号周边的53号大门口、53号和42号车库之间的马路上、53号和52号之间的马路上、53号和62号之间的马路上、52号和61号之间的马路上、51号和60号之间的马路上，自2018年冬季开始，每天都有很多过路行人随地吐痰，一口接一口刮肺式地随地恶吐脓痰，故意刮喉式地大声咳嗽，恶意扰民，污染环境。这些随地恶吐脓痰的痰客，绝大部分都是真光五街坊本小区的居民或租房户，以中老年男性居民为主。他们有组织、有计划、有目的、有目标地针对真光五街坊53号楼周边附近的马路进行吐痰吐槽活动，恶意扰民，严重污染社区环境，破坏生态文明。真光五街坊53号楼附近的马路上，细菌满天飞，病毒满地爬，苍蝇高墙胡乱撞，蚊虫叮咬嗡嗡响，野狗野猫乱叫，到处随地哗啦啦，环境脏、乱、差，垃圾遍地摊，包包垃圾打开淘宝网，臭气熏天，臭不可闻，严重影响周边居民的生活安宁和社会和谐稳定。这种严重污染社区环境，恶意破坏社区生态文明的违法犯罪行为，应该加强监督，加强管理，加强教育 加强法治，给真光五街坊居民创造一个良好的生态环境，保障真光五街坊居民的生活安宁和生命、财产安全。谢谢周敏浩区长。,,,
真光五街坊53号502在楼梯口乱扔垃圾,待回复,环保 投诉,N***,2019-04-1411:02,周敏浩区长:您好！ 上海市普陀区铜川路2059弄53号502室居民和602室居民经常在53号502室楼梯口和602室楼梯口乱扔垃圾、乱堆杂物，扔几大包垃圾，污染环境，破坏生态文明。而且任福芳组织指挥53号楼其他楼民经常在每层楼梯口乱扔垃圾、乱堆杂物。每年夏天一到，真光五街坊53号楼层层楼梯口垃圾成堆，苍蝇乱飞，蚊子乱叫，细菌病毒很多，臭气熏天，臭不可闻，严重影响居民的日常生活。社区有关管理部门责令502室居民和602室居民整改，同时让家家户户居民不要在楼梯口乱扔垃圾，不要在楼梯口堆放杂物，但是502室居民和602居民屡教不改，仍然经常在53号502室楼梯口和602室楼梯口乱扔垃圾，乱堆杂物，严重影响53号楼其他居民的日常生活。另外，非法收购旧家电、收废品的农民工黑帮会，几乎天天都在真光五街坊53号楼门口用大喇叭大声喧哗收购旧冰箱、旧空调、旧电视机、旧电脑、旧手机等旧家电，恶意扰民，非法收集居民的个人信息，真光五街坊53号楼居民的个人信息和生命和财产不安全，必须加强管理，加强防范 依法治理，给真光五街坊53号楼居民一个祥和、安宁、安全的生活环境。谢谢周敏浩区长。,,,
野狗扰民无人管,待回复,治安 投诉,W***,2019-04-0716:45,在上海市胶州路1118弄绿洲城市花园小区的后面有一块刚拆除建筑物的空地，上面有大量野狗生活，每天半夜疯狂吠叫，严重扰民，无人管理,,,
珑亿公司,待回复,治安 投诉,永***,2019-04-0514:08,珑亿公司是一个地道的骗子公司。本人在珑亿公司融资租赁了一辆宝马118i，开了不到三个月。就一条不明不白信息，半夜三更来把我车偷走了。过了一年多，至今也没有给我们消费者一个合理的解释。给珑亿公司的人打电话不接，微信不回。也不知道像何处去伸冤。希望当地领导能给我们普通老百姓主持公道。,,,
子洲路238弄14号楼 严重破败亟需大修,待回复,城建 求助,j***,2018-12-0614:06,我们是子洲路238弄14号居民。非常意外，更是非常感谢、非常感恩您亲赴我们小区实地察看，尤其是深入到我们楼了解情况，在此我们楼全体居民对您深怀爱民之心的务实负责作风深表谢意、深受感动！但目前已快1个月过去了，尚未形成相关的整治方案，我们十分担心和害怕努力了很久的此事是否会“黄”掉？目前外墙大修性整治亟盼解决，迫在眉睫，具体理由和原因如下：一、冬雨又将来临居民心急如焚。墙体及装饰物还在不时往下掉，居民为此忧心忡忡，不知何时会砸到人？不知明天和意外哪个先到（详见附后照片）。如此糟心的日子，真不知何时是个头？二、施工引发的强震致使我楼内外墙开裂非正常严重加剧，从而导致我们各家各户渗漏水越来越严重、外墙墙体严重脱落，10月初真如街道、区房管局专业人员来我们小区实地踏勘时，也一致认为工地施工是一个主要原因。目前工地赔偿款对我们楼到底有何说法，能否解决我们楼的赔偿款用于大楼维修，我们都不得而知，眼看该工地竣工在即，居民心急如焚。三、我们楼居民自筹资金进行楼道内部整治但架不住外墙渗漏眼看成果将遭破坏心急如焚。实不相瞒，您看到的情景是物业当天凌晨开始，动用大量的人力物力临时清扫。我们按照成本价找来农民工进行维修，此举得到街道的高度肯定和支持，但由于业委会与物业相互推诿，致使我们无法使用我们楼自己的维修基金，协调四个多月无果后，无奈的我楼居民只能集体自掏腰包集资。但只要下雨，必将又渗漏至楼道内部破坏内墙，居民眼看自己的心血成果又将大面积遭受破坏，心急如焚。四、年底将至，物业突击低质量粉刷外墙，又将浪费我们微薄的维修基金、加剧民怨。近期，物业挑选了一部分家中渗漏水严重的住户，对其外墙进行了防水涂料粉刷，但只是薄薄地刷了一层。尊敬的周区长，我们居民绝不会一而再、再而三地麻烦您，就像这次楼道内部整治我们楼居民格外地齐心协力、相互支撑。但外墙大修绝不是我们居民一己之力就能得以实施，看在上述四个“心急如焚”，也看在我们这个房子当初建设就是粗制滥造令人怀疑政府监管存在缺位（详见附后照片：外墙脱落后，里面都是蛇皮袋之类的填充物，这一情况近期也得到当初开发商单位职工的证实），同时又遭受旁边工地施工的重创，从政府加强监管的角度， 都请您深深体谅并进一步给予有力支持，帮助我们楼里退休人员占了多数的居民尽早尽快彻底解决我们的后顾之忧，及早避免墙体脱落砸人事故出现、渗漏水导致居民严重身心受创事件的发生。,,,
深深的无助,待回复,就业 求助,投***,2018-08-1010:46,你好，我实在是没有办法了，深感无助的我半夜还睡不着，结婚满十年我需要办理投靠类迁移户口到上海，现在我们老家东北的户口本打印出来显示的全部都是居民户口，没有农村与城镇户口之分了，可上海普陀区派出所认定我不是农村户口，要我办理失业证，我到老家去办理，我们镇上和县城电脑系统里都显示我是农村户口，县城就业局给我说你农村户口说办理不了这，老家劳动局给我开了张无业证明 拿到上海后交上去一个多月户籍警打电话给我说不行。一定要失业证、我觉得这个制度规定有冲突，矛盾，试问上海这边派出所查不到我是农村户口吗？我的户口本地址是山沟沟里几村几社的人，可能是城镇户口吗？，说办不了的话叫老家就业局出一个证明，证明就业局给我办不了这个证件的证明，我电话打回去一问，这个人家从来没有办理过，也不知道怎么办理，要我先回老家问一下领导看看。这么远的路，我已经跑了二趟了，这次回去肯定也办不了，现在不知道如何是好了，望领导能给我个方向。万分感谢！,,,
光复西路马路(中山桥一大渡河路)段拓宽问题,待回复,城建 咨询,老***,2018-07-1811:07,普陀长风街道新渡口动迁接近尾声，光复西路拓宽也快要实施，请问我们住在光复西路2269弄第一排住户，是否也要受影响，普陀区是否有在这方面的规划，谢谢。,,,
小区野蛮施工,待回复,城建 投诉,胖***,2018-05-2713:07,普陀区桃浦路1341弄香樟苑小区平改坡工程，施工队野蛮施工，不仅清晨六点开始就开始大量噪音扰民，在拆除脚手架的时候还直接高空抛落。联系12345，答应整改却一直我行我素，让人心寒。望能有个切实的改变。,,,
《远成快递》不靠谱，快件泥牛入海，客服瞒天过,待回复,企业 投诉,笙***,2018-02-1114:19,《远成快递》不靠谱，快件泥牛入海，客服瞒天过海上海市普陀区人民政府:你辖区“远成快递”欺骗消费者。朋友于2008年1月25日，从甘肃陇南快递给我一件过年礼物（单号：300035557264），于是，在满怀希望中等待着家乡的味道。从网上得知，快件于2月5日即到达珠海，可至今未投送，曾10次致电4001681111询问，均答复：“经查，此件确实已于2月5号到珠海，我们会尽快督促投递，并将尽快回复你”，“正在查……”但始终没有回复。2月10日16时，第9次电询后，客服居然要求收件人到二十公里外的中山与珠海交界处一个什么村子里去取快递?至此，这件所谓快递自发出到现在已经整整半个月，到珠海也已一周时间，我百思不得其解为什么迟迟不予投送?这个所谓《远成快递》到底是不是正规公司？靠不靠谱?不得已请求管理部门介入调查处理此事。 按照《快递服务行业标准》关于“同城快递服务时限不得超过24小时，国内异地快递不得超过72小时;同城快递延误时限为3日，国内异地快递延误时限为7日，国际快件为10日。当快件出现延误时，消费者可以视为快件丢失，要求赔偿”之规定，要求依据《民法通则》、《合同法》和《侵权责任法》等法律法规规定，责令《远成快递》向委托人做出赔偿，并要求承当相应侵权责任。希望政府加强监管，督促其依法依规经营，对不规范甚至欺诈消费者的行为予以查处。,,,
关于普陀区老旧小区动迁未来规划,待回复,城建 咨询,迟***,2018-02-0918:16,尊敬的区长：您好！普陀区曹杨路沿线老旧小区，很多已年久失修，内部破旧不堪，线路管道陈旧，房屋内部格局狭窄，已影响到居民日常生活。另一方面，本人也深深感到城市有如此景象已经与上海城市化进程格格不入，影响现代城市化进程。不知我们区相关部门是否对这些老旧小区的建设、翻新，亦或拆迁有所规划？亟待您的解答。谢谢！,,,
动迁款到底什么时候下来？,待回复,其他 咨询,n***,2017-12-2714:56,尊敬的区长：您好！我是光复西路东合德里动迁的居民，选择全货币动迁方案。现从动迁地块签约成功到交房交钥匙已经一个多月了（11月25日交房交钥匙），11月26日已经看好新房且向开发商交付了定金10万，开发商也表达了善意，同意将剩余总房款推迟二个月缴付（2018年1月30日），过期就算违约了。希望政府领导考虑一下我们动迁居民的迫切心情，尽快完成动迁款的下发。,,,
舞厅噪音扰民,待回复,环保 求助,都***,2017-10-1516:00,尊敬的区长：   我是上海市普陀区陕西北路1789弄都华名苑9号楼居民 。想反映的是，原为三层楼的澳门路588号商铺，2015年末将小区8号和9号居民楼之间的商铺屋顶平台，搭建简易房作为歌舞厅营业。具体信息如下：小区鸣星体育健身培训活动中心澳门路588号4楼电话13564807738不但存在消防安全隐患，而且如今歌舞厅上午下午晚上营业，噪音严重。多次向物业及居委会反应该问题。物业以商铺出售，物业无法管理，居委会更是没有作为。   2006年3月1日起施行的《娱乐场所管理条例》第7条内明文规定规定：“娱乐场所不得设在下列地点：（一）居民楼、博物馆、图书馆和被核定为文物保护单位的建筑物内；（二）居民住宅区和学校、医院、机关周围；（三）车站、机场等人群密集的场所；（四）建筑物地下一层以下；（五）与危险化学品仓库毗连的区域。   很难想象在上海市区内规范的体制下，有这种违反国家规定的居民住宅区内的歌舞厅现象长期存在。对此，我们恳请区长先生百忙中关照此事，还我们小区居民清净正常生活环境。    不胜感谢！,,,
我要正常的生活可以吗？,待回复,城建 投诉,D***,2017-09-1418:16,周区长：您好！我家住在曹杨路北石村35号。因市政施工导致我家的房子漏水、出行受阻，并且三天两头断水断网的，而施工方又不积极的解决问题,,,
尊敬的领导：我们是老小区普陀区宜川3村，中山,待回复,政务 求助,s***,2017-09-0418:12,尊敬的领导：我们是老小区普陀区宜川3村，中山北路1297弄5号楼，绝大部分居民是65-70以上了的老弱病残。上下楼梯感到很吃力，基本上2个楼要休息一下。要求装电梯条件有限很难加装。这次街道办实事在每幢楼装了一把休息椅子，而且在3楼半。加装一把椅子体现了上海政府对老年人的关怀，如果层高是5楼那还可以马虎，如果是层高是7楼，这个安排肯定不合理。他们做过调查研究征询意见过吗？他们如果有父母亲戚住在这种楼，那么考虑问题会全面一点。强烈要求4·5楼或5·5楼再加装一把椅子。希望区长领导能够百忙中关心一下老人的疾苦。心系群众办好实事。万分感谢！,,,
请问曹杨七村现在改造有规划吗,待回复,城建 咨询,y***,2017-08-2908:20,每年居委都放改造或者拆迁的假消息，我只想确认一下，好死心,,,
网络诈骗,待回复,其他 求助,非***,2017-08-1909:32,在微信上买上海发布的二手车，被骗。希望能够查证办理，她们也要了身份信息。身份证复印件。卖家给的地址是上海市普陀区桃普新村，金达路武威路交叉口。给业务员打电话也是没人接的15000975309，希望尽早查出，不要更多人受骗,,,
大面积毁绿违章搭建,待回复,城建 投诉,爱***,2017-06-0212:57,尊敬的领导：我是普陀区管弄路252弄的居民，所反映的是252弄10号101室的居民违法占用两幢楼之间的绿化，前后砌墙作为自家院子，面积达一百多平米，居民反应强烈！要求有关部门予以核实拆除还居民一个合法诉求！谢谢！,,,
非法占用楼梯过道共用面积犯罪违章建筑必须拆除,待回复,城建 投诉,匿***,2017-05-1515:15,上海市普陀区区长周敏浩同志，您好！我向您反应上海市普陀区铜川路2059弄53号真光五街坊六楼602居民违章建筑，非法占用公用楼道，非法装铁栏杆、铁门圈用公用楼道，楼梯灯被圈在铁栏杆和铁门里面，上下楼梯没有路灯不安全，造成安全隐患，必须依法拆除违章建筑。谢谢周敏浩区长。,,,
上海密集人口居住区，为啥允许大量楼顶养鸽子,待回复,城建 投诉,匿***,2017-05-0921:56,尊敬的区长：    您好！我家位于普陀区管弄路的管弄新村252弄13号楼101，隔壁14号楼的6楼顶上有一户人家，在楼顶上养大量鸽子（约50只左右）。每天早晨和晚上都放出来大约2个小时，落下的鸽污，都落到下层人家晾晒的衣物上，衣服每天只能晒很短时间。小区周围居民对此都很反感。居委会和街道这么明显，很多群众反映的问题，一直不给予解决。为啥上海人口密度这么大的地方，还允许楼顶养大量鸽子，每天放出来制造污秽。养鸽子可以去广阔的郊区去养啊，不能为一己私利而牺牲广大群众的卫生环境啊！    望尊敬的区长，给予帮助，能解决这个关系小区大多数人的利益的问题。,,,
普陀区绥德路730号，路边饭店环境脏乱差,待回复,环保 投诉,匿***,2017-05-0317:06,普陀区绥德路祁连山路东500米，文峰美容师大厦西100米，小店林立，饭店卫生脏乱，门口恶臭垃圾乱扔蚊蝇到处飞，希望有领导重视，路边乱停违建！领导抽空检查一下吧 ！,,,
宜川街道平江小区控告信,待回复,其他 投诉,匿***,2017-04-3016:57,强烈要求上级有关部门派人彻查边姓主任公然践踏法律、违法行政、粗暴干预平江小区业主权益、扰闹业委会正常工作秩序的行为，还平江小区一片晴朗的天空，安宁的环境。上海市普陀平江小区业主委员会                     2017年4月28日                                            联系人：汪子安 主 任：13611642422                                                         沈得妹副主任：18939734467,,,
普陀区普陀一村的违章建筑,待回复,城建 投诉,匿***,2017-04-2712:50,您好周区长普陀区普陀一村的违章建筑比比皆是，底楼的居民依靠天井和窗前绿化搭建房子而楼上的居民依靠顶楼加层房子，用来出租于营业和居住，以至于一户室内可住二.三户租客，更有的外地租客租房后也私自搭建，搞的小区到处是违建的景象。使得小区内车子都很难开更不用说如着火消防车进来了。请相关部门尽快解决。,,,
垃圾扰民,待回复,环保 求助,匿***,2017-04-2409:38,你好，我是普陀区绿杨路51弄桃浦四村的居民，我家楼下有个很大的垃圾房，天热就发出恶臭。现在小区承包给私人回收垃圾堆放了，每晚九十点钟还有早上七八点钟都发出垃圾堆放的噪音，严重影响了我们的生活质量，边上一块绿化也已经被垃圾压平，希望有关部门来整改，还我们一个健康的生活小区！,,,
公司不给交社保,待回复,就业 咨询,匿***,2017-04-1713:16,区长同志你好，我从2016年3月1日到现在公司不给交金不交社保。也没有签任何有关的合同，我要是告这个公司的话我该怎么办，我应该收集一些什么证据,,,
求区长能做主把诈骗公司骗我的钱能早日要回,待回复,政务 求助,张***,2017-04-0815:39,上海石泉派出所纵容诈骗公司区长您好，我是外来物工人员，在2016年5月份在铜川路诈骗公司上当了，我8月份报了警说诈骗公司骗钱了，警察也出警了，态度很恶劣，直接说合同不到期我们不管，就把我打发走了，直到十月份诈骗公司跑路了，我又去派出所报警才给我做个笔录，我后来一直给他们提供情报，不久就破案了，可是破案了警察就再也没有跟我联系过，我给他们打电话还不愿意理会我，钱到现在也没有说什么时候退回，求区长为我做主，。,,,
小区噪音扰民，实在难忍,待回复,治安 求助,匿***,2017-04-0513:19,我是普陀区石泉路小区居民，从去年开始小区内就每天都有各种流动商贩开始用扩音器发出噪音，影响周边居民生活和环境质量，尤其是回收废品的电喇叭，卖晾衣服竹竿的电喇叭，回收旧家电，旧音响的电喇叭，东北大米的叫卖声等等，除了下雨每天要来回3次之多，内环已严禁汽车鸣笛，但其喇叭音量早已超过汽车喇叭N倍，多次向街道居委会（薛家库居委会）反映，均无果，居委会借着没有业委会而推诿不管理，不作为，相反让我们自己忍耐或安装双层玻璃以克服噪音问题。后来我发现有居民关于这个问题已经打过110，12315，12319之类的投诉电话，其中110和12319来处理了一趟，当时赶走了，但第二天又来了，然后居委会给了门口理发一个红袖章，然并没有什么作用，只是戴着而已，如此敷衍了事。我们小区是老式小区，原本门口有个门卫室但不知是否为了利益，现改为理发，进出人员复杂，严重影响小区安全问题。由于工作性质，我的休息时间并不是固定的，流动商贩噪音吵得再也睡不着。希望能得到您的重视，将《治安管理处罚法》落实都实处，小区事虽小，但确确实实直接关系到老百姓的民生问题，也希望居委会能起到真正的作用，而不是只在选民投票的时候才想到我们居民，请还我们一个安静的居住环境,,,
