凤庆车站物流部，收费和环境差等。,已办理,城建 投诉,幸***,2019-07-1414:06,凤庆车站是凤庆对外一个非常重要窗口，特别是物流部刚刚好在路边，物流部属于私人承包，乱七八糟，在哪里煮饭吃饭环境卫生相当差，服务那么就更不用说一塌糊涂，给里里外外国内外客人留下非常差印象，反应茶车站管理跟不上或者就无所谓，和县委县政府的打造大美滇红之乡背道而驰，收费不合理，一件货从临沧车站已经付款，为什么到凤庆这边还要在付款，乡村快递都没有在收取到货费用为什么还出现在这里，不可能凤庆买一张车票坐到临沧，下车还要在买一张票吧，去过好多地方这里奇葩，最让人生气就是服务态度差，卫生太差，上梁不正下梁歪，反应出来凤庆车站整体问题，习近平总书记说过:群众身边无小事。感谢领导，,凤庆县交通运输局,凤庆车站是凤庆对外一个非常重要窗口，特别是物流部刚刚好在路边，物流部属于私人承包，乱七八糟，在哪里煮饭吃饭环境卫生相当差，服务那么就更不用说一塌糊涂，给里里外外国内外客人留下非常差印象，反应茶车站管理跟不上或者就无所谓，和县委县政府的打造大美滇红之乡背道而驰，收费不合理，一件货从临沧车站已经付款，为什么到凤庆这边还要在付款，乡村快递都没有在收取到货费用为什么还出现在这里，不可能凤庆买一张车票坐到临沧，下车还要在买一张票吧，去过好多地方这里奇葩，最让人生气就是服务态度差，卫生太差，上梁不正下梁歪，反应出来凤庆车站整体问题，习近平总书记说过:群众身边无小事。感谢领导，,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
建房补贴,已办理,城建 咨询,坟***,2019-07-0412:21,我2017年建房补贴到现在还没有 到村里问也说不知道我就想知道到底是什么情况,凤庆县委书记,我2017年建房补贴到现在还没有 到村里问也说不知道我就想知道到底是什么情况,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
被扣电动车,已办理,交通 咨询,穷***,2019-06-2215:32,领导你好！我想咨询下被暂扣的三轮四轮电动车到后面会采取什么样的方式处理，,凤庆县交警大队,领导你好！我想咨询下被暂扣的三轮四轮电动车到后面会采取什么样的方式处理，,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
扶贫孤儿政策,已办理,三农 求助,落***,2019-06-1812:59,  尊敬的县委书记您好，我是凤庆县勐佑镇鱼塘村大田脚的一个孤儿，现在年龄二十一岁，年幼时由叔叔抚养长大，然而现在已经是独立户口，无车，无房，连个家都没有，一个人在广东打工，我听说18年有针对我这一类贫困人口的政策，为什么全镇的孤寡老人，孤儿都受到了政策的帮助，为他们建造了房屋，而唯独我无人问津，难道就因为我在外地就被遗忘了。今天发文到书记这里，只是希望书记能体恤民情，帮助一下我这一类青年孤儿，您是我们的父母官，我们只有找您诉苦，希望能得到你的回复！如有打扰到书记，还请谅解！谢谢！,勐佑镇人民政府,  尊敬的县委书记您好，我是凤庆县勐佑镇鱼塘村大田脚的一个孤儿，现在年龄二十一岁，年幼时由叔叔抚养长大，然而现在已经是独立户口，无车，无房，连个家都没有，一个人在广东打工，我听说18年有针对我这一类贫困人口的政策，为什么全镇的孤寡老人，孤儿都受到了政策的帮助，为他们建造了房屋，而唯独我无人问津，难道就因为我在外地就被遗忘了。今天发文到书记这里，只是希望书记能体恤民情，帮助一下我这一类青年孤儿，您是我们的父母官，我们只有找您诉苦，希望能得到你的回复！如有打扰到书记，还请谅解！谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
建房补助,已办理,三农 投诉,坟***,2019-04-2714:37,我2017年进房  我国家有两万元补贴 可是现在已经2019了还不见这个钱 我到村里也问过  可是村里人回复我他们也不知道这个钱具体什么时间给 ,鲁史镇人民政府,我2017年进房  我国家有两万元补贴 可是现在已经2019了还不见这个钱 我到村里也问过  可是村里人回复我他们也不知道这个钱具体什么时间给 ,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
关于宅基地的问题,已办理,三农 求助,滇***,2019-04-2610:28,书记你好，我是营盘镇营盘村的村民，我家有兄弟二人现都已经结婚生子，因小湾水库移民我家适合建房的承包土地已经被征收，现在居住的老宅基地又在政府的规划区内，不能重新翻建，现如今我们两家一共9口人只能居住在老宅基地里，可是现在老房子严重老化随时都有坍塌的可能，我很当心不知如何是好，翻建也不行，不建也不行。,营盘镇人民政府,书记你好，我是营盘镇营盘村的村民，我家有兄弟二人现都已经结婚生子，因小湾水库移民我家适合建房的承包土地已经被征收，现在居住的老宅基地又在政府的规划区内，不能重新翻建，现如今我们两家一共9口人只能居住在老宅基地里，可是现在老房子严重老化随时都有坍塌的可能，我很当心不知如何是好，翻建也不行，不建也不行。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
希望公交车增加班次,已办理,交通 建言,1***,2019-04-1611:01,提个居民小建议    城内取消了三轮车   出租车出行费用有点高   希望城内公交晚上增加班次     到八点左右   方便出行  ,凤庆县交通运输局,提个居民小建议    城内取消了三轮车   出租车出行费用有点高   希望城内公交晚上增加班次     到八点左右   方便出行  ,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
电动车临时牌照咨询,已办理,交通 咨询,穷***,2019-04-1213:51,领导，你好，我想了解下低速电动车在凤庆是否可以上临时排照，是自用车，老人接小孩上学放学用的，骑两轮又感觉不稳，离学校有点远，公交车也不方便,县公安局交警大队,领导，你好，我想了解下低速电动车在凤庆是否可以上临时排照，是自用车，老人接小孩上学放学用的，骑两轮又感觉不稳，离学校有点远，公交车也不方便,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
房产证,已办理,城建 咨询,穷***,2019-04-1209:55,领导你好，我在华屹小区买房有五六年了，可是房产证一直没有办理下来，请问房产证一直没办下来是什么原因，,凤庆县自然资源局,领导你好，我在华屹小区买房有五六年了，可是房产证一直没有办理下来，请问房产证一直没办下来是什么原因，,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
关于乡镇快递乱收费问题。,已办理,金融 投诉,小***,2019-03-1407:57,凤庆县勐佑镇快递点每个快递要收五块钱，我们每天都有快递，一个五块钱， 投诉多次无果。小湾镇那边我也取过快递，那边人家却不要钱。我想问下这种是不是属于乱收费？这么长时间也没人管，投诉以后，凤庆代理点还打电话来骂人，这个是快递该有的态度嘛！希望书记看到，图片就没有了，收钱他们又不给开收据。,凤庆县市场监督管理局,凤庆县勐佑镇快递点每个快递要收五块钱，我们每天都有快递，一个五块钱， 投诉多次无果。小湾镇那边我也取过快递，那边人家却不要钱。我想问下这种是不是属于乱收费？这么长时间也没人管，投诉以后，凤庆代理点还打电话来骂人，这个是快递该有的态度嘛！希望书记看到，图片就没有了，收钱他们又不给开收据。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
家居环境及空气受到严重的影响。,已办理,环保 求助,为***,2019-02-2109:35,   我家位于凤庆县郭大寨乡郭大寨村老街子小组。   在党和政府的带领下，随着新农村的推进跟发展。我户建立了新居于二零一五年一月份入住。     在这三年多来一直受到隔壁邻居的环境污染所困扰给我生活带来了许多不便。隔壁猪圈粪坑-外租人员的公共露天厕所粪便-排在家门口的化粪池水-还有焚烧垃圾的烟臭味。这些粪便的恶臭跟烟臭味布满了家里的每个房间，给我家人身体呼吸健康带来了很大的影响。   我试图给家里装做了玻璃隔断可是都起不了什么作用。   现在我只有求助于政府，望政府出面帮忙做出妥善处理安排！   让家乡更自然更生态美丽！让家人更健康的呼吸自然空气！   真心候望政府的关注及安排！！！    ,郭大寨乡人民政府,   我家位于凤庆县郭大寨乡郭大寨村老街子小组。   在党和政府的带领下，随着新农村的推进跟发展。我户建立了新居于二零一五年一月份入住。     在这三年多来一直受到隔壁邻居的环境污染所困扰给我生活带来了许多不便。隔壁猪圈粪坑-外租人员的公共露天厕所粪便-排在家门口的化粪池水-还有焚烧垃圾的烟臭味。这些粪便的恶臭跟烟臭味布满了家里的每个房间，给我家人身体呼吸健康带来了很大的影响。   我试图给家里装做了玻璃隔断可是都起不了什么作用。   现在我只有求助于政府，望政府出面帮忙做出妥善处理安排！   让家乡更自然更生态美丽！让家人更健康的呼吸自然空气！   真心候望政府的关注及安排！！！    ,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
关于赌博影响社会风气，甚至家破人亡妻离子散,已办理,治安 投诉,字***,2019-02-0914:18,凤庆县，新华乡赌博风气严重，对社会，家庭造成了严重的影响，很多人因此妻离子散，作为凤庆人有义务反馈下，希望领导能高度重视下谢谢。,新华乡人民政府,凤庆县，新华乡赌博风气严重，对社会，家庭造成了严重的影响，很多人因此妻离子散，作为凤庆人有义务反馈下，希望领导能高度重视下谢谢。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
村民饮水困难,已办理,三农 求助,波***,2019-01-2609:19,尊敬的书记您好！         很冒昧的打扰您了！我是风庆县凤山镇青树村的人，我家住在甘家山。我们那里现在由于修建机场高速公路，导致我们的饮水管道被破坏，但是现在由于要接近年关，家里已经断水很长时间，包括家里建盖房屋都只能去用沟渠的水来使用，饮用水只能去别人家恳求帮忙接济一下度日。现在越要过年用水越是紧张，听说已经在建新的水源，但是期望书记您能看到我们的难处，帮我们能在过年之前通水，建成人饮工程的完美蓝图。我在这里谢谢书记了！过年顺祝您新年快乐，万事如意！,凤庆县信访局,尊敬的书记您好！         很冒昧的打扰您了！我是风庆县凤山镇青树村的人，我家住在甘家山。我们那里现在由于修建机场高速公路，导致我们的饮水管道被破坏，但是现在由于要接近年关，家里已经断水很长时间，包括家里建盖房屋都只能去用沟渠的水来使用，饮用水只能去别人家恳求帮忙接济一下度日。现在越要过年用水越是紧张，听说已经在建新的水源，但是期望书记您能看到我们的难处，帮我们能在过年之前通水，建成人饮工程的完美蓝图。我在这里谢谢书记了！过年顺祝您新年快乐，万事如意！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
凤庆县供电局不出面解决农民工工资,已办理,企业 求助,w***,2018-12-0314:40,尊敬的陈书记您好，我是来自云南省昭通市镇雄县的一个打工人，来凤庆县诗礼乡为各村安装电表的，来时工头说开我工资是按月薪来算(9000一月）(300元一天），现在工资得不到，找中标方下属公司，他们一推再推，我们一行9人，现在每天只得一顿饭吃，还是工头想方设法借的钱，他们公司存在违法分包转包，我们去问，把我们像踢球一样，你推给我我推给他的，我们实在没办法了，所以冒昧的给陈书记您写这短信，肯请百忙中的书记您，能给风庆县供电局说下，让他们给我们解决，书记，我文化有限，有说不对的，请书记您见谅，书记，请帮帮我们这些远离家乡的苦命的打工人，我们向您致敬！家里的孩子们还等着我给他们上学的生费。已经崔我好几次了，拜托书记，求求书记您为我们做主，谢谢！,凤庆县信访局,尊敬的陈书记您好，我是来自云南省昭通市镇雄县的一个打工人，来凤庆县诗礼乡为各村安装电表的，来时工头说开我工资是按月薪来算(9000一月）(300元一天），现在工资得不到，找中标方下属公司，他们一推再推，我们一行9人，现在每天只得一顿饭吃，还是工头想方设法借的钱，他们公司存在违法分包转包，我们去问，把我们像踢球一样，你推给我我推给他的，我们实在没办法了，所以冒昧的给陈书记您写这短信，肯请百忙中的书记您，能给风庆县供电局说下，让他们给我们解决，书记，我文化有限，有说不对的，请书记您见谅，书记，请帮帮我们这些远离家乡的苦命的打工人，我们向您致敬！家里的孩子们还等着我给他们上学的生费。已经崔我好几次了，拜托书记，求求书记您为我们做主，谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
凤庆城管不作为,已办理,城建 投诉,幸***,2018-12-0308:03,凤庆县城顺宁佳苑路边供销社旁边顺宁家常菜，乱七八糟，天天大吵大闹在路边摆摊严重影响市民正常生活，经常有人大白天在路边喝酒大吼大叫，经常有人报警投诉，我就奇怪了怎么这个城管，天天巡逻怎么就不管管，不是路边写着政法委书记管，他怎么就不来看看，在不管只能反应上一级。,凤庆县住建局,凤庆县城顺宁佳苑路边供销社旁边顺宁家常菜，乱七八糟，天天大吵大闹在路边摆摊严重影响市民正常生活，经常有人大白天在路边喝酒大吼大叫，经常有人报警投诉，我就奇怪了怎么这个城管，天天巡逻怎么就不管管，不是路边写着政法委书记管，他怎么就不来看看，在不管只能反应上一级。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
感谢书记及县委县政府,已办理,城建 感谢,幸***,2018-12-0307:16,生活在凤庆很幸福，我们去过好多地方云南省特别是周边市觉得凤庆县环境最好，最干净，这一切都是党和政府的领导结果，谢谢。,凤庆县信访局,生活在凤庆很幸福，我们去过好多地方云南省特别是周边市觉得凤庆县环境最好，最干净，这一切都是党和政府的领导结果，谢谢。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
尊敬的领导您好！凤庆汇通房产公司拖欠我工程款,已办理,企业 求助,你***,2018-11-3015:12,尊敬的领导你好，我是杨xx，现居住在大理下关。2017年7月份我通过中间人，认识了凤庆汇通房地产公司赵老板。经过几天们沟通，我承包了位于，凤庆县城汇通房地产公司门口，大河上的钢结构桥粱的，钢结构部分的主体工程。经过一个多月的紧张施工，桥粱通过检测正式交付给赵老板。按照合同规定，预付款30万（已付），桥粱施工到一半付15（未付），桥粱完工后一次付清（未付）一直到2018年8月份，通过两次支付11万（一次5万一次6万），过后一直没有支付工程款，由于当时对当地的各种地理条件理解不足，倒至工程亏本三万多元。现在通过各种讨要，都是以各种理由推拖，具不支付余款二十多万。现在工人天天逼着要工资，材料供应商也是天天要材料款，打电话给赵总现在他电话也不接。我又是上有二老，下还有俩个小孩子。现在正常生活都老火。走投无路朋友突然和我说，可以通过这个给领导留言，我终于看到了曙光，恳求领导帮帮我。跪谢!,凤庆县信访局,尊敬的领导你好，我是杨xx，现居住在大理下关。2017年7月份我通过中间人，认识了凤庆汇通房地产公司赵老板。经过几天们沟通，我承包了位于，凤庆县城汇通房地产公司门口，大河上的钢结构桥粱的，钢结构部分的主体工程。经过一个多月的紧张施工，桥粱通过检测正式交付给赵老板。按照合同规定，预付款30万（已付），桥粱施工到一半付15（未付），桥粱完工后一次付清（未付）一直到2018年8月份，通过两次支付11万（一次5万一次6万），过后一直没有支付工程款，由于当时对当地的各种地理条件理解不足，倒至工程亏本三万多元。现在通过各种讨要，都是以各种理由推拖，具不支付余款二十多万。现在工人天天逼着要工资，材料供应商也是天天要材料款，打电话给赵总现在他电话也不接。我又是上有二老，下还有俩个小孩子。现在正常生活都老火。走投无路朋友突然和我说，可以通过这个给领导留言，我终于看到了曙光，恳求领导帮帮我。跪谢!,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
建房2年后建房补贴款还未收到，晚盖的已经收。,已办理,三农 咨询,波***,2018-11-2414:28,书记您好，我是凤庆县三岔河镇松华村的村民，我家2016年按新农村要求建盖了住房，当时说有建房补贴，可是到现在都还没有领到，晚盖的很多家都已经申领到了。村上说补贴还没有下来，但是为什么不先补贴先盖，后面盖的反倒是优先申领了。,三岔河镇人民政府,书记您好，我是凤庆县三岔河镇松华村的村民，我家2016年按新农村要求建盖了住房，当时说有建房补贴，可是到现在都还没有领到，晚盖的很多家都已经申领到了。村上说补贴还没有下来，但是为什么不先补贴先盖，后面盖的反倒是优先申领了。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
医保问题,已办理,医疗 求助,z***,2018-11-1610:01,你好：书记，我有些事情不知道怎么解决，怎么办，我的家庭困难，我和老婆在景洪打工，我妈去年在老家背玉米上楼把脚摔断了，今年好些，我叫她来景洪帮我带小孩，在今年9月3号的那天大雨过后她出去卖菜在次摔倒，右脚下面又粉碎性骨折，我送去景洪市中医院，住了10多天花了37000多，我亲戚就借了3万，出院后我拿单子回凤庆报，可是她们说有25000的材料费报不了，我该怎么办，我妈是三级残疾，到现在都没有生活能力，我小孩有肺炎上个月又住院，我不知道怎么办，我妈住院费37000块才报到6000块，我妈的名字鲁仙妹，家住凤庆县，雪山镇，新平村，老房子小组，希望书记能看到，,凤庆县人力资源和社会保障局,你好：书记，我有些事情不知道怎么解决，怎么办，我的家庭困难，我和老婆在景洪打工，我妈去年在老家背玉米上楼把脚摔断了，今年好些，我叫她来景洪帮我带小孩，在今年9月3号的那天大雨过后她出去卖菜在次摔倒，右脚下面又粉碎性骨折，我送去景洪市中医院，住了10多天花了37000多，我亲戚就借了3万，出院后我拿单子回凤庆报，可是她们说有25000的材料费报不了，我该怎么办，我妈是三级残疾，到现在都没有生活能力，我小孩有肺炎上个月又住院，我不知道怎么办，我妈住院费37000块才报到6000块，我妈的名字鲁仙妹，家住凤庆县，雪山镇，新平村，老房子小组，希望书记能看到，,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
危房改造问题,已办理,三农 求助,杨***,2018-09-2314:49,尊敬的县委书记你好：        我家住凤庆县营盘镇田坝口大寨村。我爸爸今年50岁，是个老实的庄家人我妈妈今年53岁，身体不好，可谓是多病缠身，家里还有一个二伯，今天60多岁是一个五保护，在2007年的时候就得了精神方面的疾病，从此就失去了劳动的能力，我还有一个弟弟今天26岁，弟弟有一个女儿今年5岁，现在我家境贫困，住房条件极差，今年我爸用空心砖盖的房子，因为这几天连续下雨被泥石流压垮了，我没读过多少书没有表达能力，我只希望上级领导能够实地去考察一下，谢谢,凤庆县营盘镇,尊敬的县委书记你好：        我家住凤庆县营盘镇田坝口大寨村。我爸爸今年50岁，是个老实的庄家人我妈妈今年53岁，身体不好，可谓是多病缠身，家里还有一个二伯，今天60多岁是一个五保护，在2007年的时候就得了精神方面的疾病，从此就失去了劳动的能力，我还有一个弟弟今天26岁，弟弟有一个女儿今年5岁，现在我家境贫困，住房条件极差，今年我爸用空心砖盖的房子，因为这几天连续下雨被泥石流压垮了，我没读过多少书没有表达能力，我只希望上级领导能够实地去考察一下，谢谢,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
农村进城买房补贴,已办理,其他 咨询,y***,2018-07-0820:33,你好，请问2015年农村进城买房有补贴吗？村上说没有,凤庆县城乡建设投资开发有限责任公司,你好，请问2015年农村进城买房有补贴吗？村上说没有,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
路边摊,已办理,环保 投诉,A***,2018-05-2208:17,屡禁不止，正好在路边影响非常不好，最后一次说。,凤庆县住房和城乡建设局,屡禁不止，正好在路边影响非常不好，最后一次说。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
凤庆平村小学旁边违规摆摊屡禁不止等影响安全。,已办理,城建 投诉,A***,2017-12-2519:36,尊敬的领导，凤庆平村小学，旁边摆摊屡禁不止，车子乱停乱放，特别靠近大公路来来往往大车非常多，没有一条减速带，严重影响学生安全。严重家长学校孩子安全,凤庆县住建局,尊敬的领导，凤庆平村小学，旁边摆摊屡禁不止，车子乱停乱放，特别靠近大公路来来往往大车非常多，没有一条减速带，严重影响学生安全。严重家长学校孩子安全,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	凤庆县委书记
"
