正泰科沁苑广场舞扰民,待回复,治安 投诉,T***,2019-06-2718:40,领导您好，本人居住的小区正泰科沁苑位于思贤路3255号，在小区入门位置有一小块空地，每天晚上7点-8点半都有人开着高音播放设备跳广场舞，白天工作繁忙，精神上、身体上都很疲惫，晚上只想好好休息一下，但是高分贝的噪音实在让人无法安心休息。此前与物业沟通无果。恳请领导能够提供一些帮助，万分感激！！！,,,
处理交通事故不罚款，交警回去会被罚吗？,待回复,政务 求助,陶***,2019-06-1718:45,陈区长，您好！         我6月17日早高峰时间因虚线处变道，左后角与后车右前角发生轻微剐蹭。因问题小，在处理时配合警察主动认全责算了。        没想到他当场开罚单，说我违章。我问我虚线变道怎么违章了？他说有规定，不罚我他回去会被罚（他有录音的）。开多年车，从没听说过。以前多次被别人碰到，都对方全责，但从没见过开罚单的。难道松江六大队与其他交警队不一样？        请给予公正对待，谢谢！,,,
巨大鞭炮声扰民,待回复,治安 投诉,路***,2019-05-1309:22,你好，我是居住在松江区中山街茸惠路中山茸惠苑的一名居民，最近老是有人半夜或是凌晨在小区内燃放烟花爆竹，声音巨大，小区的多辆汽车以及电瓶车都想起了警报声，严重影响了大家的正常休息，望相关部门明察，进行改善,,,
燥音扰民请求解决。,待回复,城建 求助,q***,2019-05-1114:26,尊敬的领导您好：我是松江城南华卫苑11号楼的居民，最近一段时间由于小区门口门面房的龙虾烧烤店夜间营业期间的排风燥音和气味影响无法入睡（晚上营业至凌晨三点多），并且这几天前面的门面房又多了一家店排放的烟筒这架式让居民更加担心，（目前这家还未开业）以上情况我们11号楼居民己经多次向物业管理反应，物业回复不属于他们管辖范围，我们无处求助，特申求于您，望领导在百忙之中能够帮百姓解决一下，万分感谢！,,,
投诉居民小区内开设麻将馆挠民,待回复,治安 投诉,上***,2019-04-1210:07,陈区长您好，我是松江荣乐五村119号居民，我家楼下102室王姓家长期开设麻将馆，楼道防盗门长期不关。白天影响三班倒休息，夜间噪音扰民。时常有争吵打骂，严重影响我和居民的正常生活。期间有过三部门联合执法上门检查过，过后又顾计重演，希望投诉到区长您那里可以还我们居民楼一个洁静的生活空间！,,,
洞泾润景苑大二期交房4年不办理房产证,待回复,城建 求助,我***,2019-04-1011:15,陈区长，您好！我是松江区洞泾镇润景苑655弄244号901拆迁户居民沈龙英的儿子，现在反应润景苑655弄大二期从2014年11月24日交房至今，上海城市建设发展有限公司没有通知业主办理房产证。我分别在2018年6月和2018年12月反应过这个问题，松江区政府也分别做了回复。但是上海城市建设发展有限公司还是没有给业主办理房产证。请陈区长为居民解决办理房产证问题。,,,
治理河道怎么把鱼虾懒以生存的:水草也给清理了,待回复,环保 求助,公***,2019-04-0613:37,   尊敬的区领导 我是本区洞泾本地人，我今天要说一下我的看法和想法，以前对环保没那么严时我们周边河道里都长着多种多样的水草因为当时没人管这些事情所以河道上也漂着各式各样的生活垃圾和工业垃圾这的确很不好，近来几年经过厂各方努力后河道垃圾的确是少了可清理河道的员工确把本来河虾懒以生存的水草也全部清理了这样下去我觉得不好，因为眼下正是鱼虾产卵繁殖期，这个鱼虾产卵繁殖期也要有它们合适环境才能保证它们真正完成繁殖后代的任务，可现在是真的没有合适它们的环境了，河道里一根水草也没有，政府年年花费大量的人力物力投放数以几十上千万计的鱼苗蟹苗可放了这么多叫这些小鱼小虾小蟹到什么地方住下是个问题了，我觉得清理航道水草是应该的而河道两边上应该留一些水下植物是有必要的，我觉得这样有利于鱼虾蟹生长和繁殖又有利于水质改良的，不知道我的看法和想法对不对请区领导找一下有关专家议一下 ，谢谢,,,
区长您好,待回复,就业 咨询,啾***,2019-03-2610:30,我是一名实习生，在企业单位前不久因要在补习班不洗辞职，然后本月25号应该发工资的但是没有按时发。后来问了其他人，单位里有人说实习生的工资是政府发的，我就是搞清楚。而且该单位还说要延迟到四月清明左右请问是怎么回事,,,
色情卖淫,待回复,文娱 投诉,g***,2019-03-2009:53,"松江区新五镇XXXX浴室存在色情交易,请查处。",,,
投诉！无故占用洞泾镇文化中心活动室，影响使用,待回复,政务 求助,李***,2019-03-1416:36,领导，您好1.原乒乓活动室为2个房间，2017年改造后，将其中一个活动室直接关闭，（之前只是说暂时借用场地，后续还原，但后期直接关闭开放用于其他业务使用）这给老百姓带来严重不便现在只有一个房间开放，内部只有3个乒乓球桌，但每次锻炼的人数约有近10-20人不等， 使用人数，受场地和设备的局限性影响严重。还请有关部门开放/提供场地设施，供老百姓正常使用。（2.希望乒乓活动室将使用时间延长到4：30，目前开放时间4点。3.同时建议每周晚间6点-9点开放活动室，可保证老百姓晚间也可以多些健康类的锻炼机会。还请有关部门人员能够合理的协调场地和时间，以确保后期能够充份利用此问题已经长达2年，一直无人给予处理，还请尽快解决文化活动中心地址：上海市松江区长兴路466号文化中心活动室2楼,,,
非凡学习APP私扣押金,待回复,教育 投诉,小***,2019-02-2516:53,非凡学习APP进入学校推广，要求家长安装非凡学习APP软件并冲押金300元，至今押金不退，诉求：退还300元押金。,,,
飞机航道影响网络,待回复,交通 投诉,杨***,2019-02-2510:02,莘闵这块 新桥镇飞机基本两分钟一班飞过去 每次飞过去的时候就信号没有 或者特别差 航道也声音比较大 下面都是居民小区,,,
低音扰民，居民楼开个小作坊,待回复,治安 投诉,无***,2019-01-3109:59,楼上弄了个像什么小作坊一样的，每天晚上21点30分后到次日白天中12点 噪音不断 低音持续性 像居委会反应没什么效果。说是来过调查过，但就没见过来人，字里话间像是非要出点事情才能来调解一样、报警不开门。,,,
违法建筑房何时才能拆除,待回复,城建 投诉,y***,2019-01-3015:08,"松江区区长陈宇剑，你好：      反映松江区九亭镇茂联路100号一厂区内，有一黄色的房为无证违章建筑房，严重地影响了消防通道，一旦发生火灾事故，后果严重。      希望松江区九亭镇相关部门按照“五违四必“精神，对上处违章建筑依法予以拆除,让城市市容秩序更加规范，城市环境更加整齐。",,,
尊敬陈区长您好，,待回复,就业 求助,王***,2019-01-2416:54,我在12月19号向商家预付购车定金。最后价格没谈成，商家不退还了，口气和说话方式非常霸道，像黑社会一样的要打人，商家说不可能退订金，找谁都没用，说话让人听了非常气愤,,,
洞泾镇文化活动中心2楼乒乓活动室使用问题,待回复,文娱 投诉,李***,2019-01-2214:04,领导，您好1.原乒乓活动室为2个房间，2017年改造后，将其中一个活动室直接关闭，（之前听说是暂时借用，但后期直接关闭开放用于其他业务使用）这给很多前来爱好乒乓球活动的老百姓带来严重不便现在只有一个房间开放，内部只有3个乒乓球桌，但每次锻炼的人数约有近10-20人不等， 使用人数，受场地和设备的局限性影响严重。还请有关部门开放/提供场地设施，供热爱运行老百姓正常使用。（强身健体，提高人们健康生活标准）2.希望乒乓活动室将使用时间延长到4：30，目前开放时间4点。3.同时建议每周晚间6点-9点开放活动室，可保证老百姓晚间也可以多些健康类的锻炼机会。还请有关部门人员能够合理的协调场地和时间，以确保后期能够充份利用文化活动中心地址：上海市松江区长兴路466号,,,
"举民楼下开拉面馆,多次投诉都无结果。",待回复,环保 投诉,朱***,2019-01-0314:46,区长你好。我是住在岳阳街道中山二路凤凰小区199弄1号楼的居民，上个月楼下装修了一家拉面馆中山二路8号，油烟管子直接往我们楼上排。我们这栋房子下面是不能开餐饮店的。到市场监督管理局询问过了、现在居民楼下面馆还是不能做。市场监督说了不能做面馆，也不知道他们是通过什么渠道还是把营业执照办下来。我们楼上居民多次都没有结果、望区长您给主持公道。谢谢,,,
违法建筑房何时才能拆除,待回复,城建 投诉,y***,2018-12-2609:21,"松江区区长陈宇剑，你好：反映松江区九亭镇茂联路100号一厂区内，有一黄色的房为无证违章建筑房，有关部门在12345市民热线回复我说今年十一月份拆除这违章建筑。但为何此违建房至今拆不了啊？希望松江区政府要求九亭镇政府相关部门按照""五违四必""精神，对上处违章建筑依法予以拆除,让城市市容秩序更加规范，城市环境更加整齐。 ​​​​",,,
享骑电单车押金两个月还没退,待回复,交通 求助,W***,2018-12-1307:47,申请退款后，押金一直不退，近两个月了，而且客服电话，在线客服都联系不上,,,
关于入职后还未发放的工资,待回复,就业 投诉,W***,2018-11-2909:08,您好，在松江九亭的一家八月份的工资至今还未发放，走了法律援助，也只是说不想给也没办法，所有的入职、离职证明、劳动合同都是有的，要如何才能解决欠薪问题？谢谢！,,,
医疗投诉,待回复,医疗 投诉,s***,2018-11-0608:53,尊敬的陈区长，你好！昨日我在松江中心医骨科做CT 检查，昨天医生说让今天去取报告，今天我去了，当取到报告后，去找医生检查时，医生又让重新挂号，本来就是昨天没有处理完的事，今天为什么还要重新挂号，医院给的解释是，他们系统过了当晚12.00就会清零，所以要重新挂号，还说什么第一天到饭店吃饭，要给钱，第二天去吃还要给，我想咨询一下，这样是否合理？？？,,,
农村宅基地危房,待回复,城建 求助,V***,2018-10-1415:46,"尊敬的区领导：    我们是叶榭镇张泽井凌桥村659号居民，我们自己宅基地房建于上世纪七十年代,左右两边的房子都是合墙的，左右两边邻居已经几年前另批宅基地建房，但是房子没有拆除，另租给他人养了无数的鸡鸭，导致我们居住的房子恶臭不断，四害驻扎，我们真的无法居住了。    我们于 2017 年 7 月 6 日请上海房屋质量检测站到现场对被检测房屋进行检测鉴定，我们已经属于D级危房了。以下是检测鉴定结果，PDF 文件无法上传到此系统内。11 检测结论及建议： 1、被检测房屋主要损坏情况为局部墙体弓突、墙体阴角开裂、墙面粉刷龟裂、外墙窗角及窗间墙体开裂、屋面瓦片松动脱落、木构件老化腐烂、屋面及外墙渗水、屋面局部下挠、门窗变形等，主楼及辅房房屋主体结构存在严重的安全隐患。 2、测量结果表明，上述被检测房屋外墙棱线均有明显倾斜现象，所有测点倾斜率大于《农村住房危险性鉴定标准》（JGJ /T363-2014）中规定的倾斜率限值 10‰。 3、根据《农村住房危险性鉴定标准》 （JGJ /T363-2014）对松江区叶榭镇井凌桥村兴溇 659 号房屋危险性进行综合评定，上述房屋危险性可定性鉴定为 D 级，即房屋承重结构已不能满足安全使用要求，房屋整体处于危险状态，构成整幢危房，建议尽快采取措施解危。  我们向井凌桥村委反映过，是否有相关对于危房的政策，房子实在不能住了，我们希望是否可以房屋置换或者另批宅基地我们咨询建造。但是到目前没有具体的回复。如果房子真的塌了，我们也是投诉无门了，冤也没有地方诉了，实在找不到办法了，只能写信给区领导了。家里都有老人，老人希望落叶归根，但是房子这样的情况，我们希望上级领导予以帮助，解决！我们希望领导们安排人员实地走访，我们是平民百姓断不会说谎，恳盼回复！此致/敬礼 ！",,,
这个地方的树仍面临灭顶之灾难,待回复,环保 建言,禾***,2018-09-1014:29,自南至思贤大桥，北至文翔路大桥的油墩港西岸，沿高压线带这个地域，数百棵直径大都在10公分以上的树木(多是香樟树)，被一家施工单位运土掩埋土里。这些树木需要多少年才能长这么粗这么大呀？我们的规划者、施工者都无视树木存在的事实，肆无忌惮地让挖土机对着树挥臂腰斩，咔嚓一声树头落地，迅速运土掩埋，上百棵树就这样结束一生，尚余树木也是苟延残喘。恳求区长再次采双措施制止毁树行为。,,,
抓紧时间抢救这些树木,待回复,环保 建言,禾***,2018-09-0909:36,陈区长:在油墩港西岸、文翔路南侧、思贤路北边、高压线带下面，目前正在运土垫高，把树木掩埋垫土里。恳求区政府责令暂停施工，并责令綠化部门及时移栽这些树木，待树木全部移走后再继续施工。眼下这些树木面临灭顶之祸。,,,
危房,待回复,城建 投诉,想***,2018-07-2608:18,尊敬的领导，您好！我在5月22日的时候给你们写过求助信，不知道是不是你们忙，所以到现在还没有回复，尊敬的领导我家的房子在94年左右造的，当时由于经济差又借不到钱所以就到我们乡镇的耐火材料厂去买了几吨钢粉当做水泥，所以经过时间的推移，地基跟墙体都出现严重的裂缝，钢粉没有韧性，时间久了会氧化掉，所以上层跟下层的衔接处有几厘米的空隙了，说不清楚什么时候就坍塌掉，希望领导能解决一下我家实际的困难,,,
敲毁承重墙，私挖地下室，三层违建，举报八个月,待回复,城建 投诉,W***,2018-07-2008:14,在松江区泗泾镇古楼公路348弄170号有一套联排别墅，私自敲毁承重墙7处，一到三层现浇混凝土违法搭建扩大房间和阳台面积(目前仍在加班加点赶工中)业主刘虎经常工作日在别墅监工，圈地占用公共马路建造私家花园。这与我市创建无违建居村不符，按政策规定敲毁承重墙可罚20万元，限制交易，均被城管拒绝，而该业主两三次试图用石膏板粉刷水泥水冒充假的承重墙，至今日夜赶工违法搭建，企图变成存量。到底谁在充当违法搭建的保护伞?明明有法可依去执行，为什么通过12345举报近8个月，泗泾城管还不拆除170违章建筑?我家受影响大面积开裂，电灯掉下来，渗水，请求区长帮忙为百姓做主！,,,
拆除违章建筑房,待回复,城建 投诉,y***,2018-07-0316:49,"松江区区长陈宇剑，你好：     反映松江区九亭镇茂联路100号一厂区内，有一黄色的房为无证违章建筑房，租给外来人员群居，存在着严重的安全隐患。国际博览会即将在上海举办，希望松江区九亭镇相关部门按照""五违四必""精神，对上处违章建筑依法予以拆除,让城市市容秩序更加规范，城市环境更加整齐。",,,
上海奥林匹克花园野狗满园，无人解决！,待回复,其他 投诉,W***,2018-06-1516:44,该小区野狗成群，反应多次无法解决，已严重影响业主正常生活，建议有关政府来参与解决！,,,
铺食品安全和卫生问题,待回复,其他 投诉,W***,2018-06-0609:12,1.文汇路338弄某烤鱼店上桌的鱼肉里，肉纤维中间夹着一条环形类似虫的线状物体盘在里面。软的，直径1毫米左右，展开长度不到1厘米，头尾淡橙色中间白色。将其置于碟中自行端去服务员休息的地方反映问题，女服务员会普通话但说方言辩解，随后男服务员耍赖用手将线状物压扁碾碎。可惜并未留下照片录像录音等证据。2.文汇路上有几个小美食城，管理不规范，后厨脏乱差，味道飘散。亲眼所见以大学城二期宿舍附近 店铺靠河的一面最为严重（地图中标注的1号地点沿线）；另外还有挂牌为“二期美食街”的（地图中标注的2号地点）类似楼与楼之间夹出的过道走廊，里面深处的店铺环境脏乱，店面极小，店主或厨师也很不注意卫生，并且只经营外卖。希望有关部门可以进行暗中调查走访，亦或勤加对店铺营业资质、食材安全和后厨卫生状况进行突击检查。商家消息灵通，才会在食品安全卫生问题上有漏洞可钻。,,,
松江农旭超市老板恶意不给工资,待回复,就业 求助,如***,2018-05-3014:20,陈区长：        您好！我想反映问题，恳求给予重视。谢谢！。        我于2018年3月19日在松江区岳阳街道松汇中路455号――4号农旭生鲜超市上班，经过口头协议工资后，试用期30天，我按时上班，在4月4日由于我有事请假，也得到了批准，并且店长给我签字证明了我的工资，告诉我如果不干了就在15号至20号发工资。至今我去超市讨要数次未果，拒付理由很多，老板不在、20号、再等等、超市消防不合格需要停业整顿……就在5月29日我到他们店门口看到招工广告才知道，店被转让出去了。被骗了！我起早贪黑干的辛苦钱一分没有见到。在上海作为一个打工的弱势群体，工钱真的很难要。求助陈区长给予重视，为我讨回应得的血汗钱2366元。谢谢！,,,
仓汇路597号雯雯点心店机器嘈声扰民,待回复,环保 投诉,W***,2018-05-2207:23,尊敬的陈宇剑区长：您好！我们是玉乐小区52号，31号的居民。仓汇路597号雯雯点心店后面大型脱排油烟机器常年从凌晨两三点起到上午七八点机器噪声很大，影响了临近的玉乐小区31号，52号几十家居民的正常生活休息的质量。我们曾向城建部门反映过，到现在不了了之。如果有相关部门来检测噪声的话建议早上4:00左右来检测。陈区长你好，我们在您的百忙之中打扰您了，希望您能还给我们几十家居民一个安静舒适的生活环境！真心谢谢！,,,
拆除违章建筑房,待回复,城建 投诉,y***,2018-04-0908:00,松江区区长陈宇剑，你好：   反映松江区九亭镇茂联路100号一厂区内，有一黄色的房为无证违章建筑房。希望松江区九里亭街道办事处执法部门依照《五违四必》(无违法建筑、无违法用地、无违法经营、无违法居住、无违法排污)精神，，对茂联路100号违章建筑房依法予以拆除。让城市市容秩序更加规范安全，家园更加整齐规矩。 ​​​​,,,
茂联路100号违章建筑房何时才能拆除,待回复,城建 投诉,y***,2018-04-0619:31,松江区九亭镇茂联路100号一厂区内，有一黄色的房为无证违章建筑房。希望松江区九里亭街道办事处执法部门依照《五违四必》精神，对茂联路100号违章建筑房依法予以拆除。让城市市容秩序更加规范安全，家园更加整齐规矩。 ​​​​,,,
拆除茂联路100号违章建筑房,待回复,城建 投诉,y***,2018-04-0115:58,松江区九亭镇茂联路100号一厂区内，有一黄色的房为无证违章建筑房。希望松江区九里亭街道办事处执法部门依照《五违四必》精神，对茂联路100号违章建筑房依法予以拆除。让城市市容秩序更加规范安全，家园更加整齐规矩。 ​​​​,,,
依法拆除茂联路100号违章建筑房,待回复,城建 投诉,y***,2018-03-2606:43,反映松江区九亭镇茂联路100号一厂区内，有一黄色的房为无证违章建筑房。希望松江区九亭镇政府执法部门调取茂联路100号房屋资料，确认违建面积，找房主做工作配合拆除，如房主不同意配合政府拆除违法建筑，那依照《实施》精神，对茂联路100号违章建筑房依法予以拆除。让城市市容秩序更加规范安全，家园更加整齐规矩。,,,
松江区出租车假币横行,待回复,城建 投诉,匿***,2018-03-1607:38,3月12下午快七点多，从醉白池打的到松汇东路，下车出租车师傅100，结果当时师傅给了一张一百，就把我的钱换了，我弟弟说这是假的，他就拿回去了。然后找钱，结果找了一张五十的，还是假的，回家上楼才发现，由于没有记车牌号，现在也没法联系，只想说松江这边出租车司机太猖狂了吧，一而再再而三给假币，难道有关部门都不管的么？,,,
九亭镇政府对违章建筑不作为,待回复,城建 投诉,匿***,2018-02-1713:32,我是九亭镇涞亭南路382弄的居民。在2016年向政府投诉邻居382弄41号野蛮装修，敲二楼外墙和三楼扩建，敲承重墙改变房屋结构，底楼在花园扩建近30多平米房间。整个违章面积高达近百平米。城管现场勘查定性为违章建筑，说要强行拆除。但时至今日，我多次投诉后，未见拆违工作发生。恳请区政府派人现场调查，是否有营私舞弊情况发生。并责令限期拆除违建，还小区一个正常的居住环境。当时的投诉编码为SJ20160825089284。,,,
太吵了睡不了,待回复,环保 求助,硕***,2017-12-1708:28,尊敬的领导，你好！洞径新农河路398弄(法兰西世家)新建住宅高尽，离G15高速不到40米，中间无任何隔音物体，树都.没一棵，这里经过的重型卡车又多，晚上睡得想起来翻床，1年多了，帮忙尽快做隔音处理，跪谢！,,,
新桥镇马欲路南头路口的废品站无人管了吗？,待回复,环保 投诉,一***,2017-12-0416:38,全国各大城市都在争创成为全国文明城市，评选虽然今年已经截止，但是城市环保问题不能也就随之截止了吧？松江区新桥镇马欲路南头路口（近老卖新公路）的废品站一直处于开门迎客的状态，请问有营业执照，有卫生许可证吗？围墙内环境恶劣，噪音扰民，气味难闻。。。这一系列的问题都有悖“全国文明城市”创建的初衷。一直向镇政府有关部门反映，但是都没有得到有效回复，今天在这里留言，恳请区领导能够重视，早日清除这种影响城市发展建设的毒瘤隐患。最起码要求他们整改，正规、手续齐全的正当经营！,,,
