欠工资不给,待回复,就业 投诉,邵***,2017-06-2317:30,老板老拖工资不发 我们打工的也不容易 找他要 他老说没钱欠工资很正常 都快7月份了可3 4 5月份工资到现在还没发 所以才求助上级领导 嘉定区美裕路699号锋速广告,,,
徐潘公路两侧很多色情场所,待回复,治安 投诉,常***,2017-06-1507:38,现在上海每个区都在创建文明城区但是徐潘公路两侧有很多家从事按摩，足浴，涉嫌卖淫嫖娼，不知道当地公安知不知道？是谁在保护？希望净化下社会风气。,,,
博园路沿线工厂夜间排放有毒气体,待回复,环保 投诉,迟***,2017-06-0215:00,本人夜间8点至9点乘坐安虹线至嘉松北路站下车，沿着博园路往嘉松北路行走，总能闻到刺鼻气味，实为沿线工厂排放有毒气体，只能掩鼻而过。希望有关部门为了工厂周边居民，能限制整改该工厂。,,,
马陆镇物流货车乱停为什么没人管,待回复,交通 投诉,匿***,2017-05-3114:03,领导好，嘉定区马陆镇博学南路的物流货车天天乱停路中间，这条路天天被堵，这些物流货车每天在路中间装货卸货，为什么几年都没人管理，博学南路995号的原飞航航空物流货车每天停路中间堵的过往车辆过不去，嘉定区政府怎么就没人管呢？,,,
红绿灯时间设置,待回复,交通 咨询,匿***,2017-05-0412:30,嘉定娄塘镇-娄陆公路和兴荣路交叉路口；自从装了红绿灯；每天早晚上班高峰从嘉唐公路一直堵到我前面说的红绿灯路口；红绿灯的时间设置有做过考察吗？每天光这一个路口到都要过20几分钟；望交管部门合理安排红绿灯的时间；谢谢,,,
小区门口烧烤摊扰民,待回复,其他 投诉,匿***,2017-05-0216:57,真新街道吉镇路445弄门口有个无证烧烤摊，每天晚上到次日凌晨扰民，二张桌子放在马路上，烟雾缭绕，呛鼻难受，已经好几年了，投诉好几个月了一直没有解决。,,,
河水臭如粪坑,待回复,环保 投诉,匿***,2017-04-3012:12,叶城路与沪宜公路交叉口，绿地万怡酒店处河道臭气冲天，谁能站十分钟我跪地叫爹。,,,
经常有难闻气味,待回复,环保 投诉,匿***,2017-04-1818:16,区长你好：位于上海市嘉定区沪太路7556弄99号，上海延远集装箱服务有限公司，堆放着大量有毒气体罐，经常会一股难闻的气味发出，因罐体标注的是化学物品代号，无法确认，只能看到是有毒有害气体，且堆放点在村庄附近，村民深受其害，村中唯一一条大水泥路已被运输罐子的集装箱卡车压得破烂不堪，望区长能体谅民情，还劳百姓一个美好的生活环境。,,,
为孩子在上海读书,待回复,教育 求助,匿***,2017-04-1414:22,章区长你好我是一个母亲，孩子今年幼生小，在这边2015年考虑孩子读书在嘉定这边贷款购房。生意不亏本缴不起社保中段一年，在今年2月份开始补缴现在因办理长期居住证要社保6个月缴满才能办到长期居住证。在6月30号之前拿不到居住证孩子不能在这边读书。为在小孩在上海读书家里房子什么卖掉在上海这边买房，现在老家没有一砖一瓦。不知道何去何从。哪怕孩子可以读农民工学校也行。希望能够体量一个母亲，心疼一个孩子。看到能给予回复感谢。,,,
烧烤烟气熏人,待回复,环保 投诉,匿***,2017-04-0916:20,梅川路1528号老北京刷羊肉店，每天下午开始在店门口烤烧烤，油烟味太大，每个行人经过他家门口都受不了，希望领导能解决一下,,,
马陆镇博学南路物流乱停车几年都没人管,待回复,交通 投诉,匿***,2017-04-0710:14,区长你好，马陆镇博学南路995－997号的原飞航航空物流货车早上，晚上一天到晚货车都停路中间堵得别人过往车俩过不了，每天物流货车在路中间装货卸货都几年了为什么没人管理,,,
商住两用的房产证办理,待回复,其他 咨询,匿***,2017-03-2813:31,章区长好！我于2015年5月购买的商住两用房，小区大产证已经办好了，个人房产证还没有办理。请问商住两用的房产证什么时候可以办？,,,
14号线建设进度,待回复,交通 咨询,匿***,2017-03-2813:31,章区长好！我家住江桥嘉城，家门口14号线在建，孩子在静安区上班，每天上下班堵车，路上要2个小时。请问14号线嘉定段什么时候能够通车？,,,
沪嘉高速与宝安公路交叉口越改越堵,待回复,交通 投诉,匿***,2017-03-1921:36,我们区这几年交通设施建设做的很好，我们出行也感觉越来越方便。唯一感到不解的是，沪嘉高速高架下与宝安公路交叉口处原来是个转盘畅通的很。现在转盘拆了搞信号灯控制，每次路过都堵一次，改过以后每天还需要新增加几个交警在那指挥、疏导。,,,
举报赌博,待回复,治安 投诉,匿***,2017-03-1505:00,嘉定区黄渡镇，小公园旁边，俗称老叶棋牌室。开了一个晃晃棋牌麻将，整天上百人，聚集赌博，严重影响家庭和谐，周边正常生活，街道车辆停放，举报多次，无人制止，希望有关领导，出面解决。,,,
黄渡绿苑路回回来重庆老火锅常年使用口水油,待回复,其他 投诉,匿***,2017-01-3008:39,上海市嘉定区黄渡镇绿苑路588号回回来重庆老火锅常年使用口水油（回收锅底重复熬使用）常年如此，很多顾客食用后身体不适甚至腹泻，有时锅底有明显臭味（因天气还有他们常年重复使用那一锅口水油等原因）可以肯定没有新油，甚至当时开业时的油也是从四川过来的口水油（美名其悦:老油）每个锅底八分口水油两分水顾客食用完回收到后面由大盆把油虑到桶里还要把锅底剩菜啥的还要用水冲一次（把油都冲到大桶里然后统一熬掉水份重复使用）这些都可以从格林豪泰边的巷子到回回来火锅店的后面有一个后厨门每到营业时间上客时间就可以看见回收这些口水油的画面，每天早上开门会重复熬那些口水油，下午营业也会熬，只要到回回来火锅店后面都可以看见，如果服务员不把油收回去还会罚款等！为了市民身体健康请有关部门可以去调查取证！,,,
请管理下小柴炉烧水造成的环境污染吧,待回复,环保 求助,匿***,2017-01-2616:50,郊区小锅炉拆了，本应该是件好事，现在有好些人用小炉子烧水，燃料就是废木板。东家烧了西家烧，这边烟未消散，那边又冒起来了。时常有难闻的气味。经常说环保，郊区不用环保了吗？怎么就没人管？,,,
希望区政府尽快打通桃----安公路。,待回复,交通 建言,匿***,2017-01-2514:05,桃浦---安亭的公路拖了好几年一直没有打通，现在该公路已经筑到封浜，就剩封浜到安亭的嘉松公路段尚没有打通，给附近居民和企业的出行带来了许多的不便，所以这里的老百姓希望区政府在新的一年里能打通这条关乎老百姓民生的通道。,,,
在上海大众园汽路附近的餐厅都是无证经营,待回复,其他 投诉,匿***,2016-12-2514:21,你好，我是个在外打工的普通老百姓。经常外出在上海一些地方，犹豫今年家里刚添了个小宝宝，所有身上的责任就突然凸显出来了，以前一人吃饱全家不饿，现在要养家了，身体就是显的非常重要，犹豫工作性质经常在外，所以吃饭就会就近解决，经常在这附近吃饭，发现这一带的餐馆都没营业执照，也没消毒柜，这一带餐馆生意非常好，经常拿着别人刚吃的碗筷，过下水又拿上来给其他人，希望区长大人能看到，能有解决办法。至少餐厅消毒柜要吧，谢谢。,,,
大货车长期占道停该谁来管,待回复,交通 投诉,匿***,2016-11-2217:15,尊敬的章区长您好：         嘉定区\\星华公路(东华环球石材一翔江公路)路段长期被停在路边的大货车占道一半，严重影响来往车辆通行及行车安全，前段时间路边立了许禁停车的牌子，可是大货车塾视无睹，依然我行我素，望章区长能在百忙之中给予解决。,,,
江桥增建村望浪还动迁吗？,待回复,城建 咨询,1***,2016-11-1008:49,区长，你好！我是江桥镇的一位居民，我想问一下江桥增建村望浪这块地什么时候才能拆迁，我家5人挤在60平方的房屋，小孩也长大了，没有自己独立的空间，可是房价一个劲的往上涨，又买不起房！希望快点拆迁，能属于自己的房屋！,,,
什么时候拆迁,待回复,城建 咨询,匿***,2016-10-3116:35,区长你好，我想问一下江桥增建村望浪要到什么时候才能拆迁，那在封浜镇曹安公路3580弄小区会拆迁吗？现在老封浜镇政府已经拆迁掉了？,,,
拆迁,待回复,城建 咨询,成***,2016-10-3114:48,区长你好，我想问一下江桥增建村望浪这块地什么时候拆迁啊？那江桥曹安公路3580弄小区什么时候拆迁，现在老封浜镇政府已经拆迁了。,,,
周边居民求助,待回复,环保 求助,匿***,2016-10-3016:52,每天半夜甚至凌晨都伴着飞机的噪音，睡不着，第二天工作效率很低，身体健康受到了极大的影响，心情抑郁,,,
为什么物流快递乱停车问题解决不了,待回复,交通 投诉,匿***,2016-10-3016:19,区长你好，马陆镇博学南路物流，快递乱停车为什么解决不了，博学南路原飞航物流货车天天堵路中间为什么没人管理，每天堵别人的过路车辆就没人管吗？,,,
断头路为何一直打不通,待回复,交通 投诉,匿***,2016-10-2120:31,现在在嘉定区还有许多的断头路至今还没有打通，希望区政府下大力气早日解决这一关乎民生的问题。,,,
丽江佳苑小区内河道有偷排污水现象,待回复,环保 求助,匿***,2016-09-2914:26,嘉涌路88号丽江佳苑小区内河道有偷排污水现象。从小区正门进去直走有一条小河蜿蜒在小区内。跟美。但河道内有一根排水管经常向河道排出不明液体，浑浊不堪，造成污染。希望彻查杜绝。,,,
嘉定区交通问题！,待回复,交通 建言,匿***,2016-09-2716:39,区长大人，请关心老百姓的日常生活：1）胜辛路段本来就拥堵，为何将霍城路段（嘉安公路与沪宜公路）封闭不使用，已经建起来了有不使用，不是浪费纳税人的钱吗？2）沪宜公路嘉定至外冈镇路段近期在公路上乱停车现象频繁，如不及时整治会容易出现车祸的。,,,
西大街脏，乱，差，,待回复,城建 求助,匿***,2016-09-1310:53,领导，您好！麻烦你到我们西大街来看看吧！保证让你看到意想不到的脏，乱，差。上班汽车堵的出不去，下班汽车没有车位。苦，苦，苦……！,,,
何时能拆迁,待回复,城建 咨询,匿***,2016-09-0210:43,安亭镇星塔村的杨家浜，北临沪宁铁路，东临嘉金高速公里，这里的交通很不方便，房屋破旧，影响景观，希望政府拆迁。,,,
高压线下影响居住,待回复,城建 求助,匿***,2016-09-0210:43,朱桥镇黎明6组处于高压线好几年，影响好多人。希望领导关注下，拆迁改善下环境。谢谢。,,,
和硕路嘉定梅园路路口的利玛ktv每天严重扰民,待回复,环保 求助,匿***,2016-08-2919:52,"利玛迪吧KTV每天严重扰民到三点,请问领导能管管吗?谢谢!",,,
当兵读大学户口签入大学内返签回户不享拆迁待遇,待回复,城建 求助,匿***,2016-07-2914:52,"本人金卫东1971年出生于江桥镇太平村616号于1991年考入复旦大学,根据当时政策义务参军大连陆军学院学期1年后就学于复旦大学,户口应读书所需迁入复旦大学内,一直到2004年从大学内签户回村.结婚生子成家立业都在村里.现在太平村遇拆迁,本人现在名下没有一套属于自己房子.按现在政策返签回户人员不享拆迁待遇?土生土长生存权何在?请区领导帮助本人解决拆迁困境,望回复谢谢!",,,
马陆驾校科目二模拟考试收费太贵,待回复,交通 投诉,匿***,2016-07-1817:44,区长您好，我是马陆驾校的学生，最近准备考科目二小路，教练说必须预先模拟两次，模拟考试每小时收费180元，我询问过其他驾校费用很低的，请问马陆驾校是不是属于乱收费？,,,
不想让孩子会去,待回复,教育 求助,匿***,2016-06-2508:50,领导您好，冒昧打扰请见谅，我们的灵活就业证2014年7月1号的办的也不可以报名吗？算起来也有三年了呀。眼看就要上学了，我们都急死了。领导求求了，能解决吗？,,,
嘉悠区被幼儿园刷下来的50个孩子该何去何从,待回复,教育 求助,匿***,2016-06-2017:59,尊敬的区长：您好，我们在嘉定菊园新区的今年公办幼儿园报名中，有房产证，居住证积分，却没有被录取，然而没有居住证积分确被录取了，我们感到很不公平，现在公立不录取私立幼儿园停招，让我们的孩子怎么办？希望领导能够给我们的孩子一个公平的受教育的机会，期待您的回应！万分感谢！,,,
嘉定怡华家园北面一墙之隔有违法搭建彩扰民,待回复,环保 投诉,匿***,2016-06-1917:52,在嘉定柳湖路777弄的怡华家园北面一墙之隔有一违法搭建的彩钢棚，天天6点不到就开始发出很大大噪音。这个厂棚去年违建整治是拆掉过，不过前几个月又重新搭建，而且是规模比之前的大。居住在旁边的居民苦不堪言，整天遭受噪音和粉尘的污染。望领导体恤民情，整治小区周边的环境，还老百姓一个安静健康的居住环境。,,,
徐行镇和桥路两边乱停车,待回复,治安 投诉,匿***,2016-06-1110:37,经常有货车，轿车停在和桥路嘉罗公路转弯口，导致驾驶员视线盲区，非常危险！！！！交通大整治不该止于城市道路,,,
关于真新街道嘉善坊门口夜排档历史性问题！,待回复,城建 投诉,匿***,2016-06-1014:46,真新街道铜川路2285弄 嘉善坊门口夜排档历史存在数年，历年夏天扰民不断，油烟味、吵闹声、吵架声，时不时集结了一些类似飙车党的改装车，本小区居民苦不堪言。12319也拨打过数次，疗效胜微。嘉定区是文明城区，希望文明城区的效果能够一直保持，成为的美丽嘉定，美丽的家园。谢谢,,,
烧烤扰民,待回复,环保 求助,匿***,2016-06-1009:08,李园菜场老三烧烤扰民\'影响环境/向12345 反映多次不起作用/希望区长能重视一下,,,
我们的好区长请帮帮我们这些学生家长！,待回复,教育 求助,匿***,2016-06-0608:18,我们是上海市嘉定区南翔镇的幼升小家长！今年根据区教委下达的2016年学生统筹管理办法规定:人户一致学生就近分配！我们都把户囗迁至南翔德园路1509弄，可镇教委不按公示政策执行 改变政策为划片划分，致使我们被分配至交通十分不便的古猗小学，我们致疑这种并经公示且违反市教委规定的方式！投诉无门，万般无难，心里十分苦恼，为啥在上海市会发生这种事情？望能帮我们这些弱势群体！,,,
感谢嘉定分局黄渡派出所民警,待回复,其他 感谢,匿***,2016-05-1915:33,5月18日通过网络渠道准备在上海市嘉定区博园路许家东街村的岚杉二手车里买一辆二手车。在和卖家讨价还价之后已4万元人民币的价格买下一辆现代轿车。在签合同过程中由于卖方催促我就草率的把合同签了，签完合同之后在去办过户手续的路上，卖方才告诉我这是一辆按揭车，还有5万多元的按揭需要分期付给银行。我这时才察觉到被骗，第一时间选择报警维护自己，在黄渡派出所民警的帮助下成功将自己之前签的合同解除，同时黄渡派出所的出警速度也让我感到惊讶，居然在短短十分钟之内赶到 再次感谢黄渡派出所的民警及时挽回我的损失。  ,,,
江桥五四大宅河道污染严重，违章建筑随处可见,待回复,环保 求助,匿***,2016-05-1710:13,区长您好，嘉定江桥镇五四大宅村内靠近大宅门诊的地区河道被污染严重，垃圾，粪便到处都是，大宅医院后面的活动中心天天有人倒粪便进河道，河道臭气熏天，现在菜场后面的河道在治理，请将这边的河道也予以治理，外来人口乱建违章建筑，将原本通的河道堵死，现在河道根本就是一潭死水，根本无处可流动，原本多年前的清清小河已被污染的不成样子，外来人口的违章乱建，也将本来安静的大宅村搞的乱七八槽，秩序混乱，环境恶劣，请区长帮助我们解决生活安全问题。谢谢区长,,,
断头路何时通,待回复,交通 建言,匿***,2016-05-1619:58,嘉定桃浦镇到安亭镇昌吉路的公路为什么一直不打通？现在就剩下封浜都安亭这一段没有通，凭一个区的经济实力要打通这一段断头路不会是很难的，问题是政府不重视，希望政府有关部门早日打通这一小段断头路，让附近的企业和居民多一个出行的道路。,,,
天禧家苑门口烧烤摊扰民,待回复,其他 求助,匿***,2016-05-1418:52,杲云市长您好：我是嘉定区卧龙路333弄天禧家苑小区居民，我们小区门口常年有乱设摊的烧烤摊扰民，半夜炒锅的声音严重影响我们正常休息，我曾多次电话12345市民热线，但嘉定城管始终无作为，如今楼下的烧烤摊从初期的1.2个已经变成了6个烧烤摊分布在小区大门口左右两边，希望市长能帮我们老百姓解决一下这个困扰,,,
