章书记请您百忙之中抽空关注我们一下,待回复,城建 求助,W***,2019-11-2109:02,章书记您好！嘉宝梦之月（陈家山路1399号）小区物业费和停车费创嘉定新高，分别为4.8元/平，600元/月，对于物业费，购房合同上只规定了服务费，没有对应的服务内容，且小区没有能匹配上这么高物业费的设施，如游泳池，健身房，等等配套设施与其他同领域的小区设施一致（如优活城2.4元/平，万科2.4元/平甚至环境更好的梦之梦別墅区才3元/平）但是物业费翻倍，对于停车费，购房合同上并未明确写上，一直到临近交房才通知600元/月，比起大多数同位置小区的200–300元/月直接翻倍，购房合同就是霸王条款，不公平，不公正，没有物业义务，只有让业主交款的条款，我们求着去跟开发商、物业协商，他们根本不见我们，百姓实在没有办法，恳请领导出面为老百姓与开发商、物业协商，明确4.8的物业费到底是什么样的服务与设施，与之匹配，翻倍的停车费也没有与业主协商。老百姓泣血求回复。,,,
区委书记您好!,待回复,企业 投诉,l***,2019-11-1908:43,我们在美建有限公司工作9年多，公司这几年每年签一次劳务派遣合同。我们咨询过劳动局，说公司合同不合法。还没到签合同日期，我们真的不想签这份公司拟定的这份合同。这几天公司人事又让我们签，说不签就做好准备吧。,,,
嘉宝梦之月物业费停车费过高,待回复,城建 投诉,W***,2019-11-1817:03,1、嘉宝梦之月物业费4.8元/平，远超周边小区，且没有配套设施，合同内未写物业服务项目；2、关于停车费，停车费600元/月，超出周边小区一倍，2019年前的预售合同未明确停车费用，只表明根据物价局定价收费，而2019年后的预售合同就明确600元/月，这个价格是物价局定的吗？是以什么标准定价？   老百姓为买房已倾尽所有，如此之高的物业费和管理费已无力承担，望领导调查并协调此事。,,,
嘉宝收费，无法安家生活！,待回复,城建 求助,W***,2019-11-1816:34,1，嘉宝梦之月小区位于陈家山路，本年11月底交房。2，小区物业目前定价4.8元，按目前小区内配套来看，价格奇高。3，停车费600元，也是嘉定最高。日后买车也还要每月120元管理费，这种恣意妄为强制的收费4，小区无论地理位置还是绿化和配套设施，和周围同样小区相比都是高出非常之多，这样普通的小区确是全嘉定最高，实际比市区很多地方还高。        以上情况请领导安排相关部分充分了解一下,,,
嘉定区育英街饭店油烟噪声扰民，,待回复,环保 投诉,h***,2019-11-1815:48,嘉定区马陆镇育英街两侧饭店林立，油烟违规排放，导致街道两侧居民小区油烟弥漫，噪声污染严重。居民无法开窗换气，长时间在油烟弥漫的环境里，多数常年患呼吸道疾病。本人和社区居民持续两年多时间，很多次向环保部门反馈，一直没有得到有效改善。恳请章书记责成相关部门处理，还给居民一个正常的生活环境。育英街小吃店油烟管道由店面背后引出伸至背后育兰二村，经年累月墙体上油渍沉积发黑，异味刺鼻，油烟机声，排风扇声，噪声扰民，居民无法正常开窗换气，无法正常作息生活,,,
嘉宝梦之月小区物业费和停车费收费高,待回复,城建 投诉,W***,2019-11-1811:27,嘉宝梦之月（陈家山路1399弄）小区物业费和停车费创嘉定新高，分别为4.8元/平，600元/月。对于物业费，购房合同上只规定了服务费用，没有对应的服务内容，且小区没有能匹配上这么高物业费的设施，如游泳池、健身房等，其配套设施与其他同领域的小区设施一致（如优活城2.4元/月，万科2.4元/月，甚至环境更好的梦之湾别墅区才3元/月）但是物业费却翻倍。对于停车费，购房合同上并未明确写，一直到交房才通知600元/月。比起大多数同位置小区的300元/月，直接翻倍，购房合同就是霸王合同，不公平，没有物业的义务，只有让我们交费的条款。我们求着去跟开发商协商，开发商根本不见我们，百姓实在没有办法，恳请章书记出面为百姓与开发商协商，明确4.8的物业费到底是什么样的服务能够与之匹配，翻倍的停车费也没有与业主协商。百姓泣血求回。,,,
开发商霸王条款，百姓四处维权无人帮维,待回复,城建 求助,W***,2019-11-1811:27,嘉宝梦之月（陈家山路1399弄）小区物业费和停车费创嘉定新高，分别为4.8元/平，600元/月。对于物业费，购房合同上只规定了服务费用，没有对应的服务内容，且小区没有能匹配上这么高物业费的设施，如游泳池、健身房等，其配套设施与其他同领域的小区设施一致（如优活城2.4元/月，万科2.4元/月，甚至环境更好的梦之湾别墅区才3元/月），但是物业费却翻倍。对于停车费，购房合同上并未明确写，一直到交房才通知600元/月，比起大多数同位置小区的300元/月，直接翻倍，购房合同就是霸王合同，不公平，没有物业的义务，只有让我们交费的条款。我们求着去跟开发商协商，开发商根本不见我们，百姓实在没有办法，恳请房管局能为百姓与开发商协商，明确4.8的物业费到底是什么样的服务能够与之匹配，翻倍的停车费也没有与业主协商。百姓泣血求回，万分感激。,,,
马陆镇樱花街111弄45号水产店无证经营,待回复,企业 投诉,W***,2019-10-1314:39,位于嘉定区马陆镇樱花路111弄的苹果园果品批发商行，位于交通要道，营业期间占道经营，经常造成道路拥堵，而且无证经营，卖水果的店不仅卖蔬菜，而且还卖水产以及海鲜等冷冻食品，严重危害公众健康，望领导能尽快处理！,,,
住宅区内噪音扰民,待回复,治安 投诉,H***,2019-10-0919:45,事情经过：嘉定区鹤霞路600弄城杰苑内，小区广场舞噪音扰民！报警3年多，毫无效果。封浜派出所直言管不了。让我自己去找居委。居委说没权利管。12345也已经投诉多次无果！  诉求：小区内应当严禁使用大功率外放音响，小区周边50米范围内有三个中小型公共绿地，小区门口也有舞蹈室，不应该在小区内噪音扰民。希望民警可以依照噪声法进行执法！,,,
上海菱云拖欠工资,待回复,就业 投诉,没***,2019-09-3013:48,领导您好，本人于2019.8.30号于上海菱云汽车销售服务有限公司正常离职，可公司老板再三拖欠我工资，望领导帮忙解决,,,
通宵打牌扰民、电动车警报响彻整夜……,待回复,环保 投诉,愿***,2019-09-2609:20,"本人住嘉定区江桥镇金园一路1118弄双佳翠庭。现时常受到该小区噪音干扰。我相信不止我一个人受到此干扰，也不知道受到干扰的人有没有去采取相应的措施去投诉也好，举报也罢，时常整夜整夜受到干扰，生活实在苦不堪言，白天要上班，晚上还被折磨的整夜睡不着觉，希望相关领导能为百姓做实事，还小区一片安宁。该小区目前较为严重的情况：
1、碰到刮风下雨的天气，小区路面上停放的各种电动车，车上的警报会一直疯狂的叫，整夜的叫，噪音会辐射周围一圈居民；
2、54号楼某居民，喜欢赌钱打牌，情绪激动，时常大吼大叫，跟打架似的，凳子也是拖来拖去，声音刺耳，噪音也是辐射周围一圈居民。
重点在于，这两种情况，都是整个通宵的噪音，实在扰民，往相关部门能积极处理，共建和谐小区。作为纳税人，也希望得到应有的安宁。",,,
居民楼扰民，负责管理不到位,待回复,城建 求助,W***,2019-09-1516:54,扰民单位地址，嘉定区丰庄路450弄127号502。丰庄一村小区楼层间隔低，楼层间噪音明显。502室住户一家三口，每天24小时不间歇踏地板，持续2个月有余，搬弄家具，大声争吵，借助自己有过中风病史伺机撒泼无赖。多次报警并且与社区民警及居委联系无果，社区民警多次不接电话，投诉协商无门。家有年迈母亲和心脏病妹妹，身体堪忧，心肌病发，请求有关部门介入协助处理，十分感谢。,,,
要求凯瑞宝贝履行退款协议,待回复,教育 投诉,W***,2019-09-0519:06,本人在嘉定镇罗宾森凯瑞宝贝早教中心购买的婴儿游泳项目（金额3800元）正常消费期间，2018年12月遭遇此店关闭事件，当时在嘉定镇教委的主持监督下此店变更为凯瑞宝贝直营店继续经营，然而至2019.5此店突然宣布于2019.6.15彻底关闭，2019.6.12凯瑞宝贝总部与本人签定退款协议，承诺60工作日内退赔余额2630.70元，但最后退款期限已到，本人未收到退款，并且凯瑞宝贝负责人庄俊疑似失联。,,,
凯瑞宝贝早教机构撤退，家长退款无法追回,待回复,教育 投诉,W***,2019-09-0514:39,政府协助家长要回退款，不要再推脱。向政府部门求助!罗宾森凯瑞宝贝加盟店于2019年5月突然关闭，嘉定镇教委和嘉城派出所介入，后签订了退款协议，60工作日退回。60工作日已到，但款未退，公司法人无法联系。相教委和派出所寻求帮助，派出所称自己去找法院，不予受理，并不出不予立案通知书，在我要求下才录下笔录。另一家长去报案后，派出所称已有内部文件，不予受理。要求教委作证，希望能够支持报案，教委含糊其辞，百般推脱。目前家长遭受损失，没有渠道去要回。,,,
自己诉讼，无法得到被告身份信息,待回复,治安 投诉,W***,2019-08-2710:49,领导好！前阵台风来，楼上邻居漏水到我家，我家新装修，部分受损，价值3千到5千元，我想让楼上邻居赔偿部分损失，物业，居委，街道司法调解无效。因为金额小，想自己提起诉讼，却没法得到邻居身份信息（身份证号码）。派出所要律师来才能给邻居信息，我去不给，没邻居身份信息，我无法自己提起诉讼。法制中的死胡同！,,,
卖淫团伙,待回复,治安 投诉,徐***,2019-08-2516:27,宝安公路3705弄12号楼301室 组织卖淫 组织头目一安徽女 嚣张跋扈 号称有后台保护 进出人员太多 给周边居民生活带来不安全因素 望领导能给予能给予关注 ,,,
嘉定区南翔镇，田旺路100号工业园区,待回复,环保 投诉,你***,2019-08-1909:44,园区内住人对外出租，非法搭建，隔版隔断间，严重存在安全消防问题，违法违规操作，忘领导给予查看与解决。,,,
榆中路一家棋牌室无证经营非法赌博,待回复,治安 投诉,留***,2019-08-0709:28,领导，您好！ 江桥榆中路131号3楼开了一家棋牌室，无证经营多年，并且没有任何消防措施。每天都聚集很多社会闲散人员，他们以筹码来掩盖赌博事实，其实赌的很大，小则几千，多则上万。过去赌博的人把车子停的横七竖八，严重影响其他车辆通行。,,,
帮贫困户暑假工拿回工资。,待回复,企业 求助,W***,2019-08-0517:00,我儿叫唐**，因家庭贫困，经锦阳企业服务外包有限中介公司中介来到嘉定区富士通将军公司打暑假工，因立马准备上大学而提前回家填写资料。现因中介克扣我儿工资近一千元，这笔钱对一个穷苦家庭的大学生而言是二个月的生活啊！敬请章书记劝导中介将扣我儿子的工资发给我们；重恩不言谢！,,,
嘉定南翔绿茵商业广场的情况您知道吗？,待回复,城建 求助,Z***,2019-07-1511:07,尊敬的领导，您好！我想向您反映一下绿茵商业广场存在的一些问题：该商场的开发商2004年购买土地，2014年竣工，2017年以分割商铺及售营一体化形式开始售卖，以虚假的宣传手段诸如引进盈石 戴德良行为运营商  紧邻地铁20号线入口等诱使五百多人购买，售卖款向过亿，然而开发商并未履行合同，而是将收得款向挪做它用。在售卖商铺过程中，由于开发商违规操作，致使许多业主贷款购房却没有产证，甚至有的业主没有购房合同和发票，多次找开发商索要未果。迄今为止，商场仍未装修运营，开发商亦不出面做出解释，肯请领导能够责令相关部门彻查绿茵商业广场开发商在售卖商铺中存在的违法违现情况，还百姓一个公道！                           此致     敬礼！,,,
南翔绿茵商业广场的事情您知道吗,待回复,城建 投诉,欣***,2019-07-1319:17,南翔绿茵商业广场宣称自己是南翔政府引入的挽救烂尾楼项目，可最终成了开发商集资诈骗的闹剧，成就了更大的烂尾项目，区里是否知晓，如果真是这样，负责把项目招商进来的政府官员要不要追责，如果不是，为什么业主求助的所有渠道都是被推脱到区法院上诉，最终执行难，维权难，是不是区里应该出面，给受害的几百位业主一个说法，毕竟业主都出资了百万的购铺款！,,,
关于公司放班用加班补差的问题,待回复,就业 咨询,秋***,2019-07-1315:43,        近期汽车行业低迷，公司因无订单于上周放假7天，其中有5天属于工作日，共计40小时，本周上班后要用平时加班和双休日加班来抵扣（抵扣顺序是先扣平时加班，平时加班不够用双休日加班抵，双休日加班不够用底薪抵扣）。        请问，这样是合法的吗？我们应该怎样做？,,,
大货车夜间疯跑，噪音严重扰民,待回复,环保 投诉,z***,2019-07-1208:35,书记你好星华公路与鹤旋路交叉口自南向北的方向，最近几个月每天晚上都有各样的大货车和渣土车从马路上疾驰而过，噪音非常非常大，严重影响了马路边居民的正常休息。每天晚上8点开始到第二天早上6-7点，大货车一辆接着一辆疾驰而过，有时还按喇叭，马路边居住的居民实在苦不堪言，每天晚上都被吵的无法入睡，更影响白天的工作。希望环保部分能治理一下，让周边居民能有个相对安静的休息空间！共建和谐社会！谢谢！,,,
专业市场产权商铺如何建业委会,待回复,企业 建言,匿***,2019-07-0611:19,居民小区建立业委会，对小区自治，创建小区稳定安全舒适的生活环境，是大有利的，居民都天天在家，比较容易建成。而商业项目上的产权式小商铺专业市场建业主委员会比较难，瓶颈较多，业主分散在全国各地，投票选举代表较困难，希望能有好主意好方法。#业委会#,,,
关于江桥万达城市公寓群租扰民的“烦心事”,待回复,环保 投诉,拓***,2019-06-2222:53,"尊敬的章书记：您好！我是上海市嘉定区鹤友路336弄江桥万达城市公寓小区内的一名业主住户，您百忙之中多有打扰。近半年来，我一直被小区“烦心事”所困扰，经过长期观察与切身体会，发现我小区（鹤友路336弄万达城市公寓）5号楼303室存在群租行为，楼下85平米的房间存在5户（共计9-10人）住户居住，分别为客厅拆分2户，厨房1户，主卧1户，次卧1户，该10人每天在洗手间浴室做饭、室内抽烟，油烟味和烟味弥漫到左邻右舍，实在是受到骚扰难耐，尤其是二手烟危害极大，使得家中孩子健康受到影响，忍受了半年多时间实在痛苦万分。之前已经打过12345网上和电话投诉并且已经有居委会人员核实确认为群租行为的情况真实存在，但是并没有能够给出明确解决办法，一直以居委会给二房东和房东商量慢慢处理为由，给303室住户说注意影响等一系列说辞搪塞我们，推脱责任，他们的“不作为”并没有想法及行动去实际解决问题，并且后来的情况也验证303室群租住户并没有对他们的行为加以收敛，依然每天在浴室里做饭、烧菜、抽烟，并且每天晚上10：30-11：30的时间里，从303室飘到我家浴室的烟味尤其严重，让人无法入内。物业多次上门干预，职能部门几次上门执法，已认定群组，却屡禁不止，若称不上恶势力，起码也算社区治理乱象。我一直信奉国家，信奉我党，信奉一切可以为人民做主的力量，希望领导可以替我们百姓做主，有黑扫黑，有恶除恶，有乱治乱，使得我们的生活变得更加安定、美好！再次抱歉百忙之中叨扰您，如果该不良群租油烟扰民情况可以得到有限治理，我将不胜感激！",,,
乡村小卖部经营问题反映,待回复,三农 求助,永***,2019-06-1409:01,领导好。我是南翔永乐村的一名外地租客。我现在经营着一家小卖部。去年因为拆迁。我不得以搬到里面做。因为我是合法的三证齐全的。所以村里允许我可以经营。我曾找永乐村钱书记反应了一年村里无证经营的小卖部。可是这位书记从来都是敷衍我说会处理。现在一年过去了。村里无证经营的是越来越多了。我就不明白为什么这样村还能称得上文明村？,,,
2013年在家乡买房现可以用上海公积金还贷吗,待回复,政务 咨询,勤***,2019-06-1116:29,"领导,您好!我家乡是安徽阜阳太和县的,现在在上海工作,2013年左右在家乡买的商品房,按揭贷款,现在还款和房租加在一起压力比较大,想问以下几个问题1、像我这种情况，现在可以申请用公积金还房贷吗？（2013年左右买的房吧，具体时间不太清楚了，这个有时间限制吗？）2、如果可以使用公积金还款的话，需要提供哪些材料呢？3、如果可以使用公积金还款的话，每月最多可以使用多少公积金进行还款？4、如果可以使用公积金还款的话，都有哪些具体的流程？5、另外现在我在嘉定区大宅风范城租房住，但是租房没有发票，只签了一个租房合同，属于房东直接租给我的，这种情况可以使用公积金抵扣一部分房租吗？以上是我目前的所有问题，望领导解答，非常感谢！！",,,
我来上海打工被美容贷诈骗了,待回复,政务 求助,l***,2019-05-1817:27,我来上海找工作，在网上联系了一家，就过去了，老板说让先去美容院，我也不知道什么情况就跟着去了，被带至曹安公路众颜医疗美容，他们工作人员向我要了身份证和银行卡，跟我要了手机下载了什么软件，还让我签了字，然后让我做了双眼皮手术，后发现手机收到短信，需还贷款共计六万余元，我才意识到被诈骗了，现在他们人也找不到了，我出来身无分文只能求政府主持公道，把违法违规诈骗合同解除，并将骗子们绳之于法,,,
联群路88号龙泉驾校B2训练场地不合格要求退学费,待回复,交通 求助,王***,2019-05-0809:26,"上海市嘉定区安亭镇联群路88号龙泉驾校2019年4月1号起新规后B2场地不合格，要求退学费，可本人只去驾校做过体检，体检费用120元，是本人自己支付。驾校在未提供任何驾考培训服务前要收取“理论知识培训费用共计人民币1600元。”龙泉驾校方“林华”告诉我他们提供了培训服务我没有参加。所以要收取费用。合同编号。0511903,合同日期2019年3月9号。本人当时签完合同。驾校不给我打正式发票。说要等科目一考完合格以后才打发票。让我回去在手机上练习科目一。本人没接到任何通知，参加任何培训。所以希望政府行门能主持公道，要求驾校退还我该退的学费。谢谢",,,
马陆镇育英南街比崇福路路口信号灯不亮,待回复,交通 建言,羌***,2019-04-2810:33,南翔镇11号线地铁南翔站与丰翔路立交信号灯不亮，东一个信号灯斜10点方向会掉下来了修复好。,,,
南翔镇11号线地铁南翔站与丰翔路立交信号灯不亮,待回复,交通 建言,羌***,2019-04-2809:48,南翔镇11号线地铁南翔站与丰翔路立交T形路口信号灯不亮每周末就堵，没交警。,,,
嘉定菊园新区嘉邦小区内户外打牌扰民,待回复,治安 投诉,唛***,2019-04-2222:53,章书记，您好：菊园新区嘉邦小区每天下午开始总会有一群老人在楼下空地搭桌子打牌，经常吵闹喧哗，嘉邦小区是老小区，房屋隔音差，其噪音对日常生活产生了影响，家中有不到两岁的孩子，每天下午睡觉时都会被噪音吵醒，严重影响到了日常生活，我们与她们交涉过，向居委物业反映过，甚至求助过片区民警，都无济于事。上海已步入老龄社会，老人多且无所事事打牌消磨时间可以理解，但请同样照顾到需要休息的居民，同时小区也设有老年活动室供其娱乐，但她们偏要在居民楼下打牌扰民。希望区领导能百忙中关注到此问题，并协调解决，和谐社区需要大家的理解与维持。,,,
韵达快递公司不给员工发工资,待回复,就业 投诉,任***,2019-04-1810:15,马陆汽配城B区韵达快递网点不给员工工资，从去年10月份到现在一分钱没给（连过年回家都一分没有，太过分）去要钱老板就说没有，我们也是从其他省份来打工的，上有老下有小，都等着这点钱养家糊口，我们实在没有办法了，所以请各位领导帮帮我们要回工资，万分感谢，,,,
马陆镇浏翔公路与思义路西侧骑车这边没有步行路,待回复,城建 建言,羌***,2019-04-1801:01,马陆镇浏翔公路与思义路西侧所有骑车宽1米这边地面没有步行跑路差点被骑电瓶车撞人，铁丝网绿围拦调整移出2米宽地面新建步行，每个路口是博学南路，敬学路，东宝路也没。,,,
合景峰汇 工地养狗扰民严重,待回复,治安 投诉,n***,2019-04-1509:08,合景泰富旗下合景峰汇（天祝路555弄）有一块空地，空地是围起来的，有大门，大门经常关闭，物业在空地上养狗将近一年，狗每晚风吹草动就叫，严重影响周边居民休息，本人多次向马路派出所和合景峰汇物业投诉，但均无效果也无回馈。请您为我们主持公道，谢谢！,,,
南翔镇S5沪嘉高速与丰翔路立交口信号灯不亮就堵,待回复,交通 建言,羌***,2019-04-1316:17,南翔镇S5沪嘉高速与丰翔路立交口信号灯不亮就堵。,,,
小孩升小学,待回复,教育 求助,y***,2019-04-0514:45,父母工作在上海嘉定，小孩也在上海嘉定生活，父母学历专科，目前正在进修本科，有居住证，有房产，小孩明年9月1号要升小学了，求助书记。,,,
就业失业登记证,待回复,就业 求助,程***,2019-04-0317:25,领导您好，我是一名外来从业人员，我老公是上海人，现结婚已满十年，并超过35周岁。故将户口从老家永康迁过来，在办理过程中，需要很多证件和证明，我也根据清单办理了。但有个就业失业登记证需要我户口所在地出具，但我户口所有地的社保单位说已经提供了交金清单，已证明我已不在当地工作，而且上海也是交纳社保的，不能办理失业证。故我无法开具，但上海这边一定要有此证，我们老百姓真的无法处理这种事情 ，请领导给予帮助，非常感谢！！,,,
旧信号灯修复，斑马点刷漆。,待回复,交通 建言,羌***,2019-04-0217:06,嘉定区马陆镇沪翔东路与科茂路交叉路口一年半个月信号灯不亮没人修复，行人地面斑马点模糊不清晰。,,,
嘉定区二手车诈骗,待回复,金融 求助,W***,2019-03-2315:19,"书记你好，我是浙江金华人，在转转上看到一辆车价格是32000,打电话去问，这车有没什么问题，他说没问题，后来我就去上海看车，看了车都没什么问题，问我要不要我说我没问题的车我的，叫我交10000押金，合同签了，当时没仔细看合同，就签了，后来换个人来，直接和我说这个营运车辆，说很快就报废了，就不是问过你们都说没问题，我要求退钱但是都是很多人根本不退钱，还逼我买个破车，叫我再交10000，买个其他车，没办法只能再交10000的，开到家里才知道年审到期，还不能过户，打电话不接，团伙作案，希望书记能管一下，就算的我的要不回来，不要让其他人受骗了可怜的，如果需要我提供什么，我随时会提供，我网上找了很多人都是同样方法被骗，我都有联系方式，报警处理不来，外地人上海吃不消啊，书记出面帮帮我们吧谢谢，非常感谢，",,,
安亭镇新源路噪音扰民,待回复,治安 投诉,洪***,2019-02-2610:00,本人居住在嘉定区安亭镇新源路66弄半年有余，此路段很繁华楼下餐饮美容很多但都秩序有条。唯有一家名叫（碳烤e族）的烧烤店每天下午六点开始便不断播放大分呗音乐直至凌晨两点关门。本人在2019年小年夜前一天拨打过一次110得到很快的解决，之后该店过年期间关门休息直到年初四开业又继续大分呗播放音乐，这让住在对面的我及家人生活睡眠受到相当大的影响！希望有关部门能妥善及时处理此事还居民一个安静夜晚。,,,
克扣加班工资，胁迫改变公司合同地址,待回复,企业 投诉,夜***,2019-02-2511:09,    章书记，你好！我是上海嘉定区安亭安晓路255号延锋江森金属件员工孙xx。公司为了赚取更多的利润，把三条流水线（X61G生产线、宏达生产线、CD539生产线一共三条大型自动化流水线）没有经过员工同意的情况下转产到浦东工厂，安晓路工厂保留了一个国内奇瑞观致的生产线（准备搬迁到常熟），这期间几个月没有什么活干，也没有怎么上班，按合同约定的底薪和一些全勤质量安全的奖金发。这期间一直正常发，后来，公司又强迫我们去第三个地方，两个公司离有十几里远，不给任何说法，不去就按旷工处理，我们被逼去了，有个同事晚一天去的，还开了通告，公司有文件规定，通告两次自动走人。在这个公司有一点加班，到发工资的时候发现，没有加班费，告诉我们领导班组长经问询人事部后回答，前几个月给我们发工资，我们前几个月还欠公司的班，就不发加班费。我给上海总工会也发了信息，回复说我们公司属于违法，让我们到当地劳动部门反应情况或者打12345前几年，公司通过胁迫手段把我们的劳动合同的地址从上海嘉定区安亭镇安晓路255号改签为上海，说以后没有安晓路，以后就是上海了我在这个公司干了快8年了，公司通过改变派遣公司的方法，让我们改了3个劳务所（苏通→延友→博霖），我们现在属于博霖劳务公司    章书记，打扰了。我们该怎么办？,,,
