夏阳湖小区要求墙面刷新升级,待回复,城建 求助,星***,2019-03-2215:08,夏阳湖小区要求墙面刷新升级，理由如下：夏阳湖区域作为2000年第一代青浦发展的新城，夏阳湖国际花园小区建造初期，本来外墙是使用瓷砖的。后开发商拿出政府文件，说是政府要求与夏阳湖水景融合，故改成了淡蓝色涂料的方案。如今小区已近20年，原来的涂料早已斑驳褪色，灰色难看。近期青浦区在盈港路两侧小区及老城区都给重新刷了涂料，做了小区改进。唯独忘记了夏阳湖小区的工程实施。望政府肯担当，勇于负责，对夏阳湖小区进行外墙美化。,,,
重固镇上赵重公路上途径的物流车引起的噪音太大,待回复,交通 投诉,是***,2019-03-1510:08,我是重固镇现代华庭小区的一名业主，途径重固镇的赵重公路上噪音污染特别大，靠近马路的房子都不敢开窗。路上有特别多的物流车，白天晚上有特别多的物流车经过，非常影响居民的生活，马路上既没有隔音带，也没有相关的标志，家里面的分贝已经让人感到无法忍受，严重影响到周边居民的身心健康。,,,
孩子转学,待回复,教育 求助,唯***,2019-01-1711:01,你好余区长，我是徐泾本地人，我是再婚家庭，我老公是湖南衡阳人他有一个儿子，现在他儿子在老家上小学一年级，老家只有我公公和他儿子在，之前上学都是我公公照顾孩子，但是公公年纪大了要80岁了身体又不好，没有办法在照顾孩子了，我们都在上海所以想孩子转到徐泾上学，但是询问了学校说没有办法，真的真着急，不知道该怎么办了，所以给你留言，期待你的回复，感谢！！,,,
赵重公路2811弄（庄固浜河水污染）,待回复,环保 投诉,W***,2018-10-1721:15,赵重公路2811弄（庄固浜河水污染），今天中午，20号楼后又一排污口淌出黑水,,,
青浦重固镇赵重公路2811弄庄固浜河污染严重,待回复,环保 投诉,W***,2018-10-1710:28,赵重公路2811弄庄固浜河污染严重（犹其是虹桥公寓北段两桥之间水面），今天水已是乳白色，正向河两边扩散。,,,
重拳出击整治违章搭建 拆除违规设置临时疏导点,待回复,城建 投诉,y***,2018-10-0616:48,青浦区区长夏科家，你好：     反映上海市青浦区徐泾镇联民路（沪青平公路~豪都花园大门“沪青平公路1881弄”）段的马路被违规设置临时疏导点，严重地影响了即将在青浦区徐泾镇举办国际博览会周边城市的形象。此外，违规设置临时疏导点在路边经营，随之而来的是各类环境卫生问题。随意排放的污水和被丢弃的垃圾污染了周边环境。本市《城市道路管理条例》、《市容环境卫生管理条例》等明确禁止擅自占用城市道路人行道设置各类设施、应当保证设置设施后的人行道通行宽度不小于1.8米、任何单位和个人不得在道路两侧和其他公共场所搭建影响市容环境卫生的临时建筑物、构筑物或者其他设施。希望青浦区徐泾镇政府通过实质性措施加大管理、执法力度。开展专项整治，落实长效管理机制。在国际博览会前，依法拆除违规设置临时疏导点。并进一步结合周边产业结构，积极推进青浦区徐泾镇农产品市场规划的编制工作，尽快从源头上合理规划该类场所的选址和建设。,,,
华新镇华新公园噪音毒瘤,待回复,环保 求助,W***,2018-09-2314:20,华新镇每天白天到晚都是大功率音响设备扰民，无人监管，慢性谋杀周边居民生活，生活工作已经很辛苦了，每天休息节假日还要被毒害，苦不堪言，无人解决,,,
拆除马路违规设置临时疏导点,待回复,城建 投诉,y***,2018-09-2214:48, 上海青浦区徐泾镇联民路（沪青平公路~豪都花园大门“沪青平公路1881弄”）段的马路被违规设置临时疏导点，严重地影响了即将在青浦区徐泾镇举办国际博览会周边城市的形象。此外，违规设置临时疏导点在路边经营，随之而来的是各类环境卫生问题。随意排放的污水和被丢弃的垃圾污染了周边环境。希望青浦区徐泾镇政府通过实质性措施加大管理、执法力度。开展专项整治，落实长效管理机制。在国际博览会前，依法拆除违规设置临时疏导点。并进一步结合周边产业结构，积极推进青浦区徐泾镇农产品市场规划的编制工作，尽快从源头上合理规划该类场所的选址和建设。,,,
重拳出击整治违章搭建 拆除违规设置临时疏导点,待回复,城建 投诉,y***,2018-09-1016:05,青浦区徐泾镇（沪青平公路~豪都花园大门“沪青平公路1881弄”）段的马路被违规搭建的简易设施，无固定墙体和顶棚的——临时疏导点，严重地影响了即将在青浦区徐泾镇举办国际博览会周边城市的形象。    此外，违规设置临时疏导点在路边经营，里面乱脏着、私自乱拉电线、门口岗亭外违规电瓶车充，电三合一住人、简易棚部分铁架松动等问题严重，随之而来的是各类环境卫生问题，随意排放的污水和被丢弃的垃圾污染了周边环境。一旦这临时疏导点发生火灾、或简易棚倒塌事故，后果严重。    希望青浦区徐泾镇政府通过实质性措施加大管理、执法力度。开展专项整治，落实长效管理机制。在国际博览会前，依法拆除违规设置临时疏导点。由镇有关部门牵头，在就近区域市场化运作，引进第三方配菜公司，提供一定的净菜配送服务。并进一步结合周边产业结构，积极推进青浦区徐泾镇农产品市场规划的编制工作，尽快从源头上合理规划该类场所的选址和建设。,,,
拆除存在安全隐患问题的违规设置临时疏导点,待回复,城建 投诉,y***,2018-08-3019:58,青浦区区长夏科家，你好：     反映青浦区徐泾镇（沪青平公路~豪都花园大门“沪青平公路1881弄”）段的马路被违规搭建的简易设施，无固定墙体和顶棚的——临时疏导点，严重地影响了即将在青浦区徐泾镇举办国际博览会周边城市的形象。    此外，违规设置临时疏导点在路边经营，里面乱脏着、私自乱拉电线、门口岗亭外违规电瓶车充，电三合一住人、简易棚部分铁架松动等问题严重，随之而来的是各类环境卫生问题，随意排放的污水和被丢弃的垃圾污染了周边环境。一旦这临时疏导点发生火灾、或简易棚倒塌事故，后果严重。    希望青浦区徐泾镇政府通过实质性措施加大管理、执法力度。开展专项整治，落实长效管理机制。在国际博览会前，依法拆除违规设置临时疏导点。由镇有关部门牵头，在就近区域市场化运作，引进第三方配菜公司，提供一定的净菜配送服务。并进一步结合周边产业结构，积极推进青浦区徐泾镇农产品市场规划的编制工作，尽快从源头上合理规划该类场所的选址和建设。,,,
青浦区华新镇华新公园5：30分清晨噪音扰民,待回复,文娱 投诉,W***,2018-08-2910:06,清晨5点半左右广场舞噪音又开始吵起来了，现在秋天了，晚上不关窗，早上就被吵死了，每年都这样，到底管不管？烦死了，还让不让人睡觉了，都是些无业游民早上跳操，影响正常上班人的休息，晚上7点后么也吵，直接把华新公园关了好了，吵死了，又为人管，简直就是个毒瘤毒瘤毒瘤毒瘤！,,,
拆除违规设置临时疏导点,待回复,城建 投诉,y***,2018-08-1415:33,反映青浦区徐泾镇联民路（沪青平公路~豪都花园大门“沪青平公路1881弄”）段的马路被违规设置临时疏导点，严重地影响了即将在青浦区徐泾镇举办国际博览会周边城市的形象。希望青浦区徐泾镇政府通过实质性措施加大管理、执法力度。开展专项整治，落实长效管理机制。在国际博览会前，依法拆除违规设置临时疏导点。并进一步结合周边产业结构，积极推进青浦区徐泾镇农产品市场规划的编制工作，尽快从源头上合理规划该类场所的选址和建设。,,,
青浦区市场监督管理局监管不力,待回复,政务 投诉,W***,2018-07-2812:41,青浦区华新镇542号生煎馆开在居民楼下，违反2016年1月1日公布实施的大气法第八十一条规定，禁止居民楼下开餐饮店，区市场监督管理局还给颁布营业执照，营私舞弊，监管不力。天眼查上面显示注册时间2018年6月19日，营业范围餐饮服务。明知是餐饮店还颁发营业执照，恶意为之，请严肃处理，以下图片证据确凿。,,,
青浦区华新镇市场监督管理所乱发营业执照,待回复,政务 投诉,W***,2018-07-2509:05,华新镇华强街542号吾道生煎馆属于餐饮店，居然在2018年4月明目张胆的开在居民楼下，而且证照齐全。违反2016年1月1日实施的大气法第八十一条也规定，禁止在居民住宅楼、未配套设立专用烟道的商住综合楼以及商住综合楼内与居住层相邻的商业楼层内新建、改建、扩建生产油烟、异味、废气的餐饮服务项目。市场监督管理所违规使用法权，请立即责令取缔处理！！！！居民楼下本来就没有专用油烟通道，这就是危害百姓！！！！！！！！,,,
小区邻居私自占用公共绿化带造围墙,待回复,城建 投诉,花***,2018-07-0714:44,我们是别墅区隔壁邻居本身是在最左边的，然后将左边前后那块地扩建使自家花园变大还想占用我们中间隔开的绿化带搭建围墙（6月19号乘我们不在家也没经过物业同意就直接将中间绿化带摘除）后来向物业反映说来协商我们不同意他们就直接蛮横无理开始骂人！还说自己认识局长女儿也是城管部门的（一直就把自己说得很厉害！还威胁我们）之后24号城管部门一个姓朱的过来处理签了一张单子说三到五天恢复原样可到现在没有弄好！现在没办法了就说这块地本身就是他们的！我们怀疑他们和上级领导部门通过关系到现在半个月没恢复原样！,,,
拆除马路上设置的违规临时疏导点,待回复,城建 投诉,y***,2018-06-1815:34,   反映青浦区徐泾镇联民路（沪青平公路~豪都花园大门“沪青平公路1881弄”）段的马路被违规设置临时疏导点 ，马路也被设置了栏杆，机动车也被禁止通行。政府在打通断头路，而青浦区徐泾镇不仅把好好的道路给封闭了，而且还把此段路面部分土地出让了。希望青浦区政府关注民生之事，停止此段路面部分土地出让，拆除违章临时疏导点  尽快把这条联民路开通，方便附近市民车辆进出沪青平公路。   ,,,
外青松公路绿地大道每天堵车,待回复,交通 建言,健***,2018-05-2522:11,夏区长您好。由于地铁开通，安亭、花桥、白鹤这一片的居住人口越来越多，目前每天早上外青松公路和绿地大道交叉口上G2高速的方向严重拥堵，希望能在直行车道数量、红绿灯时间上做些调整，如果警力充足，可以适当安排几位交警维持下秩序。万分感谢！！！,,,
拆除马路违建临时疏导点,待回复,城建 投诉,y***,2018-05-2014:46, 青浦区区长夏科家，你好：     反映青浦区徐泾镇豪都花园（沪青平公路1881弄）门口马路上违规搭建设置的临时疏导点，该临时疏导点严重影响城市的形象，也存在着安全隐患问题。国际博览会即将在上海举办，为了提升上海城市的形象，为了切实解决青浦区徐泾镇这一马路乱象，政府搭建的马路违章临时疏导点也必须依法拆除。建议青浦区徐泾镇尽快规划建设新市场，政府带头依法拆除豪都花园门口一段马路违建临时疏导点。     断头路”一度成为不少市民的出行之痛，畅通城市路网，是民心所向。政府在打通断头路，而青浦区徐泾镇不仅把好好的道路给封闭了，而且还把此段路面部分土地出让了。希望青浦区政府聚焦交通补短板，关注民生之事，解决群众“急难愁盼，停止此段路面部分土地出让，尽快把这条老联民路开通，方便附近市民车辆进出沪青平公路。断头路的建成打通，不仅为市民节省了出行时间、缩短了出行距离，更拉近了政府与群众“心”的距离。希望青浦区夏科家区长关注此问题，谢谢！,,,
我在工厂因工作情况得了腰间盘突出，算工伤和职,待回复,其他 咨询,W***,2018-05-0718:33,我在工厂因工作情况得了腰间盘突出，是算工伤，还是算职业病啊？去看病工厂也没给病假，,,,
取缔无证夜排档  拆除金联村违章临时疏导点,待回复,城建 投诉,y***,2018-04-1909:21,青浦区徐泾镇北青公路3028号处有高压线底下有一违建临时疏导点（金联村），里面经营着几家无证夜排档，及各种餐饮，卫生条件十分恶劣。无证餐饮存在着食品安全隐患，市民对此问题反映强烈。 今年，上海召开食品生产经营监管工作会议，全面打响无证餐饮大整治，力争在年内基本消除无证餐饮。 希望徐泾镇政府和镇市场监管、公安、城管、绿化市容等各个部门参与到整治工作中去，集中整治，对无证夜排档进行取缔，依照《五违四必》精神，尽快拆除存在安全隐患和市容市貌的金联村违章临时疏导点，以良好的形象迎接上海国际博览会和创全工作。,,,
取缔无证夜排档  拆除无证违建临时疏导点,待回复,城建 投诉,y***,2018-04-0908:00,青浦区区长夏科家，你好：    反映青浦区徐泾镇北青公路3028号处有高压线底下有一违建临时疏导点（金联村），里面经营着几家无证夜排档，及各种餐饮，卫生条件十分恶劣。无证餐饮存在着食品安全隐患。今年，上海召开食品生产经营监管工作会议，全面打响无证餐饮大整治，力争在年内基本消除无证餐饮。希望徐泾镇政府和镇市场监管、公安、城管、绿化市容等各个部门参与到整治工作中去，集中整治，对无证夜排档进行取缔，依照《五违四必》(无违法建筑、无违法用地、无违法经营、无违法居住、无违法排污)精神，尽快拆除存在安全隐患和市容市貌的金联村违章临时疏导点，以良好的形象迎接上海国际博览会和创全工作。,,,
子女入学咨询,待回复,教育 咨询,刘***,2018-03-1515:41,我是在藏工作的公务员，媳妇在青浦区名下有房产，但我的户口在西藏，媳妇和小孩的户口上在安徽了，请问根据《教育部 国家发展改革委 财政部关于进藏干部职工子女内地就学享受当地生源同等待遇的意见》（教民[2011]8号）精神，我的小孩是否可以在贵区入学，并享受当地生源同等待遇？如果可以的话，需要提供哪些材料？谢谢！,,,
林锦庭园小区居民出入不方便,待回复,交通 建言,木***,2018-03-0711:20,2017年下半年，盈港东路上装了马路护栏，但是却挡住了林锦庭园（徐乐路100弄）居民回家的路，前段别墅的人行斑马线却有。建议小区出口处设置斑马线，挂些警示牌，方便车辆进出小区，现有很多车辆停在马路上，小区居民横跨马路回小区，非常危险。希望区长可以让我们的出行更方便，更安全，减少不安全事件的发生。谢谢！,,,
整治无证夜排档,待回复,城建 投诉,y***,2018-03-0519:49,反映反映青浦区徐泾镇北青公路3028号处有高压线底下有一违建疏导点（金联村临时疏导点(近明珠路)），里面经营着几家无证夜排档，及各种餐饮，卫生条件十分恶劣。无证夜排档食品安全现状堪忧。希望徐泾镇政府和镇市场监管、公安、城管、绿化市容等各个部门参与到整治工作中去，集中整治，对无证夜排档进行取缔。,,,
关于练塘镇星浜村特高压电网对住户的危害问题,待回复,环保 投诉,匿***,2018-03-0314:27,夏区长您好：关于练塘镇星浜村145号等几户居民。几年来有于特高压电网电磁辐射带来的危害及工频电场和工频磁场对人体的伤害，请领导委派相关人员进行实地了解，依据相关规定的安全距离，确切关注居民的人身安全。,,,
整治无证夜排档,待回复,城建 投诉,y***,2018-03-0217:02,青浦区徐泾镇北青公路3028号处有高压线底下有一违建疏导点（金联村），里面经营着几家无证夜排档，及各种餐饮，卫生条件十分恶劣。无证餐饮存在着食品安全隐患。今年，上海召开食品生产经营监管工作会议，全面打响无证餐饮大整治，力争在年内基本消除无证餐饮。希望徐泾镇政府和镇市场监管、公安、城管、绿化市容等各个部门参与到整治工作中去，集中整治，对无证夜排档进行取缔。,,,
尽快恢复老联民路段道路,待回复,城建 投诉,y***,2018-01-1810:50,反映青浦区徐泾镇联民路（沪青平公路~豪都花园大门“沪青平公路1881弄”）段的马路被违规设置临时疏导点 ，马路也被设置了栏杆，机动车也被禁止通行。     断头路”一度成为不少市民的出行之痛，畅通城市路网，是民心所向。政府在打通断头路，而青浦区徐泾镇不仅把好好的道路给封闭了，而且还把此段路面部分土地出让了。      希望青浦区政府聚焦交通补短板，关注民生之事，解决群众“急难愁盼，停止此段路面部分土地出让，拆除存在安全隐患和影响城市形象的马路违规设置临时疏导点，尽快把这条老联民路开通，方便附近市民车辆进出沪青平公路。断头路的建成打通，不仅为附近市民节省了出行时间、缩短了出行距离，更拉近了政府与群众“心”的距离。,,,
马路违规设置临时疏导点 ,待回复,城建 投诉,y***,2018-01-1612:26,反映青浦区徐泾镇联民路（沪青平公路~豪都花园大门“沪青平公路1881弄”）段的马路被违规设置临时疏导点 ，马路也被设置了栏杆，机动车也被禁止通行。政府在打通断头路，而青浦区徐泾镇不仅把好好的道路给封闭了，而且还把此段路面部分土地出让了。希望青浦区政府关注民生之事，停止此段路面部分土地出让，尽快把这条联民路开通，方便附近市民车辆进出沪青平公路。,,,
依法拆除马路违章临时疏导点,待回复,城建 投诉,y***,2017-12-0822:23, 青浦区区长夏科家 ，你好： 向你反映上海市青浦区徐泾镇豪都花园（沪青平公路1881弄）门口马路上违规搭建设置的临时疏导点。该临时疏导点严重影响城市的形象，占道也存在着安全隐患问题。为了切实解决这一马路乱象，政府搭建的马路违章临时疏导点也必须依法拆除。并建议把这段路与沪青平公路接通，以方便附近小区住户出入。 ​​​​ ,,,
无监控设备难确保小区安全,待回复,治安 投诉,y***,2017-11-1916:06,反映青浦区徐泾镇豪都花园（沪青平公路1881弄）小区内，由于没装安装有公共监控设备 ，给小区住户带来了严重的财产、生命安全隐患。小区没装监控物业表示小区目前无业委会，无法使用维修基金，故一直没有安装监控；这是理由吗？不少小区业主都对小区没有安装摄像头的情况颇有微辞，认为这是安全隐患。希望本着对小区的业主安全负责，呼吁青浦区政府督促豪都花园小区物业管理企业尽快在小区安装监控设备，能早日派上用场，震慑犯罪行为，维护居民利益，以确保小区业主的人身安全。,,,
华新镇绿晟菜场个别商户噪音扰民,待回复,环保 求助,a***,2017-10-2711:37,华新镇新凤中路上的绿晟菜场后面西北角处。每天凌晨3点多开始此处的个别商户卸货时候发出的撞击声和交易时候在地上拖拉地秤，地秤的铁轮在地上滚动发出巨大的哗啦哗啦的噪音天天被吵醒。断断续续持续到6点多，根本无法入睡。同时还有几辆货车也停到这里发动机唬隆隆的噪音很大。强烈要求，第一 晚上10点到次日早上6点禁止大货车在菜场西北角靠近居住小区处行驶及停放。 第二 禁止西北角处2-3家的批发商户6点之前从事经营活动。将其调整到菜场交易大厅内或者是远离居住区的店面。 2-3家的商户吵得周围几十家住户天天不得安宁，无论是国家的噪音污染防治法还是城市管理规定都不允许他们这么经营。此问题数次与菜场反应每次都说解决，但此处一直处于无人管理状态。请夏区长能指示主管部门彻底清除此处噪音污染，让周围几十家住户能够安心的睡好觉。谢谢！,,,
豪都国际疏导违法违规搭建应该拆除或规划成早市,待回复,城建 建言,7***,2017-10-1917:01,夏区长你好！关于豪都国际疏导点违建拆除，政府应该早早拆除，该疏导点早四点一直经营到晚上八点，这样一直空扰了豪都国际花园多年，现在政府提倡五违四必，拆除该违建，在原地建立一个早市让当地老百姓方便卖卖自家种的农产品，,,,
近华新街纪鹤公路路口，沿华新街商户异味装修,待回复,环保 投诉,迟***,2017-09-0308:41,敬爱的区长，您好！尽来本人沿华新街行走，异然能闻到刺鼻气味，仔细观察后是沿街商户有新装修，明显使用的是非环保漆，刺鼻现象严重，附近有居民小区。希望有关部门能整治监督周边环境，还老百姓清新空气环境。谢谢！,,,
北青公路华徐公路路口大型车辆来往频繁,待回复,环保 投诉,迟***,2017-09-0308:41,敬爱的区长，您好！我要反映的情况是北青公路华徐公路十字路口，四向大型车辆来往频繁，尤其是上下班高峰时间段更甚，废气尘嚣而上，造成周边大气污染严重。希望有关部门及时解决，还百姓顺畅呼吸的权利。,,,
违法建筑房何时才能拆除,待回复,城建 投诉,y***,2017-08-1817:00,上海青浦区徐泾镇沪青平公路1881弄5杠21号一住户，原二层房违规升自为三层房，房的北区也是违规扩建的，严重地影响到旁边住户的采光，这存量房为何当初没拆除呢？今年以来以“五违四必”治理工作为重点，重点有力拆除违建钉子户。请问青浦区徐泾镇拆违办，沪青平公路1881弄5杠21号这一违法建筑房何时才能拆除 ？？？,,,
为何政府不带头拆除违章建筑物,待回复,其他 投诉,y***,2017-07-2514:07,青浦区徐泾镇豪都花园（沪青平公路1881弄）门口马路上违规搭建设置的临时疏导点，该临时疏导点严重影响城市的形象，也存在着安全隐患问题。青浦区徐泾政府仍未进行整改。为了切实解决这一马路乱象，政府搭建的马路违章临时疏导点也必须依法拆除。希望青浦区徐泾镇尽快规划建设新市场，政府带头依法拆除豪都花园门口一段马路违建临时疏导点。并把这段路与沪青平公路接通，以方便附近小区住户出入。 ,,,
孩子在学校摔断牙齿，无人正面处理,待回复,其他 求助,a***,2017-06-1517:20,夏区长您好，我是东门小学二年级一班的家长，孩子只有8岁。我们孩子在今年5月25日星期四，上学期间，在东门小学教室门口摔断了两个门牙，牙齿已经是恒牙，不能再生。我儿子本来就是7个月早产，性格内向，现在说话漏风，吃饭牙齿不能用，对孩子的身体和心理的影响很大。医生说18岁以后才能真正的处理。在这期间一直要定期去医院。对我这个单亲妈妈带来的负担，非常之大。严重影响了我们娘俩的生活和工作。我自己也是党员，知道以大局为重，在创全的关键时刻，不想给大家添麻烦，但是，东门小学从一开始就不正面处理这件事情，说法一而再再而三的改变。跟领导在谈怎么处理的时候，校领导在面对我这个孩子受伤的母亲，不是帮助我们解决，付校长说让我们找找自己的原因；孩子只有8岁，受这么大的伤，影响一辈子的，居然让我们找找自己的原因。正校长直接说：“要么你去起诉”。我并没有大吵大闹，我只要求合理合法的解决。但是对方不正面面对这个问题，让我无从谈起。始终咬定本年9月15号以前，学生买的人寿保险，拿药费来报。但是，问题是，牙齿的治疗，今年9月份之前根本没有办法出什么费用，根本治不了。我拿不出收据；而且人寿保险关于牙齿的修复是不负担保险的。但是，领导不听啊，始终就这么一句话，拿收据来作为家长，孩子还要继续求学，我很担心孩子在学校的处境。对方领导如果是抓住我们孩子要继续读书，所以才有恃无恐，直接说让我们起诉的话，我实在无法接受这样的事实。我了解到的青浦某高中生在校摔断四颗牙齿，学校赔了12万。佳禾小学孩子摔断一颗牙齿，赔了8万；所以这不是一件小事。这是影响我们一辈子的事情。孩子是我的孩子，该我负责我不逃避。但孩子是在学校上学期间受伤的，却无人正面积极处理，把所有的负担压在我们母子身上；我无法接受这样的现实。我恳求您能帮帮我。我作为老师一直都是以学生的利益为出发点开展我的工作，但是，现在，这么大一个学校，对待自己的学生受伤，如此的不负责任，明知道9月15号以前我们根本无法提供真正的收据，却一直以此为最终解决方案。如果再想谈，就让我起诉，这个态度，您觉得是一个党员领导应该有的态度吗？我现在走投无路，万般无奈之下只能请您帮助我解决这个事情；给您添麻烦了。谢谢您了。,,,
非法占用公共露台搭建鸽棚养鸽子,待回复,城建 投诉,a***,2017-06-0601:06,夏区长您好！    青浦区华新镇新凤中路358弄 梦里水乡花苑小区45号501业主占用公共露台违章搭建鸽子棚养了很多鸽子。    此处露台业主即无产权也无使用权，谁给他的权力占用养鸽子，每天还要放飞，鸽子毛都飞到屋里来，鸽子粪便更是拉到阳台上！        天气渐渐热起来了，居住环境一点点在变差，只能请您给予帮助！谢谢！,,,
为动迀居民出行方便。,待回复,交通 求助,匿***,2017-05-2718:34,区长，您好！我是动迁居民，现住秀泽路佳福雅宛小区，从上海回来公交车停靠在汇金路走到小区要10多分钟，天气好还可以，碰到下雨天还不止10多分钟，望区长能考虑在崧泉路设个公交站。谢谢！,,,
关于豪都国际花园业委会选举多年未果,待回复,城建 投诉,孤***,2017-05-2318:39,尊敬的夏书记您好！我是家住徐泾豪都国际花园3002-6A的业主，家中屋顶漏水5年，找过物业、居委会、镇房办、区住建局都无任何结果，甚至连回访电话都没有，经了解该小区2年无业委会，好多业主苦不堪言，打过12345电话4次，也是无结果。该小区环境脏乱差，路面破损严重，小区绿化破损面积过多，违章建筑频繁。 个人觉得徐泾是青浦的一张名片，这样的小区出现在徐泾真的不应该，希望政府相关部门引起重视，一个业委会选举竟然2年多受阻，这中间是否有政府相关部门干涉，是否有一些领导干部做一些违规违纪的事情，请求赵书记关心一下老百姓的苦衷，帮老百姓办一些实事。最后我想问一句赵书记我党的宗旨是什么？,,,
徐泾杨巷小区开了两家赌博机,待回复,治安 投诉,匿***,2017-05-1016:52,徐泾镇明珠路516弄杨巷小区开了两家赌博机，95，96号，自动洗衣店开了一个，有两台赌博机，55，56号日常用品小店开了一个，有两台赌博机，徐泾镇在文明，卫生等方面都在积极努力中，而这赌博机害了很多家庭，影响周围居民正常生活，希望区长领导，严查！,,,
