上海新静安集团变相捂盘,待回复,城建 投诉,等***,2018-03-2713:24,尊敬的李区长:    您好！崇明除长兴岛和陈家镇别墅外已经两年多没有新房供应了，目前供求矛盾严重突出，导致房地产开发商和中介乘机哄抬房价。上海新静安集团在崇明新城开发的海上壹街区楼盘很早就达到预售条件，很快将竣工成为现房，可到目前为止，该集团项目的售楼部还不对外开放，也不申请预售，效仿隔壁的民营企业楼盘东亚威尼斯公馆变相捂盘。上海新静安集团作为上海本地国企，本应听党话，讲政治，造福百姓，可现在的行为却与党中央提出的“房子是用来住的，不是用来炒”的政策相违背，与上海市政府房地产调控政策相抵抗，崇明区因地理位置的特殊，不可能像上海其他区一样，可以跨区买房居住。住建部建房[2017]80号文“住房供求矛盾突出、房价上涨压力大的城市，对具备预售条件拖延上市、变相捂盘的项目，要严肃查处。”崇明属于供求矛盾突出，房价上涨压力大，请相关部门对变相捂盘的开发商严肃查处。,,,
违章扩建,已办理,城建 投诉,w***,2018-03-1613:39,尊敬的李区长您好:    崇明区竖新镇竖南村复兴1425号住户张明星，原有宅基地建造房屋审核面积75平米左右，2017年8月开始违法翻新扩建约180平米左右！    其他村民旧屋翻新，严格按照政府部门审批的面积规划重建，而张明星的这种行为，严重影响其他居民生活，引起公愤。    2017年10、11月同村多人举报后，经区、镇、村委相关部门核实，确定为违章扩建，已经多次责令停工及拆除。但张X星仗着有关系，并未停工及拆除，每次等了一段时间后，继续违章扩建，现于 2018年3月11日又开始建造。    上海这几年一直在开展“五违四必”区域环境综合整治，但该住户仍然顶风违建，希望有关部门能够真正履行职责，不要因为其有关系而不了了之，谢谢！,崇明区新闻办,尊敬的李区长您好:    崇明区竖新镇竖南村复兴1425号住户张明星，原有宅基地建造房屋审核面积75平米左右，2017年8月开始违法翻新扩建约180平米左右！    其他村民旧屋翻新，严格按照政府部门审批的面积规划重建，而张明星的这种行为，严重影响其他居民生活，引起公愤。    2017年10、11月同村多人举报后，经区、镇、村委相关部门核实，确定为违章扩建，已经多次责令停工及拆除。但张X星仗着有关系，并未停工及拆除，每次等了一段时间后，继续违章扩建，现于 2018年3月11日又开始建造。    上海这几年一直在开展“五违四必”区域环境综合整治，但该住户仍然顶风违建，希望有关部门能够真正履行职责，不要因为其有关系而不了了之，谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		崇明区 >
    
	崇明区区长李政（代）
"
违法建房,待回复,城建 投诉,匿***,2017-09-2809:14,您好区长我举报崇明庙镇和平村和平路四桥二队翻建房屋超高超面积严重，,,,
乱倒建筑垃圾,已办理,环保 投诉,米***,2017-08-0308:47,尊敬的李区长，您好！听闻您从上任起对崇明的生态建设非常重视，力争为崇明成为世界级生态岛作贡献！这是崇明人的福音！可是还是有一些不法村官无视生态环境！为一些不法者保驾护航!今有堡镇米行村米南路三号横河一豪宅大兴土木，买卖平方非法私建豪宅，将大量的建筑垃圾在南边100米处农田中挖一大坑倒入坑中，环境极度脏乱！向村干部反应后不予理睬！望领导速派人前来调查，还村民们一个说法！谢谢！,崇明区新闻办,尊敬的李区长，您好！听闻您从上任起对崇明的生态建设非常重视，力争为崇明成为世界级生态岛作贡献！这是崇明人的福音！可是还是有一些不法村官无视生态环境！为一些不法者保驾护航!今有堡镇米行村米南路三号横河一豪宅大兴土木，买卖平方非法私建豪宅，将大量的建筑垃圾在南边100米处农田中挖一大坑倒入坑中，环境极度脏乱！向村干部反应后不予理睬！望领导速派人前来调查，还村民们一个说法！谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		崇明区 >
    
	崇明区区长李政（代）
"
违法建房,已办理,城建 投诉,弘***,2017-06-1214:42,庙镇窑桥村410号 周某无户口，无宅基地权证，无审批建房手续私自拆建新房。请求区长查实处理五违四必整治,崇明区新闻办,庙镇窑桥村410号 周某无户口，无宅基地权证，无审批建房手续私自拆建新房。请求区长查实处理五违四必整治,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		崇明区 >
    
	崇明区区长李政（代）
"
违章投诉,已办理,城建 投诉,匿***,2017-04-0414:40,唐区长，您好！        这次小长假回崇明，看到了网上所说的关于庙镇合中村拆违事件，我们也慕名而去实地看了一下，确实像网上所说的已经拆除完毕，成为一片废墟，不过在这户人家前面204号也有3/4百平米的房屋存在违章，同时也看到了在后面217号有4/5百平米的房屋存在违章，大家都在议论这两家一样有违章行为为什么不拆违，况且也都是崭新建筑。希望唐区长能关注一下这件事，谢谢！,崇明区新闻中心,唐区长，您好！        这次小长假回崇明，看到了网上所说的关于庙镇合中村拆违事件，我们也慕名而去实地看了一下，确实像网上所说的已经拆除完毕，成为一片废墟，不过在这户人家前面204号也有3/4百平米的房屋存在违章，同时也看到了在后面217号有4/5百平米的房屋存在违章，大家都在议论这两家一样有违章行为为什么不拆违，况且也都是崭新建筑。希望唐区长能关注一下这件事，谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		崇明区 >
    
	崇明区区长李政（代）
"
崇明人回家问题,待回复,交通 求助,匿***,2017-03-3013:38,唐区长你好！关于在上海宝山务工人员回家问题，大桥通车好几年了，沪C不能上外环我们回去还的要摆渡，太不方便了，希望领导还是为我们和上级领导沟通一下。谢谢！,,,
崇明区三星镇市容办喷洒除草农药，导致农户昏迷,待回复,三农 投诉,匿***,2017-03-2714:59,      我是崇明三星镇星虹路25号居民，市容办在3月5日在我家菜地旁喷洒除草农药，且未告知我家中老父母，老人食用了菜地蔬菜晕倒数次。在上周二告知市容办推到居委会，居委会也无人处理，总是推脱工作繁忙，想想老人70有余子女不再身旁，不管谁喷洒了农药最起码应该带老人就医吧。没想到在如今这个和谐社会竟然有如此不和谐的现象实在令人心寒。在百忙之中打扰市长实属无奈，恳请领导给予解决！,,,
威尼斯公馆欺诈百姓，导致百姓无房可住,待回复,城建 投诉,匿***,2017-03-1608:05,去年八月中旬，在威尼斯公馆办理贵宾卡，当时商家宣传九月底将开盘，导致我们很多顾客将自己的住房卖了，可威尼斯公馆一再拖延开盘时间，直至今日，竟然以将来卖现房为有由，不开盘，忽悠百姓，这房子是让百姓住的？还是用来炒的？既然它是在建项目，我们崇明岛定位为国际生态岛，韩正书记也强调崇明严禁18米以上的新建筑，超过18米要拆除，如果它是因为施工未完的缘故拖延不开盘，为什么政府部门不叫停这一项目，威尼斯公馆的楼层是18米以内吗？如果已封顶，按照他的宣传，按照他的贵宾卡当初承诺，政府部门应严禁他惜盘捂盘,,,
申请康复养老院,已办理,医疗 建言,匿***,2017-03-0115:14,        崇明县城桥镇鳌山路611号老年护理院频临关闭状态，有许多年迈老人想住进来却苦于上面“只出不进”政策进不来！     值崇明生态岛开发之际：申请开办养老康复医疗，以给城桥夕阳工程一份力！,上海市崇明区新闻中心,        崇明县城桥镇鳌山路611号老年护理院频临关闭状态，有许多年迈老人想住进来却苦于上面“只出不进”政策进不来！     值崇明生态岛开发之际：申请开办养老康复医疗，以给城桥夕阳工程一份力！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		崇明区 >
    
	崇明区区长李政（代）
"
我家地被村里人占用盖了房,已办理,三农 投诉,匿***,2017-02-2810:24,我丈人家住崇民横沙东兴十一队。家里有几亩农田。被村里一户在镇上卖电瓶车的占去近一亩在上面盖了房子。丈人找过他们和村里也没个结果。咱家又穷打不起官司。该怎么办。这个房子在东兴十一队1131号后面靠田，里面放了好多旧电瓶车。,上海市崇明区新闻中心,我丈人家住崇民横沙东兴十一队。家里有几亩农田。被村里一户在镇上卖电瓶车的占去近一亩在上面盖了房子。丈人找过他们和村里也没个结果。咱家又穷打不起官司。该怎么办。这个房子在东兴十一队1131号后面靠田，里面放了好多旧电瓶车。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		崇明区 >
    
	崇明区区长李政（代）
"
崇明东亚威尼斯公馆惜盘捂盘怎么惩处？,已办理,城建 投诉,匿***,2017-01-0517:27,崇明东亚威尼斯公馆欺诈购房者九月初开盘，导致购房者低价急售置换，然而威尼斯公馆并不信守承诺，捂盘至今半年有余，政府部门是否能保障购房者权益，对这样的不诚信商家予以惩处，并督促其出售,上海市崇明区新闻中心,崇明东亚威尼斯公馆欺诈购房者九月初开盘，导致购房者低价急售置换，然而威尼斯公馆并不信守承诺，捂盘至今半年有余，政府部门是否能保障购房者权益，对这样的不诚信商家予以惩处，并督促其出售,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		崇明区 >
    
	崇明区区长李政（代）
"
河道管理,已办理,城建 咨询,匿***,2016-09-2214:05,唐区长你好：横沙乡河道整治发现一些奇怪现象，村级河道、明沟在做护坡疏通，但乡级主干河道不作护坡、加深能正常排放水吗？我想问一下，象这样的工作有没有统一规划？,崇明县新闻中心,唐区长你好：横沙乡河道整治发现一些奇怪现象，村级河道、明沟在做护坡疏通，但乡级主干河道不作护坡、加深能正常排放水吗？我想问一下，象这样的工作有没有统一规划？,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		崇明区 >
    
	崇明区区长李政（代）
"
建议崇明新河码头增加自行车电瓶车车棚,待回复,交通 建言,匿***,2016-09-1612:21,唐县长，您好：       崇明新河码头因为没有车棚，导致乘客自行车、电瓶车露天放置，日晒雨淋，特别是电瓶车，损坏率很高。原有的自行车车棚已拆除，到现在都没有建造。现建议把自行车、电瓶车车棚尽快建造，为人民办实事。,,,
崇明的公共充电桩怎么找？,已办理,环保 咨询,匿***,2016-07-0513:41,唐县长好！周末想开车去崇明玩。车是新能源电动车，想知道崇明有没有公共充电桩？充电是否方便？哪里能找到这些信息？有个名叫“充电桩”的app，只能查到上海市区的充电桩资源，崇明的查不到。望提供帮助，谢谢。,崇明县新闻中心,唐县长好！周末想开车去崇明玩。车是新能源电动车，想知道崇明有没有公共充电桩？充电是否方便？哪里能找到这些信息？有个名叫“充电桩”的app，只能查到上海市区的充电桩资源，崇明的查不到。望提供帮助，谢谢。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		崇明区 >
    
	崇明区区长李政（代）
"
前卫村拖欠百姓借款数十年不归还,待回复,政务 求助,匿***,2015-11-0309:14,你好，唐县长！在习书记的领导下，我们现在居然还有百姓生活在水深火热之中，崇明县竖新乡前卫村借了我们的钱长达数十年不归还，家母病重住院急需钱，一次又一次的催讨，村里拖镇里也拖，就是不还。请求县长帮助，能让他们尽快归还我们的血汗养老养病钱！万分感谢！,,,
乱收费得不到解决,待回复,治安 咨询,匿***,2015-10-2516:50,农村自来水费用越涨越高。，乱收排污费至今未解决，政府应给老百姓一个说法。,,,
关于农村宽带网络的问题,待回复,其他 投诉,匿***,2015-08-0709:35,一是网速太慢。二是有时停电，那每月的收费怎么收,,,
活禽乱摆摊,待回复,环保 投诉,匿***,2015-07-2809:31,上海市崇明县城桥镇北门菜场活禽乱摆摊，向各部门投诉无人理睬,,,
耕地,待回复,治安 咨询,匿***,2015-04-1210:52,县长您好！听说明年全部改种树林面积！是吗？,,,
帮我们回家----200名崇明籍的“上海孤儿,待回复,其他 求助,匿***,2015-04-1116:09,县长您好！我们有一个共同的名字—崇明籍的“上海孤儿”当时父母由于生活所迫，将我们遗弃，他们也是万不得已，如果有一点办法，他们也不会将自己的亲骨肉扔出门外。将我们遗弃，也是为我们找一线生路。我们理解生我的父母，同时，父母他们也不会忘掉他不知去向的儿，不知生死的儿。他们内疚悔恨，却又无所适从，他们只能将自己无尽的思念埋藏在心底。父母挂念亲儿，儿女思念父母，子欲养而亲不在，这是我们的痛。唐县长，我们寻亲寻得很苦，很累，江南寻亲会场场都有我们的身影，都有我们渴望的目光，寻亲我们一无所求，我们就为这段亲情，就为找到自己的根，就为在父母面前尽尽孝，就为在父母坟上添把土。苦苦的寻觅，我们终于从上海第一福利院知道自己是来自崇明，我们的力量很渺小，来到崇明无所适从，我们请求您的帮助，愿一个游子的梦，抹平老人无尽的思念。北方有我们的事业，有我们的家庭，我们不会打扰父母兄弟姐妹的正常生活，相反寻亲的结果会使生活更加和谐。我们也不会给政府添麻烦。几十年的北方生活，脚已深深地扎在这片北方的土地。崇明寻亲团200多名崇明弃儿，恳请您为我们搭建寻亲平台，寻找、收集当年无奈遗弃孩子的家人，帮我们回家。我们的qq群是187214323                                                 崇明寻亲团真心谢谢您                                                       2015年4月9日,,,
买淫问题,待回复,治安 咨询,匿***,2015-01-2009:03,城桥镇北菜场西华联超市南弄堂里面有女买淫！买淫场所有盗窃嫖客钱财的违法犯罪活动！,,,
无奈的费用,待回复,其他 咨询,匿***,2014-12-3017:42,唐县长您好，我是向化镇阜康村村民，我想说自来水调价后百姓都无怨言，怎么又多了排污费，我们这里都是老百姓自家安的排污管，自来水公司难道就知道收费，不管我们排污，自来水公司就负责送水从来不管我们排水，公寓小区有统一的排水管道，我们乡村他们什么设施都没有，就收我们排污费，村民跟他们反应，他们就两选择要么交费，要不就给你停水，这跟乱收费有没有区别。,,,
标题,状态,领域,用户名,时间,内容,回复单位,回复内容,回复时间
