违法建筑房何时才能拆除,待回复,城建 投诉,y***,2018-12-2216:09,黄浦区区长巢克俭，你好：   反映上海市黄浦区 人民公园（人民大道36号）大门口，有二个违章建筑：一个是小浦东传统美食，另一家为喜廷便利店，两家都是无证违法建议。大门口这两个违章建筑，已严重地影响上海城市中心的形象！      上海人民公园为上海市一张靓丽的名片，作为黄浦区城市窗口，其存在的违章建筑现象，严重影响黄浦区整洁亮丽的城市形象。 为让人民公园这张城市名片再次靓丽起来，提升游客的舒适感，有关部门要联合进行整治，尽快拆除门口违章建筑，对公园大门景观进行设计改造尤为重要。,,,
我想问下复兴东路高家弄的老房子什么时候拆迁,待回复,城建 咨询,等***,2018-11-1910:43,我想问下区长，黄浦区复兴东路高家弄的老房子有拆迁的计划吗，,,,
西成里自忠路弄堂窄屋内地板斜亭子间不见天日,待回复,城建 求助,b***,2018-09-2216:34,看着周围的同学都拆迁住好房子！我的家仍然是10平米亭子间，楼上是阳台经常雨水把垃圾冲到沟里堵住导致漏终日不见太阳渐渐房屋发霉！屋内地板也因不包含维修范围所以也严重倾斜！实在没法住我也只能搬离在住下去我人都要有忧郁症了不得不借出去在外借房子感觉自己在外漂流！这种房子也不能装修！动一动就要动全身！地板墙壁屋檐哪个不是酥酥的脆脆的！更新不是要看上去好看要做些实质的啊！把钱用在刀刃！上！,,,
工钱,待回复,城建 求助,李***,2018-09-1807:18,巢区长你好，我是一名做钢结构防火涂料的工人，在人民路和新开河路旁工地做工！至今完工有几年了，工钱迟迟不给，望领导能解决，谢谢！,,,
请问金陵东路300弄的64地块可有动迁消息？,待回复,城建 咨询,甜***,2018-09-0415:05,我户口在那边，动迁从父母结婚到我降世，如今我自己也已30多岁，附近的地块，马路对面都在陆续动迁，我们身后是篮球公园，弄堂出口是两边保护性建筑过街楼等，那边的居民都期盼着能动迁改善居住条件呢。所以想发帖问问！那么多年了，大家的心从热到冷，再从冷到热，任何的风吹草动都能牵起大家渴望动迁旧改的心呢。,,,
区长您好，我被您辖区内上海克缇公司骗取3万元,待回复,企业 求助,w***,2018-05-0819:54,区长您好，我被您辖区内上海克缇公司骗取3万元，麻烦您督促有关部门过问一下,,,
优秀历史建筑顶层违建,待回复,城建 投诉,y***,2018-03-1920:36,反映黄浦区淮海中路481号永业大楼为上海市优秀近代建筑保护单位。但在优秀历史建筑顶层上有多处无证违章建筑，严重地影响淮海中路的形象。希望有关部门按照“实施”精神，尽快拆违影响市容市貌的无证违章建筑。,,,
黄浦区优秀历史建筑顶层多处违建,待回复,城建 投诉,y***,2018-02-2619:09,黄浦区淮海中路481号永业大楼优秀历史建筑顶层上有多处违章建筑，严重地影响淮海中路的形象。希望有关部门按照“实施”精神，尽快拆违这影响市容市貌的违章建筑。 ,,,
彩灯变向,待回复,其他 咨询,匿***,2017-02-2013:41,请问彩灯公园是否迁居仲权镇？还是另有迁居方向。,,,
组织村民开发旅游项目,待回复,旅游 建言,匿***,2016-12-0913:16,区长您好  我觉得光月山应该组织一下村民开发旅游项目，那里的乡土气息太强列，朴实的农民，纯朴迷人的微笑，是现在城市里已经闻不见看不见的了，以前的社火因为社会的变化速度太快，人们一天只忙于生计问题家庭经济问题，已经看不见那曾经的欢声笑语了，现在的好多年轻人已经看不见了也慢慢的消失了，山上的孩子太少都没有办法办学了都慢慢向城市发展，我觉得我们应该保留一些纯真朴实的东西，以前那种大米换苹果时代还留在我的脑海里，脑海一直是那种甘甜纯香的味道。据我观察我觉得光月山不错就是团结不起来，我觉得应该好好利用一下地形发展一下旅游项目，山上空气好有特别香的乡土气息夏天空气凉快，我觉得应该组织发展一下应该让人们多种花和树尤其是花，光月山顶有一颗估计百年的大树在西固城都能看见我觉得晚上应该在树上挂点灯带晚上就特别醒目了，再把路灯按多一点，可以养点马，设定一个安全骑马路线五公里一个人50，在养点山羊和你奶牛专门卖绿色奶，养点鸡，山上的百合也就可以卖出去了。此信只代表个人意见只提供参考意见。,,,
低保，医保所保障？,待回复,医疗 投诉,匿***,2016-12-0316:59,我多次向南京东路服务中心：提交有关材料及我的困难申请，可她们扣克政策和措施所定款项？我与她们所定供养协议也没执行情况？我特向你反映她们的违法违纪行为？,,,
122居民希望早日动迁,待回复,城建 咨询,匿***,2016-12-0113:51,"区长同志，您好！       我是122地块居民，北面123,124地块拆迁多年，西面118也拆迁两年，现在居民与老鼠蟑螂一起生活，困苦不堪，118即将打桩，东面西藏路地铁站已经封闭部分弄堂出口，每每地铁开过震感明显，安全通道已失，南面是断头路，救护车，消防车进出极为不便，老房子80岁以上老人居多，如果不能及时送医非常危险，火警今年已有两次，家里墙壁全部开裂，窗户不能关，小偷不止，118如果打桩危房随时可能会倒，望领导重视！两年前已咨询，说是12.5计划内，然一直没有消息，还是希望能告知何时能解决百姓安全问题！谢谢",,,
警察不抓赌,待回复,治安 投诉,匿***,2016-10-1214:53,上海黄浦区西藏南路686号肇周路易买得三楼里面十几台赌博机。每天上百人赌博。多次拨打110无任何作为。警察去的时候关一会。刚走就又开。里面经常发生打架斗殴事件。放高利贷的套信用卡的。严重扰乱社会治安。希望能整治一下。,,,
黄浦区静修路何时拆迁,待回复,城建 建言,匿***,2016-10-0515:37,黄浦区静修路，庄家街建筑老旧，还在倒马桶，这里的人急切盼望拆迁，改善生活,,,
棋牌室扰民,待回复,治安 投诉,匿***,2016-08-2519:02,你好，我是家住重庆南路30弄小区的居民！弄堂里现在起吗有4家无证营业的棋牌室，每天开到凌晨1点！虽然大家邻里之间也打过招呼说声音尽量小，但打牌的人可不会管你那么多，斗地主输了开始大吼大叫那是常有的事！结束牌局凌晨离开的时候还在弄堂里大声喧哗，搞得别人白天好像都不用上班一样非常闹心！和物业反应不管，居委会只会负责调解，警察出警也没用！实在不知道该怎么办了！这种老房子本来就不是拿来开棋牌室做生意的，隔音效果基本没有！这样下去，一个安稳觉都睡不好了，希望有人能解决这个问题！谢谢了，望领导看到以后能有行动还居民一个良好的生活环境！,,,
外地来沪求职大学生遭遇网络诈骗,待回复,治安 投诉,认***,2016-07-1419:27,区长您好，首先感谢您能在百忙之中抽出时间阅读我们的留言，在此对您致以真诚的问候和崇高的敬意。我是一名来自外省的大学生，来到上海想锻炼锻炼，找一份兼职，在58同城上查到了一家叫“上海灏弘文化传媒”的公司正在招聘平面模特，就去了他们的公司，就在福建中路中悦大楼，进去他们就让我们填一张表，说面试通过后需要签订合同，说这份工作酬劳很高，签完合同后说工作一定需要模特卡，需要去拍照，得交3980元，我就糊里糊涂地交上去了，然后他给我一个地址，让我到虹口足球场的花园路“上海梵谷数码主题摄影”的照相馆去拍照，给我们化妆的时候照相馆又要收取588元的费用，结束后让我们8月5号以后才能拿照片。后来我们开始产生怀疑，和我同去那家公司应聘的几个姑娘有些交了一千多的，有些交了两千多的，也有些交了四千的，加起来受骗金额几乎达到两万。后来我问他们要工作，他们说还要再交一千元才能安排工作，我们越想越不对劲，合同上并没有写明我们到底需要交多少钱，也没有写明他们如果违约不提供工作给我们需要承担什么责任，就去报了警，可警察说这种现象普遍存在，如果我们想把钱追回来就必须要请律师，可我们几个小女孩，根本没有钱去请律师。就算请了律师也不一定能维权，掉进这种陷阱里的女孩不止我们几个，还有很多，希望警方能关注一下这方面的情况，将这些黑中介公司调查一下，不要再让更多的姑娘上当受骗。非常感谢！       ,,,
请求不要取消厅西路延街摊位,待回复,其他 建言,匿***,2016-06-1813:22,尊敬的领导，我是一名外地在沪农民的孩子。我的父母目前在黄浦区半淞园街道厅西路上买菜，最近听说厅西路的摊位要取消了，父母要失业了。我请求领导能够考虑我父母年纪大了再就业困难，不要取消厅西路延街的摊位，或者考虑能够给予适当安排照顾。谢谢领导。,,,
老西门何时动拆迁？,待回复,城建 咨询,匿***,2016-04-1916:37,老西门梦花街静修路那一代已经是近百年的建筑了，房子无厨卫设备，环境脏乱差，居民至今拎马桶中…问何时能动拆迁？希望政府能重视一下民生！,,,
老西门动迁,待回复,城建 求助,匿***,2016-03-1609:52,是的，我们都动迁了10年了，还不知要等到几时，家里的老人都要90岁了。,,,
老西门拆迁问题,待回复,城建 求助,匿***,2015-10-0113:59,前几天又看到其他地段拆迁了，内心十分难过，我们老西门静修路何时能有自己的新房，天天还在用马桶，几带人住一个不到十平方的房子，真的是无法生活，望领导能尽快帮我们解决住房问题，谢谢,,,
投诉厦门路浙江路交汇处夜排档,待回复,环保 投诉,匿***,2015-09-2213:32,区长您好 位于厦门路浙江路口长达10年之久的夜排档 每晚浓烟滚滚 住在周围的居民怨声载道 周围绿色植物在长期的污染下已经枯萎 再加上傍晚一桌一桌的食客发出嘈杂的声音 严重扰民 居民根本无法入睡 家中都有老有小 老人有严重的呼吸系统毛病 小孩对空气过敏 城管来过几次也只是过场 没有长效管理 我们处于南京路步行街的周围 经常有外国游客路过此处 四行仓库博物馆也位于旁边 目前正在整修的浙江路桥 必由此过 实在影响上海的市容形象 恳请区长帮我们老百姓解决这个老大难问题,,,
陆家浜路中福面料市场路口乱设摊扰民,待回复,城建 投诉,匿***,2015-08-2114:55,尊敬的领导：    我是陆家浜路中福花苑的居民，由于陆家浜路两边由两个街道管理，靠南仓街这边加强了乱设摊管理，导致另一边中福面料市场路口乱设摊严重，不但影响交通，车辆喇叭声不断，而且油烟味弥漫，沿街居民不能开窗。半淞园路街道和中福物业都置之不理，没人管理。希望市领导能从老百姓民生出发，以人为本，安排城管或相关部门对此扰民现象进行治理。上海是个国际化大都市，乱设摊现象对上海的形象有很大影响，希望市领导能加以重视，尽快解决。,,,
在黄浦区沙家街大林路馬路边早晨摊贩生煤球炉。,待回复,环保 投诉,匿***,2015-08-0708:21,早晨空气格外清晰。可是马路边小贩生煤球炉子烟气冲着清晰的空气给污染了。据说是没有人管的。,,,
我们的家苑空气质量给人为破坏了。请救政府救命,待回复,环保 投诉,匿***,2015-08-0610:46,地处沙家街大林路一带。天天凌晨早上4、5点钟我们楼上居民还没有起床了。底下杂食点心摊位已生炉子。这个生煤球炉炉子的烟气每天冲着住家户。实在是难受。上海政府早就严禁生煤球炉了。怎么现在很多摊位还有生炉子。,,,
城隍庙上海老街店铺消防安全隐患严重,待回复,城建 投诉,匿***,2015-07-2014:33,本弄堂位于上海市黄浦区方浜中路45弄上海老街上，现弄堂口设一家玩具店（玩具总动员），长期设摊占用人行通道，并对弄堂的人员进出造成影响，并将摊位边停车场消防疏散通道长期封堵，造成极大的安全隐患，另白天设摊占用人行道，将消防栓封堵，夜间用铁质门包围店铺外围，将消防栓包裹在其中，我弄堂属于老式木质结构房屋，一旦发生火灾，消防车辆无法进入，消防栓无法使用，造成居民重大的安全隐患！已投诉多次无效，希望消防部门尽快处理！,,,
有没有改造消息,待回复,城建 咨询,匿***,2015-07-0514:36,有没有黄浦区949号的改造消息，住房条件实在太差,,,
繁华南京东路背后的倒马捅生活,待回复,城建 求助,匿***,2015-06-3010:20,汤区长你好！改革开放三十年有余2015年又迎来新一届政府就职，中国各个领域都在腾飞我们作为几代人生活在上海人来说看到了日新月异变化的上海这个国际大都市，但是我们还是过着在繁华南京东路背后的北无锡路拎着马桶的生活，屋顶漏雨不断修不断漏（因为屋顶野猫猖獗奔跑所至）我们还是过着三十几年前的生活，质量无所谈起…希望汤区长再在百忙之中关心下我们老百姓的生活！给个意见吧！,,,
上海南京路上欺诈外地游客的宾馆,待回复,旅游 投诉,匿***,2014-11-1917:57,初来上海南京路旅游 被所谓的汉庭海友宾馆拉到他们在山西南路350号物资大厦4楼的店里住宿 入住了才发现原来是个群租的公寓 外面招牌还是挂着白领公寓里面住着各种群租的人  和我们说算便宜给我们  我们才入住的 谁知道住了两天要走了 还不给我们开发票 这不是黑店吗 还逃税漏税 群租的地方里面各种证照都没有还营业住人的 被拉进来的都是外地游客都会被骗的 请不要再让我们这些外地游客来上海被他们骗了。 ,,,
本人对拖欠学生工资的补充,待回复,企业 求助,匿***,2014-10-3016:04,经过多次的催问和投诉，我们三人于今天收到了部分工资，可是公司领导说:公司有规定，每超过一千元的工资要扣掉9%税。而这项规定事先我们并不知道，这个规定是不是违背了不平等条款？并且把我们出差垫付的住宿和公交费当做个人工资，这合理吗？即使要交个人所得税也是不应该把我们垫付的钱当工资来扣吧。希望我们的困难得到领导帮助，谢谢！,,,
公司拖欠学生工资,待回复,企业 求助,匿***,2014-10-2914:17,区长您好！本人暑假在地处黄浦区福州路浦汇大厦的GFK公司做兼职。当时公司招聘的人说公司需要出差，不过公司会给一部分的资金，我们自己先垫一部分，等下个月末就会结工资。而当时公司也没有跟我们签劳动合同，只是签了领用公司物品合同，于是就培训上班了。跟我一起做的同是两名大学生，我们被派到外地工作，所有的吃住的钱都是我们垫付的，都把自己学费和生活费都垫完了，可是完工以后公司只给了我们路费。我们是7和8月分做的，到现在还没给工资和异地住宿和公交补贴，工资；问公司领导他们回答总是:我不知道！我们都是来自农村的学生，暑假就是想挣点学费和生活费，可是公司这样骗我们，现在不仅没挣到学费，反而连学费都交不上了。所以向政府求助，希望政府可以帮助我们！谢谢！,,,
该不该买五险一金,待回复,治安 咨询,匿***,2014-09-0415:00,区长你好:我是在上海三人行餐饮有限公司职工，从二零零四年在该公司的餐厅上班，到现在己十年了，该公司对每位员工都没有买什么险和什么金，请问劳动法在上海没用吗？强烈要求给我们补办五险一金。,,,
太脏了,待回复,治安 咨询,匿***,2014-08-0117:14,在会嵇路。38弄这条弄堂太脏了无人管是拾荒人的天地,,,
士林华苑有消防隐患，希解决,待回复,治安 求助,匿***,2014-05-2311:18,河南南路555弄士林华苑22号底楼业主将三套房全买下来，在装修时将其中一个消防门堵死了。万一发生火情，后果不堪设想。希望政府出面干预。,,,
标题,状态,领域,用户名,时间,内容,回复单位,回复内容,回复时间
