拆除老建筑旁的违规搭建——“玻璃房”,待回复,城建 投诉,y***,2018-12-3014:05,徐汇区区长方世忠，你好：     反映徐汇区华山路855号复兴西路华山路口老建筑旁有个无证的违章搭建“玻璃房”，这违法建筑不仅占据了公共部位，而且更妨碍了优秀历史建筑的修缮，还严重影响徐汇区全国文明镇的形象。     希望有关执法部门按照“五违四必“精神，对影响城市形象的这处违规“玻璃房”依法予以拆除整治，让城市市容秩序更加规范，城市环境更加整齐，切实提升徐汇区城区形象。,,,
歺饮破墙开后门，油烟无证扰民,待回复,城建 求助,黑***,2018-12-0922:43,尊敬方区长大人：你好：我们是徐汇区小木桥路339号居民，投诉楼下店面房东“良友集团”租给了，羊肉面馆，药膳鸡锅店，香辣鸡米馆店，破墙开后门，违建撘阁楼，三家通宵经营，油烟，浓烈辛辣味，羊肉膻臭味非常严重，剌鼻呛喉，却难以开窗换气，晾晒衣被等，日，夜锅，碗，斩肉撞击声，剌耳马达声，厨房间上面就是居民的卧室，使人头晕脑张，咽痛咳嗽不停，很难睡眠休息体征不段下降，极大影响了居民身体健康，生活。我们全体居民坚决要來取缔。谢谢！！！,,,
聚众赌博扰民,待回复,城建 投诉,弄***,2018-12-0422:24,尊敬的区长，您好！我举报的棋牌室赌博场所位于上海徐汇区襄阳南路239弄3号1楼，该户主非法开设棋牌室内设多台麻将机，聚众赌博。该棋牌室违法聚众赌博，通常营业至凌晨2~3点，麻将声、吵闹声、桌椅拖动声等极其嘈杂，严重扰民。该棋牌室营业时间长期大开房门，参与赌博人员素质低下，严重影响居民楼卫生与安全。每天赌博人员络绎不绝，车辆随意停放，人员进出复杂，安全隐患尤为突出。每天棋牌麻将声，吵闹声，桌椅声~每天营业到半夜，附近居民根本无法安静休息睡眠，甚至影响白天的工作！周边居民曾多次联系物业、社区居委会及110，均沟通无果，影响极其恶劣。当地派出所也表明无法取缔，现在徐汇区正式文明建设中，小区无证经营场所应当关闭，望解决。恳请关注并解决，谢谢！,,,
牛肉拉面馆取缔现换成羊肉面馆扰民无证无照 [,待回复,环保 求助,黑***,2018-09-2819:35,求助、环保我们是徐汇区小木桥路339号居民投诉牛肉拉面变成羊肉面馆，羊肉膻真很严重，晒衣服都不能哂，羊肉馆开后门，违建搭建阁楼，最受伤害的二楼居民，羊肉面馆无证无照扰民要求取缔。求助方区长大人请帮帮我们老百姓的忙，给我的良好的生活环境，健康，干净卫生，安全的万年。谢谢！！！,,,
拆除违规楼顶户外广告,待回复,城建 投诉,y***,2018-09-2413:55,徐汇区区长方世忠，你好：     反映徐汇区吴中路100号、118号楼顶各有一处违规户外广告（广告内容为锦江汽车服务中心、嘉州汽车、锦江汽车等）。多处大型户外广告设置年限已久，四周都是交通要道，如大风一刮非常的危险，市民对这个巨大的公共安全隐患防不胜防，就像一颗颗炸弹时刻威胁着市民的生命和财产安全，存在严重的安全隐患。近期黄浦区南京东路132号一商店店招脱落，砸中9人，这一血的教训，应引起有关部门领导的高度重视。上海市人民政府办公厅近期发出《关于全面开展空中坠物安全隐患专项检查的通知》，要求各区政府、市政府各委办局及各有关单位加强针对空中坠物安全隐患的专项检查，着力消除隐患，不断强化城市精细化管理，确保城市运行安全。希望徐汇区政府根据本市户外广告专项整治方案要求，在国际博览会前，对影响城市形象的多处违规楼顶户外广告依法予以拆除，保障行人的安全，切实提升徐汇区区城区形象。,,,
牛肉拉面馆取缔现换成羊肉面馆扰民无证无照,待回复,环保 求助,黑***,2018-08-1609:39,我们是徐汇区小木桥路339号居民投诉牛肉拉面变成羊肉面馆，羊肉膻真很严重，晒衣服都不能哂，羊肉馆开后门，违建搭建阁楼，最受伤害的二楼居民，羊肉面馆无证无照扰民要求取缔。求助方区长大人请帮帮我们老百姓的忙，给我的良好的生活环境，健康，干净卫生，安全的万年。谢谢！！！,,,
小区停车费问题,待回复,其他 咨询,万***,2018-02-0705:30,区长你好，我是来沪务工在桂林路长丰坊租住一套房，从2017年10月份小区停车费改革，小区住户停车每月150元有租房合同每月300元，不知道小区停车费两套标准合法吗？,,,
中环路浦东到浦西出口设计不合理，造成严重拥堵,待回复,交通 投诉,S***,2018-01-0110:14,区长您好，    我在张江上班，每天开车从浦东回平阳新村都要面临严重拥堵，中环路从浦东过来，出口严重缺少，从济阳路到漕宝路共7公里，只有两个出口，一个是上中西路（两车道），下一个是漕宝路（一车道）（虽然虹梅高价刚开通一个出口，到银都路才有出口）。上中西路出口就是交叉往浦东方向入口的红绿灯，这是出口不畅的重要原因。如果在老沪闵路，虹梅路或者沪闵高架再增加一个出口，上中西路的拥堵程度会缓解。再说漕宝路出口，如果正常排队，每天没有20分钟以上不能从该出口出来。一方面因为前面出口少造成车辆积压，另外一方面漕宝路的出口设计有很大的缺陷：只有一个单出口，而且该出口直接连接的是掉头车道，掉头的车本来就多，只有一个车道，红绿灯时间不够（我也没有弄明白这里掉头为什么要有红绿等），导致排队车辆来不及掉头就堵进中环了。由于拥堵严重又只有一条出口车道，每天下班高峰在这里上演插队反插队的惊险环节，也影响社会公平，造成特别大的社会资源浪费（时间，燃油等）。希望相关领导能做好规划，能解决交通系统的突出问题。谢谢！    顺祝新年快乐！    市民 彭先生,,,
商家建设导致小区房屋倾斜，屋内墙壁破损严重。,待回复,城建 投诉,匿***,2017-04-2403:48,尊敬的区长        家住徐汇区天等路259弄阳光新景，四年前临近商城（上中西路280号天等路凌云一街坊）建造过程中导致我小区临近几栋房子有严重破损，当时商家业主和居委会，楼组长多次讨论也承诺赔偿，四年过去了没有任何进一步发展，我也多次去居委会了解情况，都是已房屋已交付物业没有办法联系解决问题敷衍。        前段时间我也联系了房建办，永远问我住哪住哪。我的问题需要他们解决商场无法联系的问题，一次次的打断我想说明的问题。等待了几天，他们只联系了居委会，我希望机关部门是可以联系商城负责人实际的解决问题，回应是他们做不到，依然没有得到很好的回应。        我希望区长能解决小市民的生活保障。,,,
田林65弄老人们因无法推进改造而失落伤心,待回复,城建 投诉,露***,2017-04-1110:39,上海徐汇区田林路65弄田林二村老破矬的，很多老人因为没有浴室在家搬浴盆洗澡，很多老人都有上厕所还要爬一层楼梯摔跤的经历，重则肋骨摔断。有些老人，病危连救护车都开不进来急救，只因为很多租房的人群私自改造，把路都给堵上。现在好不容易他们盼来了改造，却迟迟推动不下去，究其原因，更多是私自改建的人不愿意，也不知道是不是原有居民还是租房居民，也不知道为什么这么利好的事情，有些人不同意，然后耽搁的最后，确实那些真真实实需要帮助的老人，他们迫切需要改善生活条件，提高自己晚年的生活质量。儿女们也希望每次回家不用担心楼上的私自搭建的楼棚突然掉下，真心希望政府能够加快落实这边的大家强烈的改造计划！！！,,,
徐汇新城小区地面私装地锁严重，投诉不见整改,待回复,城建 求助,b***,2017-04-0116:40,我是徐汇新城（龙吴路1717弄）的居民，自小区竣工以来在小区地面公共车位私自安装地锁成了无人监管的“常态”，新进居民都无处停车，有些车位虽然空着但是因为有地锁，导致停车资源的浪费，以及因为没地方停，有些车主就停在绿化上，导致小区内大片绿化被破坏。小区内的居民曾经多次向居委街道拆违办投诉，但是地锁问题依然得不到解决。我求助与您，我殷切期望您能督促相关部门，让我们小区地锁问题得以解决，并加强对我们小区职能部门的领导，逐步改变小区管理的无序状态。给我们一个好的安全的生活环境，谢谢。,,,
随孩子到上海居住老人的困难,待回复,其他 求助,碧***,2017-03-1110:08,给“人民网”留言：好高兴，有听取群众意见的官网了，我们国家真的在发生翻天覆地的变化！向我们的党倾诉我们的心声和难处。我是一位中学退休教师，在低工资年代工作了30年，如今退休，跟随女儿来到上海生活，由于户口不能随来，所以在生活中带来诸多不便，没有上海医保，看病成了麻烦之事；到了该免费乘坐公交车的时候，也没有免费交通卡，本该享受的福利，却得不到。深表遗憾！政府是否可以考虑，在一个非户口所在地连续居住多少年后，也可以享受免费交通卡！我家孩子在上海工作每年的税金十多万吧！但她的父母在这里却享受不到老人应该有的待遇。,,,
无证经营、严重扰民,待回复,城建 投诉,匿***,2017-02-2007:39,方区长:         我们是本区复兴中路1282弄部分居民，因本弄3号，4号、5号(本弄只有1号-5号)房主将底层出租，而承租方无证经营，分别开设美容、美甲(3号)，纹身刺青(4号)、咖吧茶坊(5号)，至使本来安静整洁的弄堂每天喧闹至深夜，小区安全防盗铁门整夜不能关闭，造成极大治安隐患。三家营业场所为了各自利益，抢占弄堂公共通道，造成居民出行极大不便。望方区长督导有关部门详查整治，停止严重扰民行为，还本弄居民安全、祥和的生活环境。谢谢!                                                          复兴中路1282弄部分居民,,,
公共卫生间收费,待回复,其他 投诉,匿***,2017-01-1908:51,徐汇区康缨菜市场，我上完卫生间出来，他们要收费，他们还告诉我只对市场里面的人不收费，外面进来的一律收费，门口也没有收费公告，公共卫生间要收费合理吗,,,
漕溪二村50-61号小区门口，餐饮无证经营,待回复,城建 投诉,匿***,2017-01-1817:40,尊敬的领导，您好.徐汇区漕溪二村50-61号小区门口的楚园村饭店，无证经营多年，环境污染油烟噪音严重，联系12345多次，但未解决。望领导关心群众，解决有窗不敢开的难题。,,,
居民老房装修改造装修队乱收费,待回复,其他 投诉,匿***,2017-01-1316:35,区长，你好。我是上海市徐汇区襄阳南路435号的居民，现在我们居住的地块在进行老房的装修和结构的加固，这些应该是为老百姓做的事实工程（不应收取费用），但是里面的装修队一直私自乱收费，夸大装修价格，从中收取装修费用，就拿意见居民的厕所来说，他们就改造贴一下瓷砖，装一下马桶要问我收取5000元的费用，也不提供发票和清单，说你们不同意你们找外面的人弄，但是这个应该是老房改造的一部分啊。这种情况希望区长能够及时了解一下，及时给反馈意见，谢谢,,,
田林路沿街商铺噪音,待回复,环保 求助,匿***,2016-12-3016:32,田林路64号妙口全国农副产品大卖场真是嚣张跋扈，促销高音喇叭放的震天响，有时候还用麦克风吆喝！110前来阻止，刚走不久，这家妙口毫不把警察的告诫当一回事，更加报复性开大音量！我们连窗也不敢开！在家休息成了折磨！从2015年10月开业至今噪音问题一直得不到解决，期间还租给苹果园水果大卖场，这家也厉害，居民们打电话去城管，110，居委会投诉过不知道无数次！今年10月妙口又打道回府！暂不说商铺出租当中有几道房东，但田林这条商业街的喇叭促销真的要管管了！签租约的时候就要写明居民区禁用高音喇叭，违约者就应该罚款还不悔改的就吊销营业执照予以惩处！,,,
老板不给钱,待回复,就业 投诉,匿***,2016-12-1216:07,我帮老板做事，事的做完了（7月份做完的）每次叫他给钱都说下个星期给，但是一直没给我，现在打给他直接我电话拉倒黑名单了，连电话都打不通，希望领导帮我解决谢谢！,,,
违规无证破墙开门应依法拆除,待回复,城建 投诉,y***,2016-11-2416:25,上海市徐汇区桂林路567号小区门口违规无证破墙开门，无证开设小买部经营。对无证违规破墙开门、无证经营行为，徐汇区政府要求有关执法部门按照《实施》精神，坚决予以依法拆除，并恢复原样。,,,
上海保保网络科技有限公司,待回复,治安 投诉,匿***,2016-11-0717:11,"各位领导好:我是在广州做保险的,和上海保保网络科技有限公司达成协议,他们帮我介绍15个经他们筛选过有意向,可以见面谈保险的有效客户,9月28号晚上20:02分打2999元钱给保保网,从10月7号国庆放假回来后,就联系不上对方的业务员了,400服务电话,叫我联系他,至如今打电话不接,微信不回.就无人管了,此类诈骗事件,恳请领导百忙之中能抽时间严查此事帮讨回2999元钱,以免更多人上当.以免更多人上当.多谢!多谢!",,,
违规无证破墙开门经营,待回复,城建 投诉,匿***,2016-10-2819:06,     反映徐汇区桂林路567号小区门口违规无证破墙开门经营，对无证违规破墙开门、无证经营行为，徐汇区政府要求有关执法部门按照《实施》精神，坚决予以拆迁，并恢复原样。 ,,,
街边乱发小广告问题,待回复,其他 投诉,匿***,2016-10-2411:11,在漕宝路上海光大会展对面车站有些发售楼广告人员，希望政府有关部门管理一下。,,,
求医,待回复,医疗 求助,匿***,2016-10-1910:40,尊敬的方区长:您好!在上海复旦大学附属眼耳鼻喉科医院，我喉内诊断新生物，住院部己预约，让回家等2到3个月通知住院，我觉得是不是太长了，如是恶性肿瘤，那让我回家等死何异？白衣天使们，救死扶伤是你们的別名，请尽快给我手术吧！我上有老下有小的年龄啦，等不起啊！更请求领导在百忙之中体恤民众疾苦，协调帮我尽快入院治疗。,,,
舒海出租斩客,待回复,交通 投诉,匿***,2016-10-1615:51,今年9月27日，我同老伴在龙吴路银都路扬招了一辆舒海出租车（红壳子），上车后报了目的地（番禺路新华路）。见该司机楞了一会，当时我就在想，又不是冷僻的路，于是又问了句，你是否不熟悉？回答晓得。我也就没在意。直到途中上了高架，（那一段路我也生疏）。还在想，可能该司机有捷径，就随他开吧。直到看到（龙之梦），才觉得可能在（故意）绕道？到了新华路，显示95元（正常不会超过5拾元)。于是我说了句：今天开的时间长了。也因有事在身没有多理论。司机居然会问我发票要伐？回答：当然要。《平常多数是坐大众强生锦江的车说实在很少索要发票》。办完事在附近吃了饭，特地扬招了一辆(大众)回程。到了目的地，显示42元。我打了该公司投诉电话问正常收费多少？无法回答。给了我另一电话（忘了，可查）。我打了该号码，又要我打原来（舒海）电话。这次是要我把发票上信息报了，最后我问了句：什么时候答复我？回答15个工作日。却至今没有该公司任何回复。在网上也看了不少对该公司的\'评价。我以作为国际大都市的上海，如不对此类丑恶现象进行有效遏制，无异于纵容。极大地有损上海应有的大都市形象吧！我会耐心等待有关职能部门给我一个答复，不仅仅是几十元钱的事。此致！,,,
舒海出租,待回复,交通 咨询,匿***,2016-09-2910:53,大众等出租车单价为2元5。舒海却是3元8。合理吗？为什么？,,,
关於对舒海出租车的投诉,待回复,其他 建言,匿***,2016-09-2910:22,对该公司司机斩客的投诉需十五个工作日回复是否合理？,,,
请对这笔款项进行审计,待回复,城建 投诉,匿***,2016-09-2010:56,我是徐汇区虹梅路2015弄航天新苑小区的住户。今年8月，街道拨款对这里的2次供水进行改造。但是，这里的“改造”并没有对供水系统进行一点点实质意义上的改造。而是对破坏了原有的供水系统。施工队仅仅把原来很好的水管割断，用上新水管。而且原来的水管都是从墙里走的暗管，新管全部在走廊里横7竖8乱穿，很不美观。更为重要的是这笔款项是用于二次供水改造的，让居民喝上干净的水，可“改造”后，居民任然喝水箱里的水。对此，居民意见极大。好端端的水管，被搞得乱糟糟的。这种工程到底是民生工程、名声工程、还是败家工程。居民们期望的改造，怎么改造成了这样。居民们不禁要问：施工队的选择是按照程序进行招标了吗？改造工程的项目清单核实了吗？改造的结果与居民、与管理部门的期望一致吗？,,,
关于枫林街道沈家里老公房改短租旅馆的问题,待回复,城建 求助,匿***,2016-09-1717:22,尊敬的方区长：  您好。枫林街道沈家里居委东安二村系50年代建老公房，本就因老旧存在脏乱问题。又因附近有肿瘤医院，有大量外来就医人群，目前越来越多肿瘤医院的黄牛在沈家里做起了二房东，把好好的社区改成了短租旅馆，脏乱差现象及治安管理问题越来越严重。  建议能够着手尽快处理，原因如下：  其一，沈家里大部分老公房是公有性质的租赁房，房屋使用者依据法律没有对外租赁的法律权利；  其二，之前小区有发生过火灾，短租客和流动人口过多造成的脏乱差问题和治安问题已经给原居民造成了非常的的不安全感；  其三，二房东和短租客是不存在对物业使用的责任心的，放任不管这种现象会原来越严重，安全问题发生的概率正在不断加大，等到发生严重的治安事故将为时已晚。希望方区长能够督促相关部门，为上海居民提供一个干净，有序，安全的生活环境，不胜感激。韩斌,,,
赌博机不除危害社会,待回复,治安 建言,匿***,2016-08-2615:21,本人举报上海市徐汇区龙吴路2412号二楼中数网络藏有7台大型赌博机捕鱼机翻牌机，每天涉及赌资高达几十万，多次报警都无效，民警过来走场子之后赌博机仍然继续运营着，有多少人因为赌博机输掉所有积蓄妻离子散給社会带来极大危害也提高了犯罪率，希望有关部门严厉打击,,,
卫生太差了,待回复,环保 求助,匿***,2016-08-0912:16,书记你好。我 是上海市徐汇区建国西路288号上海建工二点集团工地工人，里面的食堂卫生太差了。吃饭的时候还有时候吃的剩菜。酸酸的 人得很多，工作人员什么口罩也没带过 当天没有卖完的，请问卫生局下来调查调查。,,,
