东安二村小区开棋牌室，严重干扰老人小孩。,待回复,治安 投诉,淡***,2019-05-2708:38,尊敬的鲍炳章书记：    您好！    我是东安二村 28 号楼原居住民，在此投诉举报我栋二楼 204 室，在居民区内私自开设棋牌室，共计摆放三张麻将桌，每天都有不同的人来打麻将。    每日赌博时间集中于12:00—18:00，甚至有时周末的19:00—24:00。    该棋牌室实属违法聚众赌博，麻将声、大吵大闹声、桌椅拖动声等极其极其嘈杂。东安二村本属于老小区，房屋结构本来就比较单薄，隔音又不好，居然还开立在楼体中部，本栋居民苦不堪言已多时，导致现在本楼的老人每日怨声载道，小朋友都没有一个良好的在家的学习氛围，周末休息的上班族也不能好好休憩，甚至有时楼下的防盗门都不能正常关闭，导致邻居交通工具丢失。曾有邻居拨打110投诉举报过，但该棋牌室老板只是连连敷衍，警方和物业沟通均无果，称其本地人，能奈他几何？影响极其极其恶劣。    在此恳请有关部门关注并解决，还居民美好安定生活，谢谢！,,,
百家宜莱博顿淋浴房蛮横无理,待回复,企业 投诉,b***,2019-05-0217:52,书记您好！我们在装修期间在徐汇区瑞金南路百家宜下单了一个淋浴间，销售没有做到信息告知义务，隐瞒消费者情况，完全误导我们下单了一个我们不想要的淋浴间，还是我们自己过去看才发现的，但是他们以已经制作为由拒绝撤单，甚至都没有走到安装这步。我们深感欺骗，求告无门，实在绝望，还请书记百忙之中处理，非常感谢！,,,
希相关部门严厉打击网络主播假慈善 蹭热度 炒作,待回复,文娱 投诉,卧***,2019-03-2911:05,3月20日左右上海某区沈X走红网络直播平台（抖音 快手）过后，全国各地的主播网民齐聚上海，去和他拍视频，做直播，在抖音平台网友拍摄的视频里，沈X说了他没有授权任何人开直播拍视频。这些主播和网名的行为已经侵犯别人的肖像权了，因为他们拍视频和做直播都是为了营利。这些主播和网民影响沈X本人的生活及周边居民的生活，一个宽容、自由的社会，是应该尊重沈X先生流浪与言论的自由，但愿我们的社会不是如此娱乐化，如此地堕落！应该说知识分子的堕落，是一个社会和一个民族彻底的和最后的堕落近日发现抖音直播平台一主播坐拥50+万粉丝，天天上传视频卖书，声称将书本卖出的钱全部拿出去做公益，视频上传至抖音直播平台，借此吸引粉丝关注“送礼物”实现获利目的。她的做法是否符合慈善法的规定，是否违规违法，是否违反社会公德，是否损害社会公共利益，希望相关部门加强监管力度。她利用抖音平台开展慈善活动，平台有没有监督她做公益，希望不要在发生类似四川省凉山州假慈善事件，扭曲了慈善的真正价值！,,,
斜土路双峰北路工地扬尘污染,待回复,环保 投诉,Z***,2019-03-1310:43,您好，想向您反映徐汇区斜土路双峰北路一工地的严重空气污染问题。该空气没有任何环保措施，工地造成的扬尘影响了周围一大片居民的正常生活。六点多小区里的灰尘跟大雾一般。没有污染的天气，房间窗门紧密的情况下屋内PM2.5还是高达150左右。希望区政府可以加以重视，非常感谢！,,,
市区居民养鸽困扰邻居,待回复,城建 投诉,小***,2019-03-1016:19,书记您好，龙华西路81弄35号501住户长期养鸽，严重影响邻居，阳台窗户从来不敢开，都是鸽子屎鸽子毛，夜里睡觉都听到鸽子叫,,,
上海某金融公司现金贷业务、暴力催收、利息畸高,待回复,金融 求助,给***,2019-01-2910:16,本人于2016年2月申请上海麦子金服旗下诺诺镑客金融服务有限公司的一款现金贷产品（名校贷），借款30000，实际下款24000，每月还款1130.33元。还款期间发生逾期，平台对本人身边朋友、同事进行无数次电话骚扰，甚至是侮辱。谩骂、人身攻击，对我的工作和生活造成非常大的影响，现请领导协助解决。,,,
违章建筑房何时才能拆除,待回复,城建 投诉,y***,2019-01-2516:36,徐汇区委书记鲍炳章，你好：    反映徐汇区华山路855号复兴西路华山路口老建筑旁有个无证的违章搭建“玻璃房”，这违法建筑不仅占据了公共部位，而且更妨碍了优秀历史建筑的修缮，还严重影响徐汇区全国文明镇的形象。希望有关执法部门按照“五违四必“精神，对影响城市形象的这处违规“玻璃房”依法予以拆除整治，让城市市容秩序更加规范，城市环境更加整齐，切实提升徐汇区城区形象。,,,
无良享骑扣留押金无法退还，投诉失败,待回复,金融 求助,L***,2019-01-2408:11,"书记您好：  我于2018年12月申请退换享骑押金，原因是市区大多数地方无法使用，造成不便。  账号原有的118余额无法退还，但299元诚信金缺被无良商家扣留，答应的7-15天退还。但一个多月仍渺无音讯。电话客服没人接，app里的客服更是没人回。寻找享骑微信公众号内的客服也没有人回应。  曾在微信公众号多次登记，均无回应。  望上级领导看到，能帮我投诉他们，成功退还押金，谢谢！",,,
违法建筑房何时才能拆除,待回复,城建 投诉,y***,2018-12-2108:31, 徐汇区委书记鲍炳章，你好：反映徐汇区华山路855号复兴西路华山路口老建筑旁违章搭建“玻璃房”，这违法建筑不仅占据了公共部位，而且还严重影响徐汇区全国文明镇的形象。希望有关执法部门按照“五违四必“精神，对影响城市形象的这处违规“玻璃房”依法予以拆除整治，让城市市容秩序更加规范，城市环境更加整齐，切实提升徐汇区城区形象。,,,
户籍证明开不出,待回复,政务 求助,W***,2018-11-3011:16,我是吴xx，我是挂在徐家汇派出所的公共户口，因为租不起徐家汇的房子，所以派出所就以我在徐家汇没有租房备案登记不给开户籍证明，我怎么办,,,
享骑电动车退押金,待回复,金融 投诉,j***,2018-11-2916:49,我于11月2号注册的享骑电动车。并交299元押金。用了一次车。我们公司楼下没有停车点，很不方便。我就当天申请退还押金。它们上面写着押金退还需要7到15个工作日。可是这都快一个月了押金还没退回来。,,,
车辆停放在高压线下存在安全隐患，请予以取缔。,待回复,城建 投诉,贺***,2018-11-2310:01,政府、电力公司领导：上海市徐汇区属漕河泾开发区管理的虹许路58号（包含桂果路700号）其停车场设置在220KV高压线下。此停车场无消防设施，无安全评估，无营业许可证，无专业人管理。其停放的车辆里有大量汽油，车辆相互挨的比较近。车辆停放在高压线下存在安全隐患，请予以取缔。,,,
诉求：关闭停车场、拆除彩钢房,待回复,城建 投诉,贺***,2018-11-2009:05,诉求：关闭停车场、拆除彩钢房事发时间：从2016年----到2018年11月10日事发地址：上海市徐汇区虹许路58号（包含桂果路700号）诉求内容：1、上海市徐汇区虹许路58号（包含桂果路700号），系高压220KV线路（铁塔）下方拆除“五违”后遗留下的空地，现用于各种汽车销售公司停放4S店车辆、搭建彩钢房用于修理、试验、经营。2、现请求关闭停车场、拆除彩钢房。追究同意将上述空地出租的相关责任人的责任。事实：上述空地无正规合法用地手续，没有停车场运营许可证，没有得到供电局、高压线路管理部门同意，擅自违规操作；理由如下：1、此空地因车辆大量囤积，无正常车辆进出通道，现在车辆里有大量汽油，发生火灾，无法及时撤离。2、搭建的彩钢房无固定基础，夹心为易燃材料，遭遇火灾，大风无法预料后果。3、停车场新的车辆都是大板车运输，并都是半夜进出，嘈音惊小孩嘈老人，无法入眠。4、4S店每天在停车场试车发出轰鸣刺耳声音。白天都不让人安身。5、4S店每天在停车场试车、维修车辆汽油味特重，让人提心吊胆。6、此空地无合格消防设施、无土地使用证、无停车场运营许可证。相关法律法规：1、《电力设施保护条例》 第四条：电力企业必须加强对电力设施的保护工作。对危害电力设施安全的行为，电力企业有权制止并可以劝其改正、责其恢复原状、强行排除妨害，责令赔偿损失、请求有关行政主管部门和司法机关处理，以及采取法律、法规或政府授权的其他必要手段。第十五条：任何单位或个人在架空电力线路保护区内不得兴建建筑物、构筑物。　2、《国土资源执法监督规定》：1、公民有权依照法定程序对违法使用土地的情况进行监督，并对违反土地资源法律法规的行为进行制止和进行监督， 监督有关部门行政执法活动。让有关部门工作人员应当具备政治素质，忠于职守、秉公执法、清正廉明，不得超越法定职权。2、主管部门对执法部门进行监督，执法检查；制止违法用地行为；请求：根据 《电力设施保护条例》《国土资源执法监督规定》法律规定、关闭停车库、拆除彩钢房,,,
寓见公寓拖欠员工工资,待回复,企业 求助,W***,2018-11-1209:31,上海寓见科技是租房行业，2018年8月份资金链已出现问题，仍然继续大量招工，导致9月份和10月份员工薪资发不出来。多次违背承诺，希望相关部门能够帮助我们要回属于我们的工资。谢谢。,,,
被寓见公寓小额贷，无房可住，还要被迫承担债务,待回复,企业 求助,从***,2018-10-1711:23,书记您好：本人2017.11入住寓见公寓，2018.9.6因康桥镇秀龙居委会贴出告知，告知原因为隔断，租客过多，必须退租，无奈9.9搬家。搬出后半月，公寓管家承诺月底退掉所有押金租金，月底之后电话无法接通，国庆节后联系管家，让到寓见总部，无奈，皮球被踢到了总部，满屋都是被小额贷困着的租客，我们也还有7个月到期。不仅租金押金未退，还有被贷的7个月房租。现在管家联系不上，总部只有几个小职员，诺大的办公室已人去楼空，解释原因是和青客进行过度，以便进行清算。报警，来了一趟又一趟，也未解决，踢皮球目前我的诉求是：1.小额贷（晋商消费金融）还有7个月，每月1080，共计7560，请求解约，不要影响个人征信2.退两个月押金及一个月房租3900恳请领导予以重视，谢谢,,,
上海源邮科技拖欠工资,待回复,就业 求助,吖***,2018-09-2713:58,"上海源邮科技拖欠工资, 一旦有员工提交辞职, 就停止发放员工工资,已经有很多离职的员工没有拿到应得的工资了,望书记前来侦查, 书记可以在天眼查上查一下这家企业,已经上征信啦, 书记也可以来源邮科技了解一下情况, 在职的员工还有7月份工资没发的, 8月份的工资也是到现在还没有发, 望书记前来侦查",,,
户外广告牌存在安全隐患,待回复,城建 投诉,y***,2018-09-0219:56,徐汇区委书记鲍炳章，你好：    反映徐汇区吴中路100号、118号楼顶各有一处违规户外广告（广告内容为锦江汽车服务中心、嘉州汽车、锦江汽车等）。多处大型户外广告设置年限已久，四周都是交通要道，如大风一刮非常的危险，市民对这个巨大的公共安全隐患防不胜防，就像一颗颗炸弹时刻威胁着市民的生命和财产安全，存在严重的安全隐患。近期黄浦区南京东路132号一商店店招脱落，砸中9人，这一血的教训，应引起有关部门领导的高度重视。上海市人民政府办公厅今天发出《关于全面开展空中坠物安全隐患专项检查的通知》，要求各区政府、市政府各委办局及各有关单位加强针对空中坠物安全隐患的专项检查，着力消除隐患，不断强化城市精细化管理，确保城市运行安全。希望徐汇区政府根据本市户外广告专项整治方案要求，在国际博览会前，对影响城市形象的多处违规楼顶户外广告依法予以拆除，保障行人的安全，切实提升徐汇区区城区形象。,,,
拆除违规楼顶多处违规危险户外广告,待回复,城建 投诉,y***,2018-08-2413:18,徐汇区委书记鲍炳章，你好：     反映上海市徐汇区吴中路6号、16号、100号、118号四处楼顶违规危险户外广告。这多处大型户外广告设置年限已久，四周都是交通要道人流量大，大风一刮非常的危险，市民对这个巨大的公共安全隐患防不胜防，存在严重的安全隐患。      近期黄浦区南京东路132号一商店店招脱落，砸中9人，这一血的教训，应引起有关部门领导的高度重视。      希望徐汇区政府根据本市户外广告专项整治方案要求，在国际博览会前，对影响城市形象的多处违法楼顶户外广告依法予以拆除，保障行人的安全，切实提升徐汇区城区形象。,,,
贝米钱包p2p,待回复,金融 求助,W***,2018-08-1614:20,贝米钱包自2018年7月13日宣布良性退出以来至今已有一月有余，此次事件涉及受害群众54000人，我们正常的投资到期无法提现，孩子学费，老人养老，房贷等等急需用钱的地方没有来源，生活一下子被逼入了绝境，恳请鲍书记关注此事，尽快督促上海徐汇经侦办启动兑付方案，救万民于水火之中。万分感谢！,,,
企业违建何时拆？,待回复,城建 投诉,柳***,2018-07-2011:01,巩固“五违四必”成果，严格落实“六必拆”。徐汇区田林街道柳州路长春小区旁边弄内，企业违法搭建严重，侵占公共部位，希望鲍书记能不讲情面，依法查处。,,,
上海,待回复,其他 求助,邬***,2018-07-0415:33,鲍书记您好，我想反映下关于您区上海鸿祥电子商务有限公司骗取本人装修款事宜，本人于2017年7月委托品牌我爱我家（公司名称上海鸿祥电子商务有限公司）装修一套房子，水电完工后就将尾款全部结清前后共计11万多，但是在尾款付完后他们就开始停工，我去他们公司好多次也，每次都在敷衍我，后来我也报过警，在警官的调解下我再次相信他们，可就在今年5月份他们突然人去楼空，对我们没有任何通知和交代，后来我才知道全国有很多和我类似的受害者，他们组织去政府去公司维权，我最后还是没去，因为我从小从上海长大，我相信上海政府会给我们老百姓做主的。,,,
关于上海的交通,待回复,交通 咨询,L***,2017-07-0215:22,尊敬的领导：您好，我是上海普通市民，我代表正在拍上海私车牌照广大市民咨询求助:上海何时才能改善一块铁皮牌照能卖10来万的问题，全国那么多大中小城市，唯有上海想拿到一张本地牌照真是难上加难，你挂个外地的牌照吧，又限时段路段，很多路又不能走。我们每天要面对的就是出行难，何时能放宽或者改善目前这种困境，让本市居民真正得到实惠？,,,
徐汇区梧桐絮扰民,待回复,环保 求助,匿***,2017-05-1111:01,徐汇区华山路以东，瑞金路以西，淮海中路以南，肇嘉浜路以北这块区域内的梧桐树是徐汇区的一道风景，但近两年来梧桐絮在每年四月飘飞，居民步行骑车即便佩戴口罩，呼吸道还是会因极其细小的飞絮飞入而感觉咽喉不适出现呼吸道过敏等一系列健康问题，有时甚至眼睛也会被飞入飞絮，生活上出行上造成极大困扰。作为一位生活在该地区四十多年的市民来说，过去几十年里，梧桐絮其实从未对我的生活造成困扰，这些困扰是近几年出现的。记得以前在春季即将来临之时，园林部门会对梧桐树枝进行修剪，而修剪中有一道重要工序就是人工将造成梧桐飞絮的梧桐果子给剪掉，此时由于天气还没有转暖，因此果子不会迸裂造成飞絮四散，完整的果子会掉落在人行道上，小孩子拿起来当玩具玩也不会飞散。但近几年不知道是何原因，这个工序被简化甚至消失了，也有人说是园林部门人手不够的关系，无论如何，对梧桐飞絮束手无策是现状。梧桐树作为这一区域的风景不仅仅出现在照片视频中添加城市美感，它更是与市民生活息息相关的可以被呼吸和感受的，假如只要求它漂亮而不考虑到市民实际生活情况，那让城市更美好可能只是一句空话，事实上，生活在这里的市民，室外温度三十多度的时候，都必须戴着口罩出门，何来美好，只添痛苦。因此希望父母官能充分考虑到梧桐飞絮对于市民生活造成困扰的严重性，拿出切实可行的方法解决这一问题。当然，今年梧桐飞絮肆虐的日子快结束了，但至少应该可以拿出可供操作的方案留在明年初进行落实解决，期待能还给这一区域生活的市民一个真正绿色的生活环境。谢谢。,,,
徐汇区园南一村34号202违章搭建露台阳光房,待回复,城建 投诉,匿***,2017-05-0715:22,你好！尊敬鲍书记我想反应徐汇区园南一村34号202室非法把阳台拆除扩建4平方米违章搭建了阳光房，破坏结构制造了安全隐患，希望可以来实地勘察一下，恢复原样，创造一个和谐的社会！谢谢您百忙之中来为老百姓解决合理的诉求！,,,
社区发展事宜,待回复,交通 建言,匿***,2017-04-0814:54,您好，领导！华泾路1000弄小区地面高低不平，小区老年化也比较严重，小区内停车问题一直很难解决，周围交通也不是很好，附近也没什么商业，上海建设是每日大变样，为什么这块区域是百年不变，既没有轨道交通，也没有新增公交车，等车时间要比乘车时间长，请领导能到我们这块区域来体验一下。,,,
关于沿街居民区烧烤店油烟扰民,待回复,环保 投诉,匿***,2017-04-0314:01,我们住在零陵路曰晖一村属沿街房子，马路对面是足浴房、买海鲜的丶买菜的、买助动车修车的店，再向东点就有一家烧烤店，每天日夜不停的营业，到晚上5~6点钟开始排放油烟，放出的一阵阵油烟使行人个个掩鼻，半夜里的吵闹声仿碍居民睡觉。快进夏季了，我们不开窗通风能行吗！居民们纷纷打了N次的12345问题仍未解决。对这扰民之事巳反映=年多了。难道这损害居民的健康和破坏空气环境的事竟无人能管了吗？求鲍书记给民解扰，万分感谢。,,,
希望严禁赌博 赌博是多少家庭破裂,待回复,其他 投诉,匿***,2017-04-0216:51,我想举报上海市徐汇区 上海嘉华商务中心 里面有大型赌博 因为本人老公沉迷于赌博  夜不归宿  这是他发的定位 希望严打赌博  最近松江场子都差不多关掉了。大多数都跑到徐汇区各个地方 这个地方 是他们刚开始的 我不要奖励 我只要你们能严谨打击赌博,,,
一条小马路停车只能停一边,待回复,交通 投诉,匿***,2017-02-2406:57,尊敬的领导！徐汇区龙瑞路是一条东西方向的丁字路。为了配合滨江的开发，把临时收费的停车场取消了。让我们全部停车在龙瑞路上。这里住着中海瀛台1期与2期的居民。小区的停车位每家只有一个，现在小区每家的车子两部比较多，小区停车也比较难。很多跟我一样的也停在龙瑞路上。徐汇交警队执法存在钓鱼执法，我经常留意我们外地牌照的车辆，是经常被贴单。都是停在指定的区域，为什么上海牌照没有贴单？现在徐汇区交警队在今年2月16号在我们1期2期楼道里贴公告让我们2月20日起车辆只能停在龙瑞路北侧，南侧不允许停车。希望徐汇区交警队公平执法，南侧不允许北侧应该也不允许停车。希望区领导能够重视我们小市民的呼声。我也是按级反应，希望领导能够帮忙解决一下南侧北侧的区域可以进行收费，不然一个晚上一个罚单200元，让我们这些收入低的怎么办。,,,
上海虹桥机场乱收费,待回复,交通 投诉,匿***,2017-01-2521:23,上海虹桥国际机场办理临时身份证明收费30元人民币。其他城市全部是免费。收费主体是保安公司，理由是委托保安公司办理因为办证人提供不出来两寸彩色照片，办理临时乘机身份证明就是有特殊意外情况才办，不然谁会去办？再说谁又会把照片随身携带？他们照了像收取照相费，所谓照相就是摄像头，这是国家配置的工作设备，为何在上海就成了保安公司敛财的工具？其他机场也是摄像头照相都不收费，为何作为国际大都市的上海要变花样收费？依据何在？与国家提出的便民和不准乱收费要求是否相驳？收费30是小，违反国家和政府规定以及地方城市形象是大，请市领导过问并纠正一下，谢谢！,,,
56路公交车时间间隔长,待回复,交通 建言,匿***,2017-01-1217:52,56路公交车2017年开始换了新城，但是早高峰时段时间间很长，特别挤，希望增加车辆。,,,
被老板打了还不给我工资,待回复,就业 求助,匿***,2017-01-0109:06,我是一名外来务工人员，工作是送外卖，12月12晚上6点被我们老板3人欧打当天被辞退，我报了警可现在却一直拖着，他现在工资也不给我。给我作证的人的工资也不给他了，去劳动局也没用，现在没钱，房租快到期了，走投无路想向你求助。如您看到这条消息请打我电话。,,,
徐汇区华发路27号，赌博机老板十分嚣张,待回复,治安 求助,匿***,2016-12-0708:53,鲍书记您好，刚刚百度了一下，关于上海赌博机的负面帖子很多，作为全国文明大都市的上海，为什么赌博机会如此的泛滥，多次举报无果不说，还给自己的人生安全带来威胁，人被打成骨折，老板照样的开门做生意，在里面有的输得倾家荡产，妻离子散，这种灰色产业让人太寒心。现在是法治社会，希望这些黑心的老板早日关门,,,
云南盘龙世博园翡翠天价,待回复,旅游 求助,匿***,2016-11-2310:51,尊敬的书记您好 ！犹豫了好长时间打扰你百忙中给你述求，今年3月3号在白龙路世博园买了翡翠佛A货价13600元，货品100034000610，经手人82482，柜台28，银联卡买的。10月去做配件，几个内行师傅是我翡翠有裂痕不是A货，这是天价了。我被蒙了，这是送我母亲的生日礼物。我10月19号求助12315，转世博园来电说只能加价换超过一个月不能退，你说可好笑吗，一个挂件加价可以收，否则不能退，发票上没注明商品事项，也没有哪个销售员跟我们售后服务，何况又是坏的，那里是A货，身不由己人在上海。我很困惑求助艰难，没办法我想到了只能求助书记了，想到这笔冤枉钱我和母亲都很难过，几个月的工资啊，书记你要帮我主持公道，我要退货 如果这翡翠是值这价我也认了。谢谢 1祝书记工作顺利 1期盼得到您的回复，谢谢  ！,,,
上海徐汇梅陇十村高压线,待回复,环保 投诉,匿***,2016-11-2017:26,徐汇梅陇十村高压离居民楼仅10多米，存在重大安全隐患，如遇火灾，消防车都无法架云梯，严重侵害了百姓的生命安全，如遇此事，谁来负责！现电力公司一直敷衍了事，与居民没有任何沟通，请有关部门出面协调，帮上海市市民主持公道办实事！,,,
市南电力公司违规建高压塔，严重侵害百姓生命安,待回复,城建 投诉,匿***,2016-11-1917:01,市南电力公司违规施工，对投诉处理态度敷衍，边导线离高层居民楼仅10多米，存在重大安全隐患，如遇火灾，消防车都无法驾云梯，严重侵害了居民的人生安全，如遇此事，谁来负责！,,,
淮海西路建议,待回复,城建 建言,匿***,2016-10-1510:33,尊敬的书记:您好!淮海西路在徐汇区，但是淮海西路基础设施老旧，街道狭窄，希望书记关注一下，彻底改造淮海西路，架空线入地。,,,
举报我店旁边的赌博游戏机,待回复,文娱 投诉,匿***,2016-09-2814:50,书记：    你好！    我是一名反对赌博机的良好市民，在徐汇区龙水南路355号，开了一家水果店，经常看到店员到我店旁边的赌博游戏机房玩游戏，上班不好好上班，经常去输钱，里面有监控，可以随时看到警察来没有来，所以很多时候，警察都扑了空，因为他们看到警察来了，就把大门关了，无意中我去看看，发现有一种叫保单机的游戏机，看到一个人一把7000-8000人民币，不到1个小时输了10万，希望领导督促有关部门去管管！！这个游戏房在我水果店旁边，没有门牌号，我店门牌号是龙水南路355号，过来是叫福建千里香馄钝的左边，我店在福建千里香馄钝右边！愿书记健康，在百忙之中抽出时间管管！！！,,,
孤老求助请求政府解决困难,待回复,其他 求助,匿***,2016-09-2114:20,我是一个失独家庭，现孤身一人居无定所，原来租房居住，现随着房价不断上升，靠仅有的一份退休金无力负担，巳打电话12345求助。申请廉租房，但是承办单位告知我的退休金超出廉租房门槛二百多不能解决。求助政府解决我的困难，目前我是孤老,,,
