我只是维持自己土地的农业用途,已办理,三农 求助,张***,2019-05-0409:35,尊敬的领导，你好！我是云县幸福镇控抗村浪泥塘组村民张XX，感谢你在百忙之中看了我的留言。         我的承包土地租出去后，合同约定是不能改变土地用途，也就是不能盖房子。但是被村支书批给了他的亲戚盖起了房子，村副主任的挖掘机亲自改变土地原状，几年下来这个事情一直找不到解决的地方，法院说这个不属于他们的审查范围，要有关职能部门解决，我是将材料反复提交给镇政府也是得不到解决，现在我看到人民网领导留言处给你留言，希望领导指点一下我该怎么办才能维护好我的合法权益。谢谢                                                                      2019.5.3,云县幸福镇、云县自然资源局、云县住房和城乡建设局,尊敬的领导，你好！我是云县幸福镇控抗村浪泥塘组村民张XX，感谢你在百忙之中看了我的留言。         我的承包土地租出去后，合同约定是不能改变土地用途，也就是不能盖房子。但是被村支书批给了他的亲戚盖起了房子，村副主任的挖掘机亲自改变土地原状，几年下来这个事情一直找不到解决的地方，法院说这个不属于他们的审查范围，要有关职能部门解决，我是将材料反复提交给镇政府也是得不到解决，现在我看到人民网领导留言处给你留言，希望领导指点一下我该怎么办才能维护好我的合法权益。谢谢                                                                      2019.5.3,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	云县县委书记
"
夫妻分居,已办理,就业 求助,小***,2019-03-1215:15,书记你好，百忙之中打扰你下，我和我女朋友大学就是同学，相恋六年，最终在今年结婚，我两都是昭通人，她在云县梨树中学教书，我在盈江的一个卫生院，中医专业，有的助理医师，我和她相距500公里，开车来都要从早到晚才到到的，我能不能申请调到梨树卫生院来工作，以便为社会主义现代化建设自己的一份微薄之力。,云县人力资源和社会保障局、云县卫生和计划生育局,书记你好，百忙之中打扰你下，我和我女朋友大学就是同学，相恋六年，最终在今年结婚，我两都是昭通人，她在云县梨树中学教书，我在盈江的一个卫生院，中医专业，有的助理医师，我和她相距500公里，开车来都要从早到晚才到到的，我能不能申请调到梨树卫生院来工作，以便为社会主义现代化建设自己的一份微薄之力。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	云县县委书记
"
国土局16年项目拖欠工资的祈求,已办理,城建 求助,相***,2019-02-2808:42,书记：   你好好，感谢您在百忙之中翻看我的祈求，我2016年4月份，进去临沧市云县晓街乡月牙等4个村土地整治项目三标，帮老板做资料，施工期间老板就预支给点生活费，直到工地完工两年多老板一直没结清过工资，每次都以上面不拨款为由等各种理由，我一个外地人来到临沧谋生也不容易，恳请书记给予帮助为谢！,云县国土资源局,书记：   你好好，感谢您在百忙之中翻看我的祈求，我2016年4月份，进去临沧市云县晓街乡月牙等4个村土地整治项目三标，帮老板做资料，施工期间老板就预支给点生活费，直到工地完工两年多老板一直没结清过工资，每次都以上面不拨款为由等各种理由，我一个外地人来到临沧谋生也不容易，恳请书记给予帮助为谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	云县县委书记
"
宰客严重,已办理,政务 投诉,W***,2019-01-2815:32,云南临沧云县214国道路边的饭店，自助餐米饭宰过往的旅客严重超标，每人收取36元，希望政府部门管理。,云县市场监督管理局、云县发展和改革局,云南临沧云县214国道路边的饭店，自助餐米饭宰过往的旅客严重超标，每人收取36元，希望政府部门管理。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	云县县委书记
"
领导你好！我家在爱华镇哑口田村委会,已办理,交通 投诉,W***,2019-01-2108:12,我们这里属于贫困山区，村里面两年前政府部门帮我们修了水泥路和生活自来水，我们是四家人离村长家一公里左右，他们倒是自来水和水泥路都修好了，我们就没有，麻烦政府领导百忙之中帮我们解决困难，谢谢县政府领导！,云县爱华镇人民政府,我们这里属于贫困山区，村里面两年前政府部门帮我们修了水泥路和生活自来水，我们是四家人离村长家一公里左右，他们倒是自来水和水泥路都修好了，我们就没有，麻烦政府领导百忙之中帮我们解决困难，谢谢县政府领导！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	云县县委书记
"
交通局旗下的包工头严重欠农民工工资,已办理,交通 投诉,2***,2019-01-2017:55,领导你好，我是农民工代表，我们三十多人一起辛苦跟老板做了一年交通局的硬化公路，老板一直不给工资，每次都以上面不拨款为由，现在工程以完工一分钱也没给，恳请领导多关注关注，,云县人力资源和社会保障局、云县交通运输管理局,领导你好，我是农民工代表，我们三十多人一起辛苦跟老板做了一年交通局的硬化公路，老板一直不给工资，每次都以上面不拨款为由，现在工程以完工一分钱也没给，恳请领导多关注关注，,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	云县县委书记
"
夫妻分居两地,已办理,医疗 求助,小***,2019-01-1315:29,书记你好，我在盈江工作，我媳妇在云县梨树中学教书，我两都是外地，我是一名医生，我俩距离太远，我想申请调到云县梨树卫生院工作，不知贵县有没有这方便政策，能否帮助一下我们这种分居的情况。,云县卫生和计划生育局、云县人力资源和社会保障局,书记你好，我在盈江工作，我媳妇在云县梨树中学教书，我两都是外地，我是一名医生，我俩距离太远，我想申请调到云县梨树卫生院工作，不知贵县有没有这方便政策，能否帮助一下我们这种分居的情况。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	云县县委书记
"
农村建房补贴,已办理,城建 咨询,凡***,2018-11-0908:19,你好书记 我家房子建了好几年了 当时说的补贴是1万5 过了好久给了8000补贴 到现在也没有音信了 有些房子在我们后面建的都已经拿到全部补贴了  ,云县茶房乡、云县委政研室,你好书记 我家房子建了好几年了 当时说的补贴是1万5 过了好久给了8000补贴 到现在也没有音信了 有些房子在我们后面建的都已经拿到全部补贴了  ,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	云县县委书记
"
农村建房补贴,待回复,三农 咨询,捕***,2018-09-1510:30,领导你好！我是茶房乡村头村杨家组村民杨XX，哥哥杨XX，哥哥去年家里建了房子，我已出嫁，由于建房欠债哥哥常年在北京打工，今年有了政府农村建房补贴，7月份时候通知前去办理哥哥打工的地方远加上工地忙老板不让请假没能及时回来办理，后面的时候听说了所有业务到云县农业银行办理，快进8月份的时候我去银行办理点进行了咨询当时工作人员告诉我名单在那里什么时候都可以办理，忙的话过年过节什么时候都可以办理，听信了工作人员的话我打电话给哥哥他推迟了一个月才回来，后面我也忙就没有去咨询过，到了9月7号哥哥请了假回来到农业银行办理这时工作人员告诉我们业务全部停止问了什么时候可以办理也没有具体的答复，，，我想借此平台问一下领导什么时候才能恢复办理，建房补助的钱还能拿到吗？,,,
关于建房补助什么时候发,已办理,其他 咨询,爱***,2018-05-1716:47,尊敬的领导你好，我是涌宝镇石头寨村的村民，2016年的时候，当时村里开会说盖房子可以贴息贷款5万，盖好后政府补贴2万，2016年12之前盖好奖励2000。到现在已经还了信用社一万元，还欠4万元。三年后利息就是％5了，家里就盼着那2万块钱用于偿还银行贷款，但是那20000元和那2000元还没有到手上，请问什么时候会发到农民的手里？,云县县委办,尊敬的领导你好，我是涌宝镇石头寨村的村民，2016年的时候，当时村里开会说盖房子可以贴息贷款5万，盖好后政府补贴2万，2016年12之前盖好奖励2000。到现在已经还了信用社一万元，还欠4万元。三年后利息就是％5了，家里就盼着那2万块钱用于偿还银行贷款，但是那20000元和那2000元还没有到手上，请问什么时候会发到农民的手里？,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	云县县委书记
"
学生上学半路突遭横祸，司机失职害其身亡,已办理,交通 求助,澄***,2018-04-0917:32,书记：   你好，这份陈情书是代小姨写的，她是一个可怜的农村妇女，家住漫湾镇忙甩，只有一子，名叫曾映荣，生于2004年9月26日。   2017年9月24日，小姨和曾映荣从忙甩村出发，到漫湾中学上学，在新村岔路口公交站等客运车时，曾映荣被有人挂在公交站顶棚的蜂窝中的蜂子蛰到三口，当时就感觉不舒服，刚好客运车到达，两人急忙上车，车上都是学生，已经没有座位，小姨就半拉半抱着曾映荣，曾映荣身体越来越软，快支撑不住了（司机也知道情况），这时有个好心的同学给他俩让了一个座位，没走几分钟，他说透不过气，小姨跟司机说能不能停下车，让她儿子透透气，当时一个好心人还帮忙把他抱到车下让他透透气，毕竟车上人多，带的东西也多，什么味道也有，当时司机也同意下车透透气。看着儿子小姨当时就吓哭了，那位好心人提议给家人打电话，小姨打电话时话都说不清楚了，还是司机帮忙说的，打完电话司机就跟小姨说：“你电话都打完么，我们在这边也不起作用，我们先克”，小姨一听慌了，这前后都是树林，什么人家也没有，我还带着昏迷的儿子，我怎么办？小姨哀求说：“求求你们哇等给下，我这个儿子是阿着克医院咯，求求你们哇等给下”。可惜司机并不理会苦苦哀求的小姨，依然开车离开。   在家人开车赶到时，曾映荣意识模糊，小姨哭成泪人，送到漫湾医院错过最佳抢救时间，抢救无效死亡。   13岁的花季少年，就因为被蜂子蛰到，又半路遭客运司机甩客，错过最佳抢救时间，抢救无效死亡，父母白发人送黑发人，天天以泪洗面。经公安局调查，公交站顶棚确实有蜂窝及蜂子，司机也承认他在小姨哀求他不要走的情况下还是开车走了，也没有实施任何的抢救措施，事后公交司机、公交公司、镇政府也未对此事作出任何回应。   公交车站是公交公司的，也是政府管辖的公共区域，公交公司和政府有责任对管辖区公共安全进行检查维护，发现安全隐患必须及时消除。蜂窝在公交站台，已对行人及车站候车人群形成安全危险，公交公司和政府有责任发现并消除，而现因公交公司及政府日常安全巡查维护工作不力，造成站台蜂窝未能及时清除，引发蛰人并导致死亡，公交公司和政府有无法推卸的责任。   作为一个公交司机，应具备一定的急救常识，基本的职业道德，他怎么能把一个急需救治的病人甩在一个荒芜人烟，前不着村，后不着店的地方，让人叫天天不应，叫地地不灵，见死不救。   所以，我恳请书记能看到我的请求，给我小姨主持公道。给受害家庭一个说法。谢谢！,云县县委办,书记：   你好，这份陈情书是代小姨写的，她是一个可怜的农村妇女，家住漫湾镇忙甩，只有一子，名叫曾映荣，生于2004年9月26日。   2017年9月24日，小姨和曾映荣从忙甩村出发，到漫湾中学上学，在新村岔路口公交站等客运车时，曾映荣被有人挂在公交站顶棚的蜂窝中的蜂子蛰到三口，当时就感觉不舒服，刚好客运车到达，两人急忙上车，车上都是学生，已经没有座位，小姨就半拉半抱着曾映荣，曾映荣身体越来越软，快支撑不住了（司机也知道情况），这时有个好心的同学给他俩让了一个座位，没走几分钟，他说透不过气，小姨跟司机说能不能停下车，让她儿子透透气，当时一个好心人还帮忙把他抱到车下让他透透气，毕竟车上人多，带的东西也多，什么味道也有，当时司机也同意下车透透气。看着儿子小姨当时就吓哭了，那位好心人提议给家人打电话，小姨打电话时话都说不清楚了，还是司机帮忙说的，打完电话司机就跟小姨说：“你电话都打完么，我们在这边也不起作用，我们先克”，小姨一听慌了，这前后都是树林，什么人家也没有，我还带着昏迷的儿子，我怎么办？小姨哀求说：“求求你们哇等给下，我这个儿子是阿着克医院咯，求求你们哇等给下”。可惜司机并不理会苦苦哀求的小姨，依然开车离开。   在家人开车赶到时，曾映荣意识模糊，小姨哭成泪人，送到漫湾医院错过最佳抢救时间，抢救无效死亡。   13岁的花季少年，就因为被蜂子蛰到，又半路遭客运司机甩客，错过最佳抢救时间，抢救无效死亡，父母白发人送黑发人，天天以泪洗面。经公安局调查，公交站顶棚确实有蜂窝及蜂子，司机也承认他在小姨哀求他不要走的情况下还是开车走了，也没有实施任何的抢救措施，事后公交司机、公交公司、镇政府也未对此事作出任何回应。   公交车站是公交公司的，也是政府管辖的公共区域，公交公司和政府有责任对管辖区公共安全进行检查维护，发现安全隐患必须及时消除。蜂窝在公交站台，已对行人及车站候车人群形成安全危险，公交公司和政府有责任发现并消除，而现因公交公司及政府日常安全巡查维护工作不力，造成站台蜂窝未能及时清除，引发蛰人并导致死亡，公交公司和政府有无法推卸的责任。   作为一个公交司机，应具备一定的急救常识，基本的职业道德，他怎么能把一个急需救治的病人甩在一个荒芜人烟，前不着村，后不着店的地方，让人叫天天不应，叫地地不灵，见死不救。   所以，我恳请书记能看到我的请求，给我小姨主持公道。给受害家庭一个说法。谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	云县县委书记
"
关于城市规划用地和居民住宅用地问题,已办理,城建 求助,熬***,2018-04-0407:12,我家住云县。我手持国有土地使用证，想给自建个房。规划局却不给我办理准建证，土地没被征收过就说是我的土地被规划了，但这一规划就是近十年，到现在都还没有任何要施工迹象。老百姓想自己建点房子就这样难么？我就想请您帮我落实一下我到底要等到什么时候才能自己建房。要么就把土地征收了，要没就给我建房。,云县县委办,我家住云县。我手持国有土地使用证，想给自建个房。规划局却不给我办理准建证，土地没被征收过就说是我的土地被规划了，但这一规划就是近十年，到现在都还没有任何要施工迹象。老百姓想自己建点房子就这样难么？我就想请您帮我落实一下我到底要等到什么时候才能自己建房。要么就把土地征收了，要没就给我建房。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	云县县委书记
"
