整治违规破墙开门，擅自改变房屋使用性质,待回复,城建 投诉,y***,2019-06-2913:37,反映长宁区程家桥街道程桥二村1号外面门卫室违规破墙开门，擅自改变房屋使用性质，不仅破坏了房屋结构，造成安全隐患，还影响周围环境。 长宁区政府有关部门回复说：“您好，您于2019年06月27日提交的诉求正在办理中。由于特殊疑难，为了更有效地处理您的诉求，办理时限将延长90个工作日。特此告知”。长宁区典型的行政不作为，这一问题要处理三个月，应对职能部门进行问质！      希望长宁区有关部门按照“五违四必“精神，对这处违规破墙开门，擅自改变房屋使用性质违章建筑在进博会前依法予以拆整治，依法砌墙“封门”，恢复房屋原状 ​​​​,,,
拼多多卖假货，坑害消费者权益,待回复,企业 求助,不***,2019-06-2510:02,上海市寻梦信息技术有限公司的拼多多平台卖假的iwatch4，待机时间不足18个小时，连正品的一半都达不到。在退货后进一个月的时间内不积极处理，现在说要只要能用就是真货，并要求身为客户的我提供测试报告。这种售假行为严重侵害消费者权益，希望能够引起政府相关部门的重视，我会坚决维护自身权益到底，也希望监管部门也能够维护消费者利益！,,,
上海市场监督管理局不作为,待回复,治安 投诉,受***,2019-06-1816:40,尊敬的王书记您好      实在没有办法 ，请为我们无依无靠的老百性做主。真的很委屈，抱着一丝希望来这里跟您诉说苦衷 ！请求您的帮助。我本是拼多多刚入驻的商家。经营不久，就遇到恶意买家，四个人同时下单共367笔。又同时申请退款。商家判定我缺货导致退款。给申请退款的恶意买家一单补助5元。一单补助5元x367单，共计是1835元，然后拼多多却扣除我2961元。而且还冻结了我原本在拼多多帐户的货款。我多次打拼多多商家热线，客服如同摆设，任何问题不解决，只会说帮你记录了。一时着急告诉客服再不处理不给个说法，就向政府投诉，然而客服居然嚣张到直言随便打，你试试政府会不会理你，悲愤的是拨打完上海长宁区市场监督管理局电话他们还没听清原因，就说他们不管，让公对公走司法途径，我就想问 如果 事事都走司法途径，那咱家国家设立市场监督管理局是摆设吗？市场监督管理局的职责 ，稍微有点常识的都知道吧，他们就明着说他们不管，怪不得拼多多这么嚣张 ，为什么不能约束一下这么嚣张的电子平台？难道仅仅是因为我们是卖家，卖家也是人，卖家也需要养家糊口。我现在就需要解决 拼多多依什么为依据扣除我2961元 并冻结我的货款 ！,,,
小区广场舞噪音凌晨扰民,待回复,治安 投诉,W***,2019-06-1608:44,平塘路与泉口路交叉口，每天凌晨6点开始广场舞噪音严重扰民，持续达两小时。四周全是住宅区，长久下来，快得精神衰弱了,,,
移动公司江苏路营业厅篡改套餐合同,待回复,政务 建言,匿***,2019-05-2313:24,"我本市上海人。家住江苏北路119号201室，联系电话：62512980.我的套餐合同是在移动公司江苏路营业厅办理的二年期月消费58元返还24期，在合同期内真光路营业厅将我合同篡改成78元并连续收费是否合理！在工信部颁发的实名制规章制度中,没有我手持身份证、没有验证我头像、没有我亲自到场签名。是否就可以篡改我的二年合同套餐。请问移动公司领导贵公司派出女领导当我面亲自说，她听过二次回访全程录音，内容听不清，只听清一个“嗯”字，（我有摄像证据），贵公司员工私自篡改的录音是否有效！请移动公司领导再仔细听听二次回放的录音。再看看你们回复的内容，最后请移动公司领导查一查在4.15-16日是谁联系我的。请将通话录音保留。不要在出现一个嗯字（15-16日没有人与我通话）。3.31日-4.1日您编号为WZ20190331730680的事项已经办理完毕，现将办理意见答复如下：我厅及时联系用户，沟通中我厅耐心解释，但用户表现很激动要求我司提供书面说明书，以及坚持要求我司承认办理有错，我厅表示办理时确实可能存在误会，因为正常情况下语气词“恩”为同意的意思，我司外呼工作人员理解成用户需要办理。4.15-16日您编号为WZ20190415744886的事项已经办理完毕，现将办理意见答复如下：我厅已联系用户，告知其套餐升档以及升档不加价活动都是真光路营业厅二次回访办理，并未在江苏路营业厅办理，用户要求的电话录音我厅之前已给与用户听取过，但用户坚持要求我司提供录音光盘，我司无法满足，解释至此，用户仍旧不满。【上海移动】#安全生产#",,,
高利贷砍头息，不让退还利息高达百分之50,待回复,金融 投诉,投***,2019-05-1511:06,在蔚商金融信息服务公司旗下快闪卡贷贷了笔款，其业务员电话通知只需3000的利息费用。然而借15000实际到账却才12000。六个月却要还18000千元。钱到账后我立马选择退还，然该公司不许。协商无果下在聚投诉与中国互联网金融举报平台都有投诉过。却没有得到解决。恳请领导为人民做主。他们这是期满事实，隐藏砍头息。近一个月的时间我为此事一直牵绊。我信用上没有污点也很看重自己信用。求取消砍头息，要不真要被这事逼疯了。恳求领导做主,,,
长宁新泾五村居委会不作为！歧视外地人！,待回复,政务 投诉,l***,2019-05-1114:04,我于2013年开始在长宁区天山西路350号新泾五村居住。目前起诉离婚，法院需要开具我本人居住满一年证明，在我出示所有证件后，新泾五村居委会依然态度蛮横，处处为难，找各种借口坚决不予开据证明，这样不作为的居委会让我们普通群众心寒，法律何在？政府部门公信力何在？,,,
在长宁区维权为什么这么难,待回复,城建 投诉,匿***,2019-04-3018:38,一名遵纪守法的退伍军人，刚买的新房子，本应住在里面开开心心的，但邻居侵占公共楼道，不顾及整栋居民楼几百人的生命安全，在楼道内堆放大量易燃纸板箱，霸占公共阳台，正对我窗户搭葡萄架，堆放大量空花盆，连一点阳光都照不进房间，居委会跑断腿，12345投诉过5次，长宁信访办我也去了，所有的处理都走回新泾镇党总支书记手上，本应该我是有理的人，他们违法的人，走到最后我却成了无理的人。,,,
驾照无法更换,待回复,治安 求助,W***,2019-04-1812:33,本人12年考取驾照后正常使用，但在更换时被告知10年在长宁区有未携带驾驶证的违章记录，多次反映无法处理，时隔8年如何让百姓提供依据，而老百姓提出的质疑置之不理！请领导介入核实，还老百姓一个清白,,,
依法维护消费者合法权益，要求积极履行法定职责,待回复,政务 投诉,勇***,2019-04-1114:41,长宁区市场监督管理局辖区内上海寻梦信息技术有限公司，自公司成立至今多次遭到消费者投诉，然而长宁区市场监督管理局工作人员对消费者对投诉消极不作为，不能及时按消费者权益保护法及国家工商总局73号令，依法维护消费者合法权益，不能积极履行法定职责，致使消费者们多次在上海市信访局、长宁区信访局多次上访，长宁区市场监督管理局不作为的违法行为，严重影响了行政执法工作人员在人民群众中的公信力及执法形象，为此消费者要求区委书记对该局主要负责人员，党组成员依法问责。,,,
携程网机票捆绑，迷惑消费者收取高额退票费,待回复,企业 投诉,丁***,2019-03-2909:54,前几天在携程网上买了2张（往返）国际机票，总价10800元，因为临时行程有变，想退票，结果携程自助退票程序扣了10400多的手续费！只能退回300多！这让我很费解，于是打电话给客服，客服说机票买了就不能退，经法律咨询之后再次去电，携程方面又说可以退，但是要收取2000块钱的手续费，跟携程方面要收费依据和退票收费条款什么的，均说不能提供。工作人员还说每种机票的退费都不一样，我的这种就是扣2000.上网查了之后，原来关于我遇到的情况，投诉携程网的有很多，应该说非常多，但为什么携程方面还可以如此明目张胆的使用“旅游套餐”来迷惑消费者呢？不知道携程网这方面问题在政府部门介入之后有没有做出一个实质性的调整。因为消费者的信任才在携程网上买机票，却不料第一次就受到了“旅游套票”的迷惑而损失那么多，不知道这个企业是如何立足于市场的。另外，难道携程网此种销售行为及霸王条款真的合规合法吗？望有关部门调查。,,,
领导你好我在你处拼多多平台购买商品时承诺平台,待回复,金融 求助,W***,2019-02-1916:36,不兑现。向工商投诉也无结果。拼多多平台说我是大厂家。我说了算。希望领导可以调节。,,,
存在安全隐患问题的户外广告何时才能拆除,待回复,城建 投诉,y***,2019-01-0408:09,   长宁区委书记王为人，你好：      反映长宁区新泾镇剑何路429号楼和仙霞西路88号西郊百联商场顶有多处违法户外广告，该几处大型户外广告设置年限已久，四周都是交通要道和居民区，大风一刮非常的危险，市民对这个巨大的公共安全隐患防不胜防。存在严重的安全隐患。请问长宁区政府，为何这几处存在安全隐患的户外广告拆不了？     希望长宁区政府根据本市户外广告专项整治方案要求，对影响城市形象的该处违法楼顶户外广告依法予以拆除，保障行人的安全，切实提升长宁区城区形象。,,,
享骑电单车不退押金,待回复,交通 求助,夜***,2018-12-2908:15,承诺5到7个工作日退，可是两个月了还没退掉，299元，客服老是推诿敷衍，公司为了躲债，搬家了,,,
关于五险一金的问题,待回复,就业 投诉,a***,2018-12-0915:02,尊敬的王书记：您好，位于淞虹路明基广场的创创文化传播股份有限公司给新入职的员工不交五险一金，说要等到过了6个月试用期才会交，这个是合理合法的吗？请王书记在百忙之中过问下此事！,,,
违法建筑房何时才能拆除,待回复,城建 投诉,y***,2018-12-0709:26,    反映长宁区虹梅路3888弄延北小区违法搭建成风，底层许多违法建筑搭建情况严重。另外该小区约有40多户业主在顶层公共空间均未办理任何审批手续，肆意改变楼顶的结构，拆墙开窗，铺设地板等，改变楼顶的承重。这些违法建筑大都采用简易的建筑材料，经过风吹日晒会出现生锈、翻翘、松动等现象，大风天气还容易被刮掉，所以这些违法建筑存在很大的安全隐患。 ,,,
拆除大型户外广告,待回复,城建 投诉,y***,2018-12-0422:24,长宁区委书记王为人，你好：     反映长宁区新泾镇剑何路429号楼和仙霞西路88号西郊百联商场顶有多处违法户外广告，该几处大型户外广告设置年限已久，四周都是交通要道和居民区，大风一刮非常的危险，市民对这个巨大的公共安全隐患防不胜防。存在严重的安全隐患。希望长宁区政府根据本市户外广告专项整治方案要求，对影响城市形象的该处违法楼顶户外广告依法予以拆除，保障行人的安全，切实提升长宁区城区形象。,,,
几处户外广告何时才能拆除,待回复,城建 投诉,y***,2018-11-2921:05,长宁区委书记王为人，你好：     反映 长宁区仙霞西路88号西郊百联商场顶上、墙上有多处违法户外广告，该几处户外广告设置年限已久，大风一刮非常的危险，市民对这个巨大的公共安全隐患防不胜防。存在严重的安全隐患。            希望长宁区政府根据本市户外广告专项整治方案要求，对影响城市形象的该几处户外广告依法予以拆除，保障行人的安全。,,,
拆除违法楼顶户外广告,待回复,城建 投诉,y***,2018-11-2813:45,长宁区委书记王为人，你好：     反映长宁区新泾镇剑何路429号楼顶有多处违法户外广告，该处大型户外广告设置年限已久，四周都是交通要道和居民区，大风一刮非常的危险，市民对这个巨大的公共安全隐患防不胜防。存在严重的安全隐患。            希望长宁区政府根据本市户外广告专项整治方案要求，对影响城市形象的该处违法楼顶户外广告依法予以拆除，保障行人的安全，切实提升长宁区城区形象。,,,
违法楼顶户外广告依法予以拆除,待回复,城建 投诉,y***,2018-11-2409:45, 长宁区委书记王为人，你好：      反映长宁区新泾镇剑何路429号楼顶有多处违法户外广告，该处大型户外广告设置年限已久，四周都是交通要道和居民区，大风一刮非常的危险，市民对这个巨大的公共安全隐患防不胜防。存在严重的安全隐患。希望长宁区政府根据本市户外广告专项整治方案要求，对影响城市形象的该处违法楼顶户外广告依法予以拆除，保障行人的安全，切实提升长宁区城区形象。,,,
整治违规破墙开门行为,待回复,城建 投诉,y***,2018-11-0707:55,长宁区委书记王为人，你好：    反映长宁区程家桥街道程桥二村1号外面门卫室违规破墙开门，擅自改变房屋使用性质，不仅破坏了房屋结构，造成安全隐患，还影响周围环境。希望长宁区程家桥街道执法部门在国际博览会前，按照“五违四必“精神，对影响城市形象的这处违规破墙开门，擅自改变房屋使用性质违章建筑在进博会前依法予以拆整治，依法砌墙“封门”，恢复房屋原状，让城市市容秩序更加规范，城市环境更加整齐，切实提升长宁区城区形象。,,,
违规破墙开门，擅自改变房屋使用性质,待回复,城建 投诉,y***,2018-09-3022:46,长宁区委书记王为人，你好：   反映长宁区程家桥街道程桥二村1号外面门卫室违规破墙开门，擅自改变房屋使用性质，不仅破坏了房屋结构，造成安全隐患，还影响周围环境。希望长宁区有关部门在国际博览会前，按照“五违四必“精神，对影响城市形象的这处违规破墙开门，擅自改变房屋使用性质违章建筑在进博会前依法予以拆整治，依法砌墙“封门”，恢复房屋原状，让城市市容秩序更加规范，城市环境更加整齐，切实提升长宁区城区形象。,,,
虹古路临时疏导点，存在安全隐患,待回复,城建 投诉,y***,2018-09-1115:49,长宁区委书记王为人，你好：     长宁区虹古路355弄虹古路临时疏导点，存在严重安全隐患，也严重地影响了即将在上海举办国际博览会周边城市的形象。一旦临时疏导点发生火灾事故，后果严重。希望长宁区有关部门尽快拆除这存在消防安全隐患虹古路临时疏导点。 ​​​​,,,
依法拆除违法建筑——玻璃房,待回复,城建 投诉,y***,2018-08-2410:25, 长宁区委书记王为人，你好：      反映长宁区程家桥街道虹桥路2258号上海优秀历史建筑——孔家花园门后面，有多处违法建筑——玻璃房。这多处违法建筑——玻璃房不但地影响市容市貌，而且还给上海优秀历史建筑带来了安全隐患，破坏了优秀历史建筑承受能力。    该建筑原为孔祥熙旧居，是中国“四大家族”之一的孔祥熙在上海的度假别墅，建筑建于1934年，于2005年10月31日被上海市人民政府列入“优秀历史建筑”令人心痛的是，这私搭乱建的违法建筑——玻璃房，把原有建筑变了个样。“有关部门到底想不想拆违？优秀历史建筑再不保护就晚了。”    希望长宁区政府有关执法部门按时“五违四必”精神，尽快依法在国际博览会前拆除这一影响城市形象的违法建筑——玻璃房。,,,
楼顶户外广告存在安全隐患,待回复,城建 投诉,y***,2018-08-1008:23, 长宁区委书记王为人，你好：      长宁区剑何路429号楼顶有多处违法户外广告（如：如家酒店、布丁酒店连锁、火龙果KTV），该大楼几处大型户外广告设置年限已久，且未及时有效维护，该大楼上安装着大广告牌，四周都是交通要道和居民区，大风一刮非常的危险，存在严重的安全隐患。      该楼顶有多处违法户外广告（如：如家酒店、布丁酒店连锁、火龙果KTV），这违法户外广告严重地影响城市的形象。为何新泾镇拆违办面对市民多投诉而不拆除呢？长宁区政府应进入调查，对新泾镇拆违办行政不作为行为予以问责！            希望长宁区政府根据本市户外广告专项整治方案要求，有关部门要尽快将其纳入拆除计划，在国际博览会前，对影响城市形象该楼顶多处违法户外广告依法予以拆除，保障行人安全。,,,
沿虹桥路景观马路有一老洋房上有违章建筑,待回复,城建 投诉,y***,2018-07-2916:13,长宁区委书记王为人，你好：     反映长宁区虹桥街道虹桥路1702号老洋房二楼，有一住户违章塑钢门窗建筑，严重地影响虹桥路城市窗口形象。国际博览会即将在上海举办，希望虹桥街道有关部门依法拆除这一违章建筑。     请问： ​​​​这沿虹桥路景观主干道旁的塑钢门窗违章建筑为何拆不了……？,,,
拆除存在安全隐患违法户外广告,待回复,城建 投诉,y***,2018-07-2216:43,长宁区委书记王为人，你好：     反映长宁区剑何路429号楼顶有多处违法户外广告（如：如家酒店、布丁酒店连锁、火龙果KTV），该大楼几处大型户外广告设置年限已久，且未及时有效维护，这楼顶多处违法户外广告存在严重的安全隐患。上海已发出强台风黄色预警，加之暴雨将近，整治拆除工作刻不容缓。希望长宁区政府尽快在国际博览会前，对影响城市形象该楼顶多处违法户外广告依法予以拆除，切实做好强降雨期间户外广告安全防御工作。,,,
拆除影响市容市貌的违章小房子,待回复,城建 投诉,y***,2018-07-1011:28," 长宁区委书记王为人，你好：     长宁区剑何路423号有一个无证违法建筑小房子，这违法建筑小房子严重地影响城市的形象。     【长宁区网格中心】答复如下：新泾镇拆违办于经了解，来电人反映的属于公建配套设施，未列入拆除计划。违法建筑说成是“公建配套设施”，典型的行政不作为。   国际博览会即将在上海举办，  希望有关部门按照“五违四必“精神，对这处违章建筑依法予以拆除,让城市市容秩序更加规范，城市环境更加整齐。 ​​​​",,,
拆除违规户外广告招牌,待回复,城建 投诉,y***,2018-07-0316:49,  长宁区委书记王为人，你好：    反映上海长宁区西郊百联购物中心（仙霞西路88号）楼顶有多处违法户外广告，这楼顶有多处违法户外广告存在严重的安全隐患，影响城市的形象。希望长宁区政府尽快在国际博览会前依法拆除这楼顶有多处违法户外广告。,,,
上街沿被圈成停车场－－违规,待回复,交通 投诉,y***,2018-07-0208:01,长宁区委书记王为人，你好： 反映长宁区虹桥路1488号旁的上街沿被圈成停车场 有的车主把车停留在人行道盲道上，​​​​给市民出行造成了不便。听说此上街沿经区什么部门批准作为收费停车场。人行道无疑是留给行人的，机动车停放在人行道上是不允许的，对此，《中华人民共和国道路交通安全法》上有明确的规定：   1，《中华人民共和国道路交通安全法》第五十六条明确规定：机动车应当在规定地点停放。禁止在人行道上停放机动车。2，《中华人民共和国道路交通安全法》 第九十三条 对违反道路交通安全法律、法规关于机动车停放、临时停车规定的，可以指出违法行为，并予以口头警告，令其立即驶离。机动车驾驶人不在现场或者虽在现场但拒绝立即驶离，妨碍其他车辆、行人通行的，处二十元以上二百元以下罚款，并可以将该机动车拖移至不妨碍交通的地点或者公安机关交通管理部门指定的地点停放。请问？谁给的权同意在上街沿上违规设置停车场的？国家博览会即将在上海举办，希望长宁区整治人行道乱违规停车现象，把公共道路让出来，还路于民。,,,
上街沿被圈成停车场 ——违规,待回复,城建 投诉,y***,2018-06-2312:46,长宁区委书记王为人，你好：     长宁区虹桥路1488号旁的上街沿被圈成停车场 有的车主把车停留在人行道盲道上，​​​​给市民出行造成了不便。听说此上街沿经区什么部门批准作为收费停车场。人行道无疑是留给行人的，请问？谁给的权同意在上街沿上违规设置停车场的？几年前由于市民也反映过此问题，后来区交警部门整治过，但现此问题又回潮了。国家博览会即将在上海举办，希望长宁区政府整治人行道乱违规停车现象，把公共道路让出来，还路于民。,,,
尽快拆除弄内两处违章搭建,待回复,城建 投诉,y***,2018-06-1310:51, 长宁区委书记王为人，你好：    长宁区延安西路949弄5号美宇宾馆门口未经授权两处违规搭建，一处是玻璃顶门禁，另一处是到底一间砖结构的小房子。希望长宁区政府按照《实施》精神，以“五违四必”治理工作为重点，尽快依法拆除这一存在着严重的安全隐患、影响城市形象的违法建筑。,,,
沿街楼面上有多处违章  影响城市形象,待回复,城建 建言,y***,2018-06-0507:39,长宁区委书记王为人，你好：  反映长宁区延安西路999号这幢楼面上存在几个违建问题：一是楼顶上有破旧的广告栏，二是楼边沿有违章建筑。国际博览会即将在上海举办，立面环境是一座城市形象的重要展示窗口，体现着城市的品位和形象，这违规设置的广告牌不仅影响了市容美观，更存在一定的安全隐患。今年国际博览会顺利在上海举办，希望有关部门进一步加大对长宁沿街城市容环境集中整治工作力度，对影响市容市貌的户外广告及商业秩序进行了专项集中整治，为“迎接国际博览会顺利在上海举办”提供良好的城市形。,,,
古北新区水城南路37号万科广场北4楼万岛保健,待回复,其他 投诉,W***,2018-05-2108:42,尊敬的书记你好：我是附近的一名住客，想向有关领导反应水城南路37号万科广场北4楼的万岛保健从事色情服务非常严重，严重影响当地居民日常生活，行为恶劣，后果极其严重,,,
整治破墙开门,待回复,城建 投诉,y***,2018-03-1607:38,反映长宁区淮海中路2052号右边“恒雄地产”店门面是违规破墙开门。对于市民的呼声，希望长宁区政府积极调查，新华街道执法部门必须按照《实施》精神，希望有关部门整治违规破墙开门行为，恢复原样。,,,
