建设《扶贫》咨询,已办理,三农 建言,乌***,2019-03-0315:39,尊敬的宋书记你好！我们是乌木龙小村保德田自然村村民，全体村民向宋书记了解两个问题，一是修路政府扶持资金每公里是多少？二是被扶贫人名单是否可以公开？,中共永德县委书记宋正垠,尊敬的宋书记你好！我们是乌木龙小村保德田自然村村民，全体村民向宋书记了解两个问题，一是修路政府扶持资金每公里是多少？二是被扶贫人名单是否可以公开？,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	永德县委书记
"
危旧房改造重建抗震安居工程补助款求助,已办理,城建 求助,1***,2019-02-0914:06,尊敬的书记你好。我是小勐镇湾甸村村民，于2016年3月2日向住建部递交危房改造相关资料。至2016年4月1日开工建房至2017年2月份建好，在这期我东拼西凑向银行贷款。到19年这期间我没有拿到一分补助款，2016年4月份打的这次款也设有我的，问题是我们这里，有好多户是在我后开工建房的，都有打到1至2万元的，确设有我的16年5月份我去住建部咨询查看民册信息是否错误，本人信息是正确的，住建部给我的回复是(款没有下来，是打错了，不是这个款)。全镇打了300多户能错吗就是这样忽悠我的。请求书记帮查征询问下谢谢。,中共永德县委书记宋正垠,尊敬的书记你好。我是小勐镇湾甸村村民，于2016年3月2日向住建部递交危房改造相关资料。至2016年4月1日开工建房至2017年2月份建好，在这期我东拼西凑向银行贷款。到19年这期间我没有拿到一分补助款，2016年4月份打的这次款也设有我的，问题是我们这里，有好多户是在我后开工建房的，都有打到1至2万元的，确设有我的16年5月份我去住建部咨询查看民册信息是否错误，本人信息是正确的，住建部给我的回复是(款没有下来，是打错了，不是这个款)。全镇打了300多户能错吗就是这样忽悠我的。请求书记帮查征询问下谢谢。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	永德县委书记
"
关于小勐统镇半坡村段至永甸村段县级路面问题,已办理,交通 咨询,难***,2019-02-0511:23,尊敬的领导：您好！我是小勐统镇木瓜河村的一名村民，想向您咨询一下关于小勐统镇半坡村至永甸村县级路面修善的问题。该路段自建成弹石路面以来，历经风雨，如今几乎惨不忍睹，眼看其他村几年来村建制硬板路都规划建成了，该段路面为县级路却迟迟没有处理改善，地方百姓的出行都严重受到影响。说句实话，现在拖拉机通过都能刮擦到底盘，地方百姓一提到该路段都苦不堪言，无奈家与赖以生存的土地都在这里，只能一直忍受着。望领导查阅，我代该路段的百姓谢谢您！,中共永德县委书记宋正垠,尊敬的领导：您好！我是小勐统镇木瓜河村的一名村民，想向您咨询一下关于小勐统镇半坡村至永甸村县级路面修善的问题。该路段自建成弹石路面以来，历经风雨，如今几乎惨不忍睹，眼看其他村几年来村建制硬板路都规划建成了，该段路面为县级路却迟迟没有处理改善，地方百姓的出行都严重受到影响。说句实话，现在拖拉机通过都能刮擦到底盘，地方百姓一提到该路段都苦不堪言，无奈家与赖以生存的土地都在这里，只能一直忍受着。望领导查阅，我代该路段的百姓谢谢您！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	永德县委书记
"
事业人员,已办理,政务 建言,A***,2019-01-2922:51,尊敬的宋书记：    您好，我原是永德某县直部门下属股所级事业单位负责人，后经组织推荐到某乡镇任副乡镇长，2010年底受政策影响被清退回某县直部门下属股所级事业单位任负责人（保留副科级领导职务待遇），几年后组织部门进行人事任免，免去我股所级事业单位负责人职务，任命我为“永德县某单位保留事业副科级领导职务待遇干部”，像我这样的情况在永德县其他县直部门下属的事业单位也有。现在全国机构改革工作正在进行，根据已出台的中央和省级改革方案，此次机构改革有一部分事业人员可以转为公务员，在此请宋书记您帮忙考虑一下能否将我这种情况的人在此次我县机构改革中转为公务员。,中共永德县委书记宋正垠,尊敬的宋书记：    您好，我原是永德某县直部门下属股所级事业单位负责人，后经组织推荐到某乡镇任副乡镇长，2010年底受政策影响被清退回某县直部门下属股所级事业单位任负责人（保留副科级领导职务待遇），几年后组织部门进行人事任免，免去我股所级事业单位负责人职务，任命我为“永德县某单位保留事业副科级领导职务待遇干部”，像我这样的情况在永德县其他县直部门下属的事业单位也有。现在全国机构改革工作正在进行，根据已出台的中央和省级改革方案，此次机构改革有一部分事业人员可以转为公务员，在此请宋书记您帮忙考虑一下能否将我这种情况的人在此次我县机构改革中转为公务员。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	永德县委书记
"
职务（级）咨询,已办理,就业 咨询,A***,2019-01-2313:35,尊敬的宋书记：    你好，咨询下“任永德县XXX局保留事业副科级领导职务待遇干部”这是一种什么职务，是实质事业副科吗，还是只是类似于公务员中的副主任科员。如有打扰，敬请谅解！,中共永德县委书记宋正垠,尊敬的宋书记：    你好，咨询下“任永德县XXX局保留事业副科级领导职务待遇干部”这是一种什么职务，是实质事业副科吗，还是只是类似于公务员中的副主任科员。如有打扰，敬请谅解！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	永德县委书记
"
建档立卡贫困户,已办理,政务 咨询,W***,2019-01-1716:45,我们是建档立卡贫困户，因缺土地2016年进入贫困户，因搬迁建房，政府说补贴四万元，办理了相关手续，建房已经四年，至今才拿了两万元，剩余两万一直没有给，为了盖好这一间房子已经负债累累，家里老人体弱多病，孩子又还小，希望上级领导，给想想办法。,中共永德县委书记宋正垠,我们是建档立卡贫困户，因缺土地2016年进入贫困户，因搬迁建房，政府说补贴四万元，办理了相关手续，建房已经四年，至今才拿了两万元，剩余两万一直没有给，为了盖好这一间房子已经负债累累，家里老人体弱多病，孩子又还小，希望上级领导，给想想办法。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	永德县委书记
"
永康农贸市场内长期停水,已办理,城建 投诉,张***,2018-11-2516:10,永康镇 农贸市场里面 长期停水 几个月没来一滴水 叫我们这些人怎么生活  生活用水 煮饭吃的水都没有 这是永康镇？,中共永德县委书记宋正垠,永康镇 农贸市场里面 长期停水 几个月没来一滴水 叫我们这些人怎么生活  生活用水 煮饭吃的水都没有 这是永康镇？,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	永德县委书记
"
永德县公租房小区水质长期恶化,已办理,三农 求助,小***,2018-11-1314:52,我是来自永德县公租房小区的住户，前段时间由于政府的重视，公租房的停水问题终于得到了解决，这一点我们作为住户万分感激政府的关心和帮助，水来了我们很开心，可没想到水源有了，水质却异常恶化。主要表现在水垢较多，每次用水后家里盆里桶里和水杯里都会留下一层白灰，等干了之后更明显，形成一层白垢。不知道是自来水处理得不好还是添加剂添加太多的原因。我觉得这个问题从眼前来看影响不了什么，但长期以往确实会伤害到所有住户的身体健康，希望能帮我们向有关部门反映采取相应措施改善水质，提升居民生活和健康水平。,中共永德县委书记宋正垠,我是来自永德县公租房小区的住户，前段时间由于政府的重视，公租房的停水问题终于得到了解决，这一点我们作为住户万分感激政府的关心和帮助，水来了我们很开心，可没想到水源有了，水质却异常恶化。主要表现在水垢较多，每次用水后家里盆里桶里和水杯里都会留下一层白灰，等干了之后更明显，形成一层白垢。不知道是自来水处理得不好还是添加剂添加太多的原因。我觉得这个问题从眼前来看影响不了什么，但长期以往确实会伤害到所有住户的身体健康，希望能帮我们向有关部门反映采取相应措施改善水质，提升居民生活和健康水平。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	永德县委书记
"
永康镇忙况村新寨路况问题,已办理,交通 求助,水***,2018-11-0713:10,尊敬的领导：    您好！    在党和政府的共同领导下，人民的生活环境越来越好，就拿最重要的道路来说吧，现在无论乡镇还是农村，到哪里基本都是硬化路，给人们的出行以及生活带来了极大的便利。作为一个永德人我真的感到骄傲。可又有谁会想到，到现在为止永德县永康镇忙况村新寨组134户村民日日夜夜行走的路，还是坑坑洼洼，泥泞不堪，路面狭窄的土路呢。当地村民出行得依据天气情况，因为如果雨水天气出门，路滑还是小事，最担心的就是路面坍塌以及必经的两条河河水涨（河上没有桥，河面又很宽村民也无法自行搭桥）。所以雨季是所有村民最无奈的季节。这不仅给当地人的出行带来极大的不便，也对他们的生产生活造成极大的不利影响。农村都是靠种植粮食以及蓄养牲畜过活的，可是一到雨季，村民们的很多东西都卖不出去，即使卖出去了，同样的东西也会大大贬值，不是东西不值那个价，而是没多少人愿意到这来。所以村民只能把好东西贱卖。这样让农户怎么奔小康。不知道这是第几次听到这样的消息了，村民们辛辛苦苦喂养的胖猪，因为路烂导致很多的胖猪卖不出去，可是喂胖猪是需要饲料和粮食的，粮食倒是大多数人家都可以自给自足，而一袋饲料至少都要200元以上，胖了还卖不出去，村民只能无奈的继续喂，但是喂的时间越长就意味着村民只会越亏。可是又有什么办法呢？明知亏还是得硬着头皮喂。有些实在撑不下去的人家，索性把原本已经喂胖的猪活活饿成瘦猪。这让农民如何奔小康？？？我不知道各位领导在看到这些的时候心情怎样。但我真的很痛心，当地村民个个扪心自问没有干过什么伤天害理的坏事，为什么要遭这样的罪？忙况村一共21个自然组，唯独新寨组被孤立，其他有些自然组的道路是土路变水泥路，水泥路变柏油路，而新寨自然组的路盼了一年又一年还是那个差到不能再差的土路。路况差有目共睹，去过的人恐怕不愿再去第二次，然而到目前为止，如此之差的道路无人问津，无人关怀，真的深深刺痛了农民们的心。每每村里人在谈到道路问题时，那种不谋而合的无奈和绝望都形于色。政府的宗旨是“为人民服务”它不该被某些心怀不轨的人曲解利用，国家政策也应该被落到实处。新寨自然组如此之差的道路给当地人带来了极大的不便，希望政府能够引起重视，并责成相关部门牵头把国家政策落到实处，也希望政府能够组织有关部门到当地实地考察，给村民们一个交代，让村民们也能有一条走出村寨的硬化路，让村民们早日踏上舒心幸福路。以上所述均为事实，期待您的回复！,中共永德县委书记宋正垠,尊敬的领导：    您好！    在党和政府的共同领导下，人民的生活环境越来越好，就拿最重要的道路来说吧，现在无论乡镇还是农村，到哪里基本都是硬化路，给人们的出行以及生活带来了极大的便利。作为一个永德人我真的感到骄傲。可又有谁会想到，到现在为止永德县永康镇忙况村新寨组134户村民日日夜夜行走的路，还是坑坑洼洼，泥泞不堪，路面狭窄的土路呢。当地村民出行得依据天气情况，因为如果雨水天气出门，路滑还是小事，最担心的就是路面坍塌以及必经的两条河河水涨（河上没有桥，河面又很宽村民也无法自行搭桥）。所以雨季是所有村民最无奈的季节。这不仅给当地人的出行带来极大的不便，也对他们的生产生活造成极大的不利影响。农村都是靠种植粮食以及蓄养牲畜过活的，可是一到雨季，村民们的很多东西都卖不出去，即使卖出去了，同样的东西也会大大贬值，不是东西不值那个价，而是没多少人愿意到这来。所以村民只能把好东西贱卖。这样让农户怎么奔小康。不知道这是第几次听到这样的消息了，村民们辛辛苦苦喂养的胖猪，因为路烂导致很多的胖猪卖不出去，可是喂胖猪是需要饲料和粮食的，粮食倒是大多数人家都可以自给自足，而一袋饲料至少都要200元以上，胖了还卖不出去，村民只能无奈的继续喂，但是喂的时间越长就意味着村民只会越亏。可是又有什么办法呢？明知亏还是得硬着头皮喂。有些实在撑不下去的人家，索性把原本已经喂胖的猪活活饿成瘦猪。这让农民如何奔小康？？？我不知道各位领导在看到这些的时候心情怎样。但我真的很痛心，当地村民个个扪心自问没有干过什么伤天害理的坏事，为什么要遭这样的罪？忙况村一共21个自然组，唯独新寨组被孤立，其他有些自然组的道路是土路变水泥路，水泥路变柏油路，而新寨自然组的路盼了一年又一年还是那个差到不能再差的土路。路况差有目共睹，去过的人恐怕不愿再去第二次，然而到目前为止，如此之差的道路无人问津，无人关怀，真的深深刺痛了农民们的心。每每村里人在谈到道路问题时，那种不谋而合的无奈和绝望都形于色。政府的宗旨是“为人民服务”它不该被某些心怀不轨的人曲解利用，国家政策也应该被落到实处。新寨自然组如此之差的道路给当地人带来了极大的不便，希望政府能够引起重视，并责成相关部门牵头把国家政策落到实处，也希望政府能够组织有关部门到当地实地考察，给村民们一个交代，让村民们也能有一条走出村寨的硬化路，让村民们早日踏上舒心幸福路。以上所述均为事实，期待您的回复！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	永德县委书记
"
崇岗乡天生桥饮用水质量问题,已办理,三农 建言,崇***,2018-11-0517:02,在党和政府的正确领导下，崇岗乡天生桥人民生活水平有了很大的提高，家家户户接通了自来水；但是天生桥一带、歇马场、大红山片区自来水来自南把河（又名响水河），河流附近的农民都知道该河水水垢很重（硬度太大）河水里面的树枝都结了厚厚的一层水垢，不适于作为饮用水。但是目前为止，天生桥一带所有政府部门、学校、农民全部喝着来自这条河的水。自该地区接通该自来水以后，出现结石的人越来越多，和自来水水质有着很大的关系，因此有些经济条件允许的农户、政府机关人员已经自行安装了自来水软化过滤器或者购买桶装水作为饮用水，可是很多农民并不具备这种经济能力和知识。为了广大人民群众的饮用水安全和健康，在此恳请政府领导，尽快改善该地区饮用水来源，或者为该地区人民增设水质软化处理设施，保证人民群众的生命安全！,中共永德县委书记宋正垠,在党和政府的正确领导下，崇岗乡天生桥人民生活水平有了很大的提高，家家户户接通了自来水；但是天生桥一带、歇马场、大红山片区自来水来自南把河（又名响水河），河流附近的农民都知道该河水水垢很重（硬度太大）河水里面的树枝都结了厚厚的一层水垢，不适于作为饮用水。但是目前为止，天生桥一带所有政府部门、学校、农民全部喝着来自这条河的水。自该地区接通该自来水以后，出现结石的人越来越多，和自来水水质有着很大的关系，因此有些经济条件允许的农户、政府机关人员已经自行安装了自来水软化过滤器或者购买桶装水作为饮用水，可是很多农民并不具备这种经济能力和知识。为了广大人民群众的饮用水安全和健康，在此恳请政府领导，尽快改善该地区饮用水来源，或者为该地区人民增设水质软化处理设施，保证人民群众的生命安全！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	永德县委书记
"
